SourceCountry,TargetCountry,Type,Total,Coal,Oil,NaturalGas,Electricity
GIN,FRA,Import,0.8332735,0.0000017,0.8332718,0,0
ATG,TUR,Import,0.8340192,0,0.8340192,0,0
JAM,SWE,Import,0.8409016,0,0.8409016,0,0
MAR,SEN,Export,0.8499042,0,0.8499042,0,0
MRT,SWE,Import,0.8516365,0,0.8516365,0,0
CIV,GBR,Import,0.8537672,0,0.8537673,0,0
BIH,POL,Import,0.8622001,0.8227,0.0395,0,0
BIH,IDN,Export,0.8695888,0,0.8695888,0,0
CMR,ESP,Import,0.879914,0,0.8799141,0,0
KHM,MYS,Import,0.8830531,0.7557047,0.1273485,0,0
ZWE,FRA,Import,0.8840903,0,0.8840903,0,0
BGD,KOR,Export,0.8869066,0,0.8869066,0,0
LBR,ZAF,Import,0.8963254,0,0.8963254,0,0
AZE,ROU,Import,0.8968434,0,0.8968434,0,0
GHA,TGO,Export,0.9006935,0,0.9006935,0,0
MKD,BGR,Export,0.9016098,0.0006656,0.0161759,0,0.8847684
MHL,ZAF,Import,0.9057564,0,0.9057564,0,0
AFG,ARE,Import,0.9058734,0,0.9049734,0,0.0009
FJI,KIR,Export,0.9291526,0,0.9280055,0.0011471,0
KIR,FJI,Import,0.9291526,0,0.9280055,0.0011471,0
CPV,ITA,Import,0.9302687,0,0.9302688,0,0
BEN,NLD,Export,0.9307618,0,0.9307618,0,0
AZE,GRC,Import,0.946,0,0.946,0,0
PNG,KOR,Export,0.946,0,0.946,0,0
VGB,USA,Import,0.9492279,0.0016887,0.9475392,0,0
BIH,AUT,Export,0.951,0.319,0.632,0,0
UGA,CHN,Import,0.9522911,0.0000703,0.9522208,0,0
PER,MEX,Import,0.9614288,0,0.9614288,0,0
CUW,BEL,Import,0.9672014,0,0.9672014,0,0
AND,IDN,Export,0.9704862,0,0.9704862,0,0
CIV,SWE,Import,0.9724364,0,0.9724363,0,0
LKA,SGP,Export,0.9779522,0,0.9779522,0,0
SLE,BEL,Import,0.9882365,0,0.9882366,0,0
VEN,RUS,Import,0.9967091,0,0.996709,0,0
LAO,CHN,Import,0.9967405,0.0555468,0.0824929,0,0.8587008
CUW,PER,Import,1.0017969,0,1.0017969,0,0
SRB,HUN,Export,1.0043793,0.0009792,0.2402,0.0000001,0.7632
TCD,SGP,Export,1.0083138,0,1.0083138,0,0
MAR,DZA,Export,1.0188378,0,1.0188378,0,0
RWA,TZA,Export,1.021289,0,1.021289,0,0
NPL,ARE,Import,1.0222381,0.0000029,1.0222352,0,0
BGD,RUS,Import,1.0236125,0,1.0236126,0,0
PYF,NZL,Import,1.0252453,0.0036247,1.0216206,0,0
NZL,PYF,Export,1.0252453,0.0036247,1.0216206,0,0
IRL,DEU,Export,1.0256447,0.6102306,0.4154141,0,0
IRL,FRA,Export,1.0289301,0.5081801,0.5203,0,0.00045
GHA,ZAF,Import,1.0373308,0.9887141,0.0486167,0,0
BFA,FRA,Export,1.042538,0,1.042538,0,0
BIH,SVN,Export,1.0437279,0.5262,0.4873276,0,0.0302004
MUS,MOZ,Import,1.0490914,0,1.0490914,0,0
BHR,SWE,Import,1.0498128,0,1.0498128,0,0
ISL,FRA,Import,1.056231,0,1.056231,0,0
AZE,KAZ,Import,1.0583626,0,1.0583627,0,0
NAM,CHE,Import,1.0586717,0,1.0586717,0,0
GHA,RUS,Import,1.0637443,0,1.0637443,0,0
DOM,ABW,Import,1.0682189,0,1.0682189,0,0
ABW,DOM,Export,1.0682189,0,1.0682189,0,0
GNB,SEN,Import,1.0721368,0,1.0721368,0,0
SEN,GNB,Export,1.0721368,0,1.0721368,0,0
URY,ESP,Import,1.073765,0.000231,1.073534,0,0
DOM,BRA,Import,1.0739756,0,1.0739756,0,0
SUR,USA,Import,1.074548,0.0000149,1.074533,0,0
ARM,ROU,Import,1.0767818,0,1.0767819,0,0
BLZ,MEX,Import,1.0811089,0.0004534,0.3802863,0,0.7003692
TZA,IRN,Import,1.0811653,0,1.0811653,0,0
BLR,POL,Import,1.0835,1.044,0.0395,0,0
IRQ,SAU,Import,1.0885665,0,0.1982764,0.8902901,0
MNG,RUS,Export,1.0917257,0.500427,0.4712064,0,0.1200924
ISL,POL,Import,1.0944,0.203,0.8914,0,0
LKA,ARE,Export,1.1195132,0.0039319,1.1155812,0,0
TLS,JPN,Export,1.122393,0,1.122393,0,0
MNP,JPN,Import,1.1229229,0,1.1229229,0,0
GIN,CIV,Import,1.1238339,0,1.1238338,0,0
ZWE,ZAF,Export,1.1325609,1.1243721,0.0081888,0,0
KNA,USA,Import,1.1358231,0.001226,1.1345972,0,0
SXM,USA,Import,1.1509033,0.0006831,1.1498383,0.0003818,0
BMU,MUS,Export,1.1561233,0,1.1561233,0,0
MUS,BMU,Import,1.1561233,0,1.1561233,0,0
JAM,CUW,Import,1.1579297,0,1.1579297,0,0
CUW,JAM,Export,1.1579297,0,1.1579297,0,0
SEN,GIB,Export,1.1620113,0,1.1620113,0,0
BEN,GBR,Export,1.1623844,0,1.1623844,0,0
CRI,SLV,Import,1.1660791,0,0.3426547,0,0.8234244
SLV,CRI,Export,1.1660791,0,0.3426547,0,0.8234244
KGZ,UZB,Import,1.1685,0,0,1.1685,0
UZB,KGZ,Export,1.1685,0,0,1.1685,0
GEO,MLT,Import,1.1698417,0,1.1698417,0,0
ETH,IND,Import,1.1731731,0.0011429,1.1720302,0,0
SVN,SRB,Export,1.1737836,0.0068379,0.4106,0,0.7563456
BLZ,GTM,Import,1.1758171,0.0000531,1.1757639,0,0
GTM,BLZ,Export,1.1758171,0.0000531,1.1757639,0,0
ETH,YEM,Import,1.1779872,0,1.1779872,0,0
COG,NLD,Import,1.1792534,0,1.1792533,0,0
FJI,NRU,Export,1.1812936,0,1.1812936,0,0
NRU,FJI,Import,1.1812936,0,1.1812936,0,0
CYM,TUR,Import,1.1864611,0,1.1864611,0,0
MAC,SAU,Import,1.1930756,0,1.1930756,0,0
MDV,IND,Import,1.2026531,0.0014684,1.2011847,0,0
PAN,CHN,Export,1.2092394,0,1.2092394,0,0
LBY,FRA,Import,1.222,0,1.222,0,0
HND,KOR,Import,1.2295566,0,1.2295566,0,0
COG,BEL,Import,1.2302112,0.001683,1.2285282,0,0
NCL,IDN,Import,1.2324366,0,1.2324366,0,0
BEN,NGA,Export,1.2373908,0,1.2373909,0,0
ARM,ISR,Import,1.2459549,0,1.245955,0,0
NER,NGA,Import,1.2537591,0,0.051837,0.0038601,1.198062
PLW,SGP,Import,1.2546601,0,1.2546601,0,0
PHL,IND,Export,1.26158,1.255,0.00658,0,0
NCL,JPN,Import,1.2653334,0,1.2653334,0,0
WSM,KOR,Import,1.2674916,0,1.2674916,0,0
TCD,CMR,Import,1.2675612,0,1.2675613,0,0
SVN,SVK,Export,1.2773044,0.0000245,1.2771,0,0.00018
MRT,FRA,Import,1.2837212,0.000001,1.2837203,0,0
LUX,CZE,Export,1.284224,0,0.001238,0,1.282986
CPV,GBR,Import,1.293159,0,1.293159,0,0
SLV,USA,Export,1.2965846,0,1.2965845,0,0
HND,BRA,Import,1.3255853,0,1.3255852,0,0
KEN,GBR,Import,1.3411553,0.000289,1.3408664,0,0
LBY,BGR,Import,1.3427615,0,1.3427615,0,0
PSE,EGY,Import,1.3479392,0.004582,0.0453664,0,1.2979908
VEN,PER,Import,1.3503629,1.060509,0.2898539,0,0
NAM,LVA,Import,1.3507562,0,1.3507562,0,0
MKD,CHE,Import,1.3516502,0,0.002507,0,1.3491432
SRB,SVN,Export,1.3560858,0,0.235251,0,1.1208348
CUW,DZA,Export,1.3568293,0,1.3568293,0,0
HND,CHL,Import,1.3606369,0,1.360637,0,0
SLV,PAN,Export,1.3652073,0,0.1968812,0,1.168326
FJI,MYS,Import,1.3698099,0,1.3698099,0,0
MDG,FRA,Export,1.3713797,0.0000053,1.3713744,0,0
CUB,FIN,Export,1.3725366,0,1.3725366,0,0
HND,ECU,Import,1.3760293,0,1.3760294,0,0
BOL,RUS,Import,1.3805482,0,1.3805482,0,0
UZB,TUR,Export,1.3825,0,1.3825,0,0
TZA,SGP,Import,1.3908584,0.0000036,1.3908549,0,0
SRB,GRC,Export,1.3937804,0,0.0395,0,1.3542804
CYP,SGP,Export,1.3959976,0,1.3959976,0,0
TZA,MYS,Import,1.3992285,0,1.3992285,0,0
HND,TTO,Import,1.4079831,0,1.4079831,0,0
SUR,FRA,Export,1.4111145,0,1.4111145,0,0
MAR,SGP,Export,1.4201243,0,1.4201243,0,0
SLV,ABW,Import,1.4491644,0,1.4491644,0,0
ABW,SLV,Export,1.4491644,0,1.4491644,0,0
NZL,KOR,Export,1.44992,0,1.44992,0,0
TZA,ZMB,Export,1.4504718,0.0273252,1.4231466,0,0
ZMB,TZA,Import,1.4504718,0.0273252,1.4231466,0,0
ARM,IRQ,Import,1.4575793,0,1.4186293,0.03895,0
ATG,SUR,Export,1.4593757,0,1.4593758,0,0
SUR,ATG,Import,1.4593757,0,1.4593758,0,0
KEN,UGA,Export,1.4605096,0,1.0930323,0,0.3674772
UGA,KEN,Import,1.4605096,0,1.0930323,0,0.3674772
BGD,ARE,Import,1.4606371,0,1.4555179,0,0.0051192
CYP,ARE,Export,1.4636362,0,1.4636363,0,0
SEN,BEL,Export,1.4736265,0,1.4736266,0,0
GIB,KOR,Export,1.4857435,0,1.4857434,0,0
IRL,VEN,Export,1.4931662,0,1.4931662,0,0
VEN,IRL,Import,1.4931662,0,1.4931662,0,0
NAM,ZMB,Import,1.496096,0.0065888,0,0,1.4895072
ZMB,NAM,Export,1.496096,0.0065888,0,0,1.4895072
BIH,ROU,Import,1.5095741,0,1.5095741,0,0
CIV,BEL,Import,1.5099292,0.0000176,1.5099117,0,0
LBY,AZE,Import,1.5136,0,1.5136,0,0
SLV,PAN,Import,1.518446,0,1.4656556,0,0.0527904
PAN,SLV,Export,1.518446,0,1.4656556,0,0.0527904
KHM,CHN,Import,1.5259579,0,1.5259579,0,0
TCA,USA,Import,1.5358752,0,1.5358752,0,0
AGO,ITA,Import,1.5499853,0.0001131,1.5498722,0,0
PAN,ZMB,Export,1.5542637,0,1.5542636,0,0
ZMB,PAN,Import,1.5542637,0,1.5542636,0,0
DMA,JAM,Export,1.5566314,0,1.5566315,0,0
JAM,DMA,Import,1.5566314,0,1.5566315,0,0
COL,DZA,Import,1.5604599,0,1.5604599,0,0
CYP,SVN,Export,1.5609,0,1.5609,0,0
GEO,NLD,Export,1.5609,0,1.5609,0,0
MNE,NLD,Export,1.5609,0,1.5609,0,0
COL,ESP,Import,1.5613564,0.0000528,1.5613035,0,0
GEO,EGY,Export,1.565877,0,1.565877,0,0
MRT,SWZ,Import,1.5822112,0,1.5822112,0,0
SWZ,MRT,Export,1.5822112,0,1.5822112,0,0
IRL,EGY,Export,1.5834619,0.022562,1.5609,0,0
AGO,IND,Import,1.5840129,0,1.5840129,0,0
CRI,GTM,Import,1.5843,0.0000276,0.7526149,0,0.8316576
GTM,CRI,Export,1.5843,0.0000276,0.7526149,0,0.8316576
BEN,BEL,Import,1.5846374,0,1.5846375,0,0
FJI,TON,Export,1.5876397,0,1.5876397,0,0
TON,FJI,Import,1.5876397,0,1.5876397,0,0
AGO,COG,Import,1.5901532,0,1.5901532,0,0
NPL,DZA,Import,1.6003474,0,1.6003474,0,0
NZL,CHL,Export,1.6064017,1.6064,0.0000016,0,0
VEN,FRA,Import,1.6081999,0,1.6082,0,0
BOL,MYS,Export,1.622384,0,1.622384,0,0
BOL,PRY,Import,1.6227668,0,1.6227668,0,0
PRY,BOL,Export,1.6227668,0,1.6227668,0,0
PYF,KOR,Import,1.6228716,0,1.6228716,0,0
QAT,ARE,Import,1.6240211,0.0097445,1.6140339,0.0000051,0.0002376
BOL,MYS,Import,1.6320503,0,1.6320503,0,0
YEM,JPN,Import,1.6380228,0,1.6380228,0,0
GAB,NLD,Import,1.6544128,0,1.6544128,0,0
GIB,MAR,Export,1.6562157,0,1.6562157,0,0
BHR,QAT,Import,1.6660497,0,1.6660497,0,0
SEN,NLD,Export,1.672022,0,1.672022,0,0
GTM,PAN,Export,1.6726889,0.0000014,0.3352768,0,1.3374108
GAB,FRA,Import,1.6769734,0.0006427,1.6763307,0,0
MKD,COL,Import,1.6817302,1.6817301,0,0,0
GIN,GBR,Import,1.6853937,0,1.6853937,0,0
BOL,NLD,Export,1.6854102,0,1.6854102,0,0
BOL,PRY,Export,1.6866822,0,1.6866823,0,0
PRY,BOL,Import,1.6866822,0,1.6866823,0,0
BEN,CMR,Import,1.6875734,0,1.6875734,0,0
CMR,CHN,Import,1.690156,0,1.6901561,0,0
BDI,IND,Import,1.6913189,0,1.6913189,0,0
MUS,ZMB,Export,1.6948986,0,1.6948986,0,0
ZMB,MUS,Import,1.6948986,0,1.6948986,0,0
COL,ITA,Import,1.698538,0.000038,1.6985,0,0
SVN,POL,Export,1.7028,0,1.7028,0,0
GNQ,CMR,Import,1.7081774,0,1.7081774,0,0
AFG,KAZ,Import,1.7089478,0,1.7089479,0,0
IRQ,IND,Import,1.7121591,0,1.7121591,0,0
GHA,ARE,Import,1.7165393,0,1.7165393,0,0
MKD,IDN,Import,1.7221075,1.7221075,0,0,0
NAM,IND,Import,1.7250413,0,1.7250413,0,0
SOM,ARE,Import,1.7274702,0,1.7274703,0,0
CPV,NLD,Export,1.7337464,0,1.7337464,0,0
GAB,BEL,Import,1.7362036,0,1.7362037,0,0
BEN,USA,Import,1.7377222,0,1.7377223,0,0
GNB,PRT,Import,1.7381356,0,1.7381355,0,0
YEM,MYS,Import,1.7382723,0,1.7382722,0,0
KEN,UGA,Import,1.7446536,0,0.0008532,0,1.7438004
UGA,KEN,Export,1.7446536,0,0.0008532,0,1.7438004
TGO,SEN,Export,1.7517559,0,1.7517559,0,0
SDN,ARE,Import,1.7554044,0,1.7539572,0,0.0014472
LVA,NOR,Import,1.7555616,0,1.7028,0,0.0527616
BIH,HUN,Import,1.7556483,0.065673,1.6441,0.0000005,0.0458748
TON,SGP,Import,1.7652863,0,1.7652863,0,0
GEO,GBR,Export,1.76709,0,1.7670901,0,0
VEN,ITA,Import,1.7677,0,1.7677,0,0
UGA,KOR,Import,1.7734088,0,1.7734088,0,0
AGO,ZAF,Import,1.7748526,0.0004553,1.774336,0.0000001,0.0000612
COD,ITA,Export,1.7819048,0,1.7819048,0,0
BOL,GBR,Export,1.7829033,0,1.7829032,0,0
GUY,ZAF,Import,1.7838693,1.7828028,0.0010665,0,0
PAK,AUT,Export,1.7861526,0,1.7861525,0,0
QAT,GRC,Import,1.792516,0,1.792516,0,0
ATG,NAM,Import,1.7940593,0,1.7940593,0,0
NAM,ATG,Export,1.7940593,0,1.7940593,0,0
ISL,QAT,Import,1.7973999,0,1.7974,0,0
MOZ,NLD,Import,1.8050237,0,1.8050237,0,0
LVA,NLD,Import,1.8052,0.9538,0.8514,0,0
PAK,ITA,Export,1.811947,0,1.811947,0,0
UGA,SGP,Import,1.8242235,0,1.8242235,0,0
MLI,DZA,Import,1.82722,0,0,1.8272199,0
BEN,ESP,Import,1.8277564,0,1.8277564,0,0
LCA,TTO,Import,1.8293394,0.0000001,1.8293393,0,0
BIH,UKR,Export,1.8344174,0,1.8344175,0,0
CRI,PER,Import,1.8456024,0.0037793,1.8418232,0,0
ZWE,CHE,Import,1.8504442,0,1.8504441,0,0
GIN,PAK,Import,1.8562676,0,1.8562677,0,0
PAK,GIN,Export,1.8562676,0,1.8562677,0,0
LUX,ZAF,Import,1.8757426,1.8574,0.0183426,0,0
CMR,NLD,Import,1.8859089,0.0000346,1.8858742,0,0
TZA,ZAF,Import,1.8901755,1.3690726,0.5210968,0.0000061,0
PHL,NLD,Export,1.8918141,0,1.8918142,0,0
CUW,GBR,Export,1.892,0,1.892,0,0
ABW,CHN,Import,1.8926264,0,1.8926264,0,0
SLE,CIV,Import,1.9113736,0,1.9113736,0,0
BOL,PAN,Export,1.9158863,0,1.9158863,0,0
PAN,BOL,Import,1.9158863,0,1.9158863,0,0
BWA,MOZ,Import,1.9258834,0,0.4612593,0,1.464624
QAT,EGY,Import,1.9277521,1.9254345,0.0023176,0,0
MWI,ZAF,Import,1.9404897,0.0004039,1.9400507,0.0000352,0
BHR,BRA,Import,1.94735,0,1.94735,0,0
CHL,GBR,Export,1.9581548,1.9581547,0,0,0
NPL,IDN,Import,1.9586998,1.956825,0.0018748,0,0
MOZ,BHS,Import,1.9641395,0,1.9641396,0,0
BHR,USA,Import,1.9721155,0.0000817,1.9719366,0,0.0000972
BRB,TTO,Export,1.977527,0,1.977527,0,0
TTO,BRB,Import,1.977527,0,1.977527,0,0
PRY,RUS,Import,1.9795002,0,1.9795001,0,0
BGD,ZAF,Import,1.9952387,1.9837534,0.0114852,0,0
BHS,COL,Export,1.9977702,0,1.9977703,0,0
COL,BHS,Import,1.9977702,0,1.9977703,0,0
VUT,SGP,Import,2.0014999,0,2.0014999,0,0
COG,AGO,Import,2.0044365,0,2.0044365,0,0
NZL,THA,Export,2.0216292,0,2.0216292,0,0
CMR,ARE,Import,2.0238932,0.0000004,2.0233276,0,0.0005652
PRY,DEU,Import,2.0320064,0.0000002,2.0320062,0,0
LTU,USA,Import,2.0338999,0,2.0339,0,0
COD,MYS,Export,2.0422501,0,2.0422501,0,0
PAK,THA,Export,2.0503278,0,2.050327,0.0000008,0
AZE,BGR,Import,2.0538625,0,2.0538625,0,0
URY,BRA,Export,2.0561376,0,2.0561376,0,0
MRT,ESP,Import,2.0585663,0.0000435,2.0585228,0,0
FSM,KOR,Import,2.0666071,0,2.0666071,0,0
TUN,ARE,Export,2.0739922,0,2.0739922,0,0
GHA,BFA,Export,2.0751421,0.0012763,2.0731979,0.0006679,0
BFA,GHA,Import,2.0751421,0.0012763,2.0731979,0.0006679,0
BLZ,USA,Export,2.0892065,0,2.0892065,0,0
GEO,LBN,Export,2.0986694,0,2.0986695,0,0
LUX,FRA,Export,2.0999854,1.5231,0.1185,0.4583854,0
MDV,MYS,Import,2.1000526,0,2.1000526,0,0
CIV,DZA,Import,2.103361,0,2.103361,0,0
COD,CMR,Import,2.1081878,0,2.1081878,0,0
ZWE,ZMB,Export,2.1134129,2.0995979,0.0138149,0,0
ZMB,ZWE,Import,2.1134129,2.0995979,0.0138149,0,0
TLS,SGP,Import,2.1219703,0,2.1219703,0,0
GEO,ITA,Import,2.1285,0,2.1285,0.0000001,0
IRL,MYS,Export,2.1285007,0,2.1285007,0,0
MDA,BGR,Import,2.1474543,0,2.1474544,0,0
ATG,USA,Import,2.1534912,0.0002366,2.1532546,0,0
BRB,LCA,Import,2.1576348,0,2.1576349,0,0
LCA,BRB,Export,2.1576348,0,2.1576349,0,0
BWA,ZWE,Export,2.1677215,1.1833509,0.9843636,0.0000069,0
ZWE,BWA,Import,2.1677215,1.1833509,0.9843636,0.0000069,0
MNG,KOR,Import,2.1909537,0.0000758,2.1908781,0,0
PAN,RUS,Import,2.2161554,0,2.2161553,0,0
BOL,NLD,Import,2.2181381,0.000247,2.2178912,0,0
COD,NAM,Import,2.2229189,0,2.2229189,0,0
NAM,COD,Export,2.2229189,0,2.2229189,0,0
NPL,AUS,Import,2.2245092,0.08785,2.1366592,0,0
BEN,CIV,Import,2.2254223,0,1.0153184,0,1.210104
LTU,NLD,Import,2.2254538,0.0023538,2.2231,0,0
ALB,HRV,Import,2.230251,0,2.230251,0,0
ETH,CHN,Import,2.2370056,0,2.2370055,0.0000001,0
FLK,GRC,Import,2.2378043,0,2.2378043,0,0
BGD,VNM,Import,2.2382205,0,2.2382204,0,0
RWA,ARE,Import,2.2547814,0,2.2547761,0.0000054,0
LBY,NLD,Import,2.2762964,0.0058965,2.2704,0,0
MAR,JPN,Export,2.2769725,0,2.2769725,0,0
COG,CIV,Import,2.288012,0,2.2880121,0,0
ALB,USA,Export,2.2905285,0,2.2905285,0,0
KEN,JPN,Import,2.2941366,0,2.2941365,0,0
IRQ,BHR,Import,2.3029263,0,0.8821673,1.420759,0
CMR,COG,Import,2.3037678,0,2.3037678,0,0
GIB,ITA,Export,2.3181143,0,2.3181143,0,0
MHL,TUR,Import,2.3207311,0,2.3207312,0,0
EST,BLR,Import,2.3387704,0,2.3146,0,0.0241704
LKA,SAU,Import,2.3499238,0,2.3499237,0,0
BIH,SVN,Import,2.3505052,0.0011054,2.3494,0,0
SVN,BIH,Export,2.3505052,0.0011054,2.3494,0,0
CUB,BEL,Export,2.361174,0,2.361174,0,0
TTO,USA,Import,2.375361,0.0492103,2.32253,0.0036206,0
ASM,KOR,Import,2.3760924,0,2.3760923,0,0
NAM,SGP,Import,2.3770127,0,2.3770127,0,0
IRN,IND,Import,2.4055788,0.8834812,1.5220976,0,0
CUB,MYS,Export,2.4153582,0,2.4153582,0,0
BMU,CAN,Import,2.4292741,0.00036,2.428914,0,0
MKD,ROU,Import,2.442562,0,2.442562,0,0
MAR,NLD,Export,2.4529774,0,2.4529774,0,0
ZMB,SGP,Import,2.4816115,0,2.4816116,0,0
MDA,KAZ,Import,2.5058908,0.008785,2.4971057,0,0
AUT,POL,Export,2.5199401,0.01004,2.5099,0,0
LBR,DZA,Import,2.5212204,0,2.5212203,0,0
AUT,ROU,Export,2.5227692,0.0289692,2.4938,0,0
COG,ZAF,Import,2.5405609,0.1927068,2.3477801,0.000074,0
BDI,SAU,Import,2.5542031,0,2.554203,0,0
VEN,NLD,Import,2.5737999,0,2.5738,0,0
NZL,ZAF,Export,2.5853041,2.5853,0.000004,0,0
COD,NLD,Export,2.5866501,0,2.5866501,0,0
BLR,DZA,Import,2.6040261,0,2.604026,0,0
HRV,GBR,Export,2.6379361,0,2.5542,0,0.083736
AGO,NOR,Import,2.6578516,0,2.6578516,0,0
LTU,UKR,Import,2.664268,0.4096871,2.254581,0,0
ALB,SRB,Export,2.6695201,0,2.6511637,0,0.0183564
MRT,GBR,Export,2.6746706,0,2.6746705,0,0
SLV,TTO,Import,2.6770693,0,2.6770694,0,0
COG,ARE,Import,2.6809541,0,2.680928,0.000026,0
BIH,CHE,Export,2.6835566,0,0.0000375,0,2.6835192
BHR,OMN,Import,2.6835651,0,2.6835652,0,0
HRV,MNE,Export,2.70718,0,2.7071801,0,0
MNE,HRV,Import,2.70718,0,2.7071801,0,0
CUB,DNK,Export,2.7141504,0,2.7141503,0,0
BHS,CAN,Export,2.72304,0,2.72304,0,0
LBR,CIV,Import,2.7245238,0,2.7242719,0,0.000252
MDA,DZA,Import,2.7278889,0,2.7278888,0,0
CZE,NLD,Export,2.7339,0,2.7339,0,0
QAT,IND,Import,2.7645983,0.0005651,2.7631895,0.0008434,0
MOZ,CHN,Import,2.7729541,0,2.7729542,0,0
MNE,SRB,Export,2.7899005,0.398419,0.4162839,0,1.9751976
SLV,ECU,Import,2.790689,0,2.790689,0,0
MNE,SRB,Import,2.7964078,0.0065575,0.5193773,0.0506158,2.2198572
SRB,MNE,Export,2.7964078,0.0065575,0.5193773,0.0506158,2.2198572
EST,NOR,Import,2.7981,0,2.7981,0,0
ALB,RUS,Import,2.8035459,2.0026039,0.8009419,0,0
IRL,NLD,Export,2.8074143,0.1255,2.6558,0,0.0261144
TLS,MYS,Import,2.8109947,0,2.8109947,0,0
COD,ZMB,Import,2.8226304,0.3011502,0.4949557,0.0001096,2.0264148
ZMB,COD,Export,2.8226304,0.3011502,0.4949557,0.0001096,2.0264148
HRV,CZE,Export,2.8266775,0,0.0395,0,2.7871776
IRQ,KWT,Import,2.837077,0,0.2076528,2.6294241,0
DOM,QAT,Import,2.84,0,0,2.84,0
SYR,IND,Export,2.8570222,0,2.8570221,0,0
LUX,ESP,Import,2.8586394,0.0002869,0.0002009,0,2.8581516
ROU,ZAF,Import,2.866305,2.8662998,0.0000051,0,0
PAK,CHN,Export,2.8790984,0.0000307,2.8790678,0,0
SEN,SGP,Import,2.8961992,0,2.8961991,0,0
NPL,ZAF,Import,2.9212211,2.9212211,0,0,0
BIH,CZE,Export,2.9265395,0.551,0.7811788,0,1.5943608
EST,GBR,Import,2.9494006,0.0000005,2.9494,0,0
OMN,BHR,Import,2.9563986,0,2.9563986,0,0
CUB,GBR,Export,2.9625318,0,2.9625317,0,0
ABW,PER,Import,2.9696783,0,2.9696784,0,0
LBY,USA,Import,2.9720998,0,2.9721,0,0
IRN,ARE,Import,2.9764828,0.0427741,2.9336828,0.0000257,0
JAM,NGA,Import,2.9765934,0,0,2.9765933,0
EST,KAZ,Import,3.0136998,0.1757,2.838,0,0
GHA,GBR,Import,3.0182999,0.0000514,3.0182485,0,0
ISR,SVN,Export,3.0272,0,3.0272,0,0
TKM,BGR,Export,3.0285711,0,3.0285712,0,0
PAN,PRY,Export,3.0307341,0,3.0307342,0,0
PRY,PAN,Import,3.0307341,0,3.0307342,0,0
ISR,BGR,Export,3.0347571,0,3.0347571,0,0
AGO,NLD,Import,3.0454456,0.0000217,3.045424,0,0
CHL,POL,Export,3.0622001,3.0622,0,0,0
BIH,UKR,Import,3.0760138,2.7171045,0.3589094,0,0
BHR,ESP,Import,3.0990108,0.000418,3.0985929,0,0
BOL,KOR,Export,3.1132022,0,3.1132021,0,0
GTM,MEX,Import,3.1149115,0.0589626,0.4552766,0,2.6006724
LBR,TUR,Import,3.151263,0,3.1512629,0,0
ASM,SGP,Import,3.1682911,0,3.1682911,0,0
LVA,GBR,Import,3.1685565,0.0000167,3.16854,0,0
TUN,FRA,Export,3.1717002,0,3.1717001,0,0
LKA,KOR,Import,3.177119,0,3.1771189,0,0
GEO,IRN,Import,3.1973258,0.0096506,3.1876753,0,0
CIV,GNQ,Import,3.2038533,0,3.2038532,0,0
GHA,ESP,Import,3.2238438,0,3.2238438,0,0
ISL,DNK,Import,3.2296701,0.0021701,3.2275,0,0
DJI,IND,Import,3.2816945,0.0001506,3.2815438,0,0
HUN,MKD,Export,3.2947955,0.0103913,2.4095,0,0.8749044
MKD,HUN,Import,3.2947955,0.0103913,2.4095,0,0.8749044
GNB,GBR,Import,3.2998131,0,3.2998131,0,0
OMN,IRQ,Import,3.3009756,0,3.3009757,0,0
TUN,NLD,Export,3.31008,0,3.31008,0,0
LTU,POL,Import,3.3110999,0.058,3.2531,0,0
IRN,RUS,Import,3.3287035,2.2935233,1.0351803,0,0
MLT,TUR,Export,3.3294999,0,3.3295,0,0
AND,FRA,Import,3.3350067,0.0005521,2.3057041,0,1.0287504
CZE,BGR,Export,3.3388477,0.0076853,0.5558,0,2.7753624
YEM,SGP,Import,3.344297,0,3.3442969,0,0
QAT,USA,Import,3.3656253,0.0073388,3.3575,0.0007867,0
MRT,ITA,Export,3.3672957,0,3.3672957,0,0
BWA,ZWE,Import,3.3725471,0.0731026,0.0040404,0,3.295404
ZWE,BWA,Export,3.3725471,0.0731026,0.0040404,0,3.295404
BIH,MNE,Export,3.3753426,0.0113539,0.599448,0,2.7645408
MNE,BIH,Import,3.3753426,0.0113539,0.599448,0,2.7645408
NAM,DNK,Import,3.3922355,0,3.3922356,0,0
GTM,ABW,Export,3.4216215,0,3.4216215,0,0
ABW,GTM,Import,3.4216215,0,3.4216215,0,0
CHL,USA,Export,3.4221322,0.0165322,3.4055999,0,0
BEN,GBR,Import,3.4338752,0,3.4338751,0,0
PAN,IND,Export,3.474303,0.7956449,2.6786579,0,0
CYP,MYS,Export,3.480587,0,3.4805871,0,0
IRQ,QAT,Import,3.5370022,0,3.5370022,0,0
PRY,NLD,Import,3.547925,0,3.5479249,0,0
NAM,SAU,Export,3.5597033,0,3.5597033,0,0
STP,AGO,Import,3.5604083,0,3.5604083,0,0
EST,SWE,Import,3.5774001,0,3.5774,0,0
BEN,ZAF,Import,3.5946406,2.126221,1.4684197,0,0
TUN,KOR,Export,3.5947999,0,3.5947999,0,0
BES,CHN,Export,3.5967148,0,3.5967146,0,0
SUR,TTO,Export,3.6092618,0,3.6092618,0,0
