SourceCountry,TargetCountry,Type,Total,Coal,Oil,NaturalGas,Electricity
ATG,USA,Export,0.0045417,0,0.0045417,0,0
RWA,BEL,Export,0.0045522,0,0.0045522,0,0
DJI,NLD,Import,0.0046377,0.00026,0.0043777,0,0
URY,CHL,Export,0.0047117,0,0.0047117,0,0
LBR,TZA,Export,0.0047499,0,0.0047499,0,0
PRK,SGP,Import,0.0047764,0,0.0047764,0,0
SYR,JOR,Export,0.004785,0.004785,0,0,0
KNA,LVA,Import,0.0048601,0,0.0048601,0,0
ATG,GTM,Export,0.004898,0,0.004898,0,0
JOR,SYR,Export,0.0049156,0,0.0049156,0,0
ATA,FJI,Import,0.0049339,0,0.0049339,0,0
COM,FRA,Import,0.0049453,0,0.0049453,0,0
GRD,DOM,Import,0.0049896,0,0.0049896,0,0
BRN,ARE,Import,0.0050956,0.0000001,0.0050956,0,0
CPV,TGO,Export,0.0050982,0,0.0050982,0,0
LCA,DOM,Import,0.0051065,0,0.0051065,0,0
NRU,KOR,Import,0.0051388,0,0.0051388,0,0
URY,COL,Export,0.0051562,0,0.0051562,0,0
TUV,NAM,Import,0.0051571,0,0.0051571,0,0
SDN,ARE,Export,0.0052084,0,0.0052084,0,0
SUR,CUW,Export,0.0052359,0,0.0052359,0,0
SWZ,NCL,Export,0.0053388,0,0.0053388,0,0
GNB,NLD,Import,0.0053836,0,0.0053836,0,0
PYF,NZL,Export,0.005385,0,0.005385,0,0
STP,GAB,Import,0.0053977,0,0.0052832,0.0001145,0
MRT,IND,Export,0.0054391,0,0.0054391,0,0
CPV,MAR,Export,0.0054604,0,0.0054604,0,0
PRK,ZAF,Import,0.0054688,0,0.0054688,0,0
AND,SLV,Import,0.0054815,0,0.0054815,0,0
ATG,BRB,Export,0.0054868,0,0.0054868,0,0
GMB,CHN,Import,0.0056367,0.00003,0.0046039,0.0010028,0
VGB,THA,Export,0.0058,0.0058,0,0,0
BRN,USA,Import,0.0058404,0.0000503,0.0057896,0.0000005,0
COM,TZA,Import,0.0058501,0,0.0058501,0,0
TCD,CMR,Export,0.0058709,0,0.0058709,0,0
TON,CHN,Import,0.0060476,0,0.0060476,0,0
SLB,TUR,Export,0.0060897,0,0.0060897,0,0
NIU,CZE,Export,0.0061193,0,0.0061193,0,0
BLZ,GBR,Export,0.0061233,0,0.0061233,0,0
BRN,DEU,Import,0.0062298,0,0.0062298,0,0
MLI,GIN,Export,0.0062817,0,0.0062817,0,0
CYM,ISL,Import,0.0063082,0,0.0063082,0,0
GNB,USA,Import,0.0063415,0,0.0063415,0,0
CRI,SLV,Export,0.00635,0,0.0001076,0,0.0062424
CCK,AUS,Import,0.0064007,0,0.0064007,0,0
SWZ,DOM,Export,0.0064196,0,0.0064196,0,0
NFK,NZL,Import,0.0064247,0.0000614,0.0063633,0,0
KIR,TUR,Import,0.0064397,0,0.0064397,0,0
LAO,KOR,Import,0.0064411,0,0.0064411,0,0
AND,EGY,Import,0.0065474,0,0.0065474,0,0
SYC,ZAF,Import,0.0065509,0.0006514,0.0058936,0.000006,0
CAF,HUN,Import,0.0065643,0,0.0065643,0,0
FLK,NAM,Export,0.0065771,0,0.0065771,0,0
VGB,ZAF,Import,0.0065839,0,0.0065839,0,0
FSM,USA,Import,0.0065991,0.0002012,0.0063978,0,0
PSE,NLD,Import,0.0066317,0.0006775,0.0059542,0,0
LBN,KWT,Export,0.0067361,0,0.0067361,0,0
VUT,ZAF,Import,0.006806,0,0.006806,0,0
GNB,BFA,Import,0.0068734,0,0.0068734,0,0
AND,ROU,Import,0.0068882,0,0.0068882,0,0
SHN,MRT,Export,0.006937,0,0.006937,0,0
KEN,SYC,Export,0.0069827,0,0.0069827,0,0
SYC,KEN,Import,0.0069827,0,0.0069827,0,0
JOR,SAU,Export,0.0071204,0.00012,0.0070004,0,0
GUY,NLD,Import,0.0071528,0.000149,0.0070038,0,0
GRD,BRA,Import,0.0071598,0,0.0071598,0,0
DJI,CHN,Export,0.0072804,0,0.0072804,0,0
PRK,BRA,Export,0.0073138,0,0.0073138,0,0
SHN,IND,Import,0.0073315,0,0.0073315,0,0
TUV,CIV,Import,0.0073814,0,0.0073814,0,0
PRK,IND,Export,0.0074492,0,0.0074492,0,0
SOM,OMN,Import,0.0075538,0,0.0075538,0,0
BRB,USA,Export,0.0075628,0,0.0075628,0,0
LBN,TGO,Export,0.007568,0,0.007568,0,0
HTI,ARE,Import,0.0076298,0,0.0076298,0,0
TCD,CHN,Import,0.0076693,0.0000368,0.0076326,0,0
MUS,ZWE,Export,0.0077573,0,0.0077573,0,0
DMA,BRA,Import,0.0077803,0,0.0077803,0,0
MWI,ZMB,Export,0.0078888,0.00753,0.0003588,0,0
DMA,EGY,Import,0.0079,0,0.0079,0,0
VCT,PRT,Import,0.0079,0,0.0079,0,0
ZMB,COG,Export,0.0079067,0.007781,0.0001257,0,0
LCA,ATG,Export,0.0079615,0,0.0079615,0,0
PSE,SAU,Import,0.0079976,0,0.0079976,0,0
CRI,DOM,Export,0.0082218,0,0.0082218,0,0
PSE,JOR,Export,0.0083015,0,0.0083015,0,0
LBN,AGO,Export,0.0083152,0,0.0083152,0,0
MHL,KOR,Export,0.0083974,0,0.0083974,0,0
BLZ,VEN,Export,0.0084493,0,0.0084493,0,0
SLB,FJI,Import,0.0084555,0,0.0084548,0.0000007,0
VCT,DOM,Import,0.0085001,0,0.0085001,0,0
LBN,TUR,Export,0.0085212,0,0.0085212,0,0
CAF,ARE,Import,0.0086645,0,0.0086645,0,0
SDN,UGA,Import,0.0086961,0,0.0086961,0,0
UGA,SDN,Export,0.0086961,0,0.0086961,0,0
SYC,CHE,Import,0.008794,0,0.008794,0,0
CCK,TUR,Import,0.0088451,0,0.0088451,0,0
VGB,ISL,Import,0.0088679,0,0.0088679,0,0
MUS,RWA,Export,0.0088787,0,0.0088787,0,0
AND,FJI,Import,0.0090204,0,0.0090204,0,0
CRI,GTM,Export,0.0090247,0.0003586,0.0086661,0,0
GMB,ZAF,Import,0.0090266,0,0.0090266,0,0
DMA,ZAF,Import,0.0091014,0,0.0091014,0,0
LBN,IRQ,Export,0.0091104,0.00046,0.0086504,0,0
BMU,TUR,Import,0.009121,0,0.009121,0,0
KIR,UGA,Export,0.009162,0,0.009162,0,0
SHN,ZAF,Import,0.0091805,0.0001353,0.0090452,0,0
MRT,SEN,Export,0.0095084,0,0.0095084,0,0
SYC,ESP,Import,0.0097674,0,0.0097674,0,0
ZMB,MWI,Export,0.009824,0.0073935,0.0024306,0,0
TUV,NZL,Import,0.0098845,0,0.0098845,0,0
RWA,BDI,Export,0.0099397,0,0.0099397,0,0
SOM,TZA,Import,0.0100033,0,0.0100033,0,0
DMA,TUR,Import,0.0100063,0,0.0100063,0,0
GUY,BEL,Import,0.0109282,0,0.0109282,0,0
ATF,BEL,Import,0.0111592,0,0.0111592,0,0
AND,ESP,Export,0.011199,0,0.011199,0,0
FRO,NAM,Import,0.0113878,0,0.0113878,0,0
SWZ,PRT,Import,0.0114841,0,0.0114841,0,0
MWI,MOZ,Export,0.0118346,0,0.009455,0,0.0023796
MAC,JPN,Import,0.0119145,0,0.0119145,0,0
MUS,IDN,Export,0.011993,0,0.011993,0,0
ATG,CAN,Export,0.012298,0,0.012298,0,0
MDV,IND,Export,0.0123453,0,0.0123453,0,0
SSD,TZA,Import,0.0124864,0,0.0124864,0,0
TZA,SSD,Export,0.0124864,0,0.0124864,0,0
HTI,FRA,Import,0.0124915,0,0.0124915,0,0
VUT,MYS,Import,0.0125858,0,0.0125858,0,0
MHL,AUS,Export,0.0127133,0,0.0127133,0,0
TZA,ZWE,Export,0.0127669,0,0.0127669,0,0
TCD,BEL,Import,0.0128913,0,0.0128913,0,0
HND,USA,Export,0.0129242,0,0.0129243,0,0
GUY,ITA,Import,0.0130784,0,0.0130784,0,0
TJK,ARE,Import,0.0131404,0,0.0131404,0,0
ATG,DEU,Import,0.0132577,0.0000497,0.013208,0,0
FSM,SGP,Import,0.0133703,0,0.0133703,0,0
SYR,LTU,Import,0.0134028,0.0097395,0.0036633,0,0
FSM,CHN,Import,0.0134545,0,0.0134545,0,0
KNA,NAM,Export,0.0136829,0,0.0136829,0,0
NIC,MEX,Export,0.0136849,0,0.0136849,0,0
CAF,ESP,Import,0.0138101,0,0.0138101,0,0
COM,ITA,Import,0.0139735,0,0.0139735,0,0
SYC,TUR,Import,0.0140593,0,0.0140593,0,0
VCT,PER,Import,0.0142097,0,0.0142097,0,0
CUB,IND,Import,0.0143319,0,0.0143319,0,0
TCD,JOR,Import,0.0145256,0,0.0145256,0,0
JOR,TCD,Export,0.0145256,0,0.0145256,0,0
CPV,PRT,Export,0.0146957,0,0.0146957,0,0
ABW,UKR,Import,0.0148377,0,0.0148377,0,0
MRT,TUN,Export,0.0148818,0,0.0148818,0,0
SXM,FRA,Export,0.015162,0,0.015162,0,0
BLZ,VGB,Export,0.0153112,0,0.0153112,0,0
VGB,BLZ,Import,0.0153112,0,0.0153112,0,0
TJK,KOR,Import,0.01544,0,0.0154399,0,0
MAC,IRN,Import,0.0156136,0,0.0156136,0,0
MDG,TZA,Export,0.0156898,0,0.0156898,0,0
HTI,MEX,Import,0.0157055,0,0.0157055,0,0
CAF,FRA,Import,0.0157754,0,0.0157754,0,0
KGZ,CHN,Import,0.0159725,0,0.0159725,0,0
TJK,LTU,Import,0.0160074,0,0.0160074,0,0
JOR,NGA,Export,0.0160789,0,0.0160789,0,0
GMB,NLD,Import,0.0164071,0,0.0164071,0,0
ATG,ZAF,Export,0.0165776,0,0.0165776,0,0
CRI,NIC,Export,0.0166979,0.0000827,0.0166153,0,0
MDA,UKR,Export,0.0170216,0,0.0167012,0,0.0003204
KNA,NAM,Import,0.0172056,0,0.0172056,0,0
MAC,USA,Import,0.0173623,0,0.0173623,0,0
WSM,NZL,Export,0.0174847,0,0.0174847,0,0
BDI,BHR,Import,0.0175356,0,0.0175356,0,0
PNG,NZL,Import,0.0175729,0.0001932,0.0173797,0,0
CPV,SEN,Export,0.0176299,0,0.0176299,0,0
TKM,USA,Import,0.0176455,0,0.0176455,0,0
MWI,PRT,Import,0.0176494,0,0.0176494,0,0
MHL,ZAF,Export,0.0177061,0,0.0177061,0,0
KGZ,USA,Import,0.0177309,0,0.0177309,0,0
SYC,ITA,Import,0.0179954,0,0.0179954,0,0
KEN,ETH,Export,0.0180582,0.000145,0.0179132,0,0
KEN,MOZ,Export,0.0184078,0,0.0184078,0,0
COD,ZMB,Export,0.0186294,0,0.0186294,0,0
CUB,ESP,Import,0.0186474,0.0014966,0.0171508,0,0
TGO,MLI,Export,0.0187505,0,0.0187505,0,0
GIB,AUS,Export,0.0187688,0,0.0187688,0,0
PNG,PHL,Export,0.01892,0,0.01892,0,0
TUV,UGA,Export,0.019393,0,0.019393,0,0
ZMB,TZA,Export,0.0194995,0,0.0064207,0,0.0130788
BDI,CHN,Import,0.0195744,0,0.0195744,0,0
ERI,IND,Import,0.0197921,0,0.0197921,0,0
VGB,GTM,Import,0.0198261,0,0.0198261,0,0
ATG,TTO,Import,0.0198833,0,0.0198833,0,0
PLW,USA,Import,0.0199165,0.0001111,0.0198016,0.0000038,0
NER,GBR,Export,0.0199761,0,0.0199761,0,0
BWA,ZMB,Export,0.0202547,0.0201817,0.00004,0.0000294,0.0000036
TLS,KOR,Import,0.0203023,0,0.0203023,0,0
MNE,GRC,Export,0.020736,0,0,0,0.020736
TJK,BLR,Import,0.0208429,0,0.0208429,0,0
KIR,NZL,Import,0.0209274,0,0.0209274,0,0
SYR,LBN,Export,0.0209995,0.000257,0.0207426,0,0
AND,NPL,Export,0.0211471,0,0.0211471,0,0
SYC,SGP,Import,0.0214222,0,0.0213776,0.0000446,0
ARM,BLR,Export,0.0214687,0,0.0214687,0,0
TGO,CIV,Export,0.0214841,0,0.0214841,0,0
MDG,CHN,Export,0.0214884,0.0000003,0.0214882,0,0
BWA,ARE,Import,0.0216422,0,0.0216422,0,0
DJI,USA,Import,0.021674,0,0.021674,0,0
LBR,KOR,Export,0.0218438,0,0.0218438,0,0
MRT,AGO,Export,0.0219545,0,0.0219545,0,0
TLS,THA,Import,0.022515,0,0.022515,0,0
FRO,DNK,Export,0.0226997,0,0.0226997,0,0
MLI,SEN,Export,0.0229431,0,0.0229431,0,0
PSE,USA,Import,0.0229561,0,0.0229561,0,0
DJI,EGY,Import,0.0230838,0,0.0230838,0,0
MHL,PRT,Export,0.0231573,0,0.0231573,0,0
TKM,LVA,Import,0.0234509,0,0.0234509,0,0
LSO,ZAF,Export,0.0237964,0,0.0217902,0.0020062,0
BLZ,ZAF,Import,0.0238149,0,0.0238149,0,0
LBR,AUS,Export,0.0238562,0,0.0238562,0,0
BMU,ZAF,Import,0.0240141,0,0.0240141,0,0
VCT,NAM,Import,0.024027,0,0.024027,0,0
MMR,ESP,Import,0.0241409,0,0.0241409,0,0
VUT,KOR,Export,0.0242538,0,0.0242538,0,0
HTI,SLV,Import,0.0245985,0,0.0245985,0,0
TKM,UKR,Import,0.0245999,0,0.0245999,0,0
JOR,OMN,Export,0.0246575,0,0.0246575,0,0
GUY,DOM,Import,0.0248259,0,0.0248259,0,0
RWA,GBR,Export,0.024884,0,0.024884,0,0
ATG,PRT,Import,0.0249098,0,0.0249098,0,0
TCD,FRA,Import,0.0250216,0,0.0250216,0,0
BRB,CHN,Import,0.025093,0.000003,0.02509,0,0
SSD,UGA,Import,0.0251072,0,0.0235877,0.0015087,0.0000108
UGA,SSD,Export,0.0251072,0,0.0235877,0.0015087,0.0000108
RWA,TUR,Export,0.0252121,0,0.0252121,0,0
HTI,IND,Import,0.0252953,0,0.0252953,0,0
PNG,ARE,Import,0.0253264,0,0.0253264,0,0
VCT,ZAF,Import,0.0255459,0,0.0255459,0,0
BDI,COD,Export,0.0255568,0,0.0255568,0,0
PSE,BEL,Import,0.0256282,0,0.0256282,0,0
GMB,TUR,Import,0.0256912,0.00003,0.0256612,0,0
KIR,KOR,Import,0.0259397,0,0.0259397,0,0
TGO,CHE,Export,0.0266333,0,0.0266333,0,0
SSD,RUS,Import,0.0267738,0,0.0267738,0,0
CRI,ALB,Export,0.0270348,0,0.0270348,0,0
VUT,TUR,Import,0.0273659,0,0.0273659,0,0
LBR,ZAF,Export,0.0273759,0,0.0273759,0,0
SYC,TUR,Export,0.0275524,0,0.0275524,0,0
RWA,MYS,Import,0.0276807,0,0.0276807,0,0
GIN,SLE,Export,0.028214,0,0.028214,0,0
COM,NAM,Import,0.0283903,0,0.0283903,0,0
MSR,TTO,Import,0.0284657,0.0000009,0.0284648,0,0
SLE,FRA,Import,0.0289078,0,0.0289078,0,0
PRK,PAK,Export,0.0294929,0,0.0294929,0,0
TZA,MOZ,Export,0.0295645,0,0.0295393,0,0.0000252
LBR,IND,Export,0.0296571,0,0.0296571,0,0
TKM,BLR,Import,0.0298032,0,0.0298032,0,0
FJI,CHN,Import,0.0300257,0.0000121,0.0300136,0,0
BRN,VNM,Import,0.0303666,0,0.0303666,0,0
PYF,ITA,Import,0.0304467,0,0.0304467,0,0
PYF,FRA,Import,0.0308015,0.0000191,0.0307823,0.0000001,0
BLZ,GTM,Export,0.0309968,0,0.0309968,0,0
MKD,DEU,Export,0.0316221,0.0000203,0.0316018,0,0
BMU,DOM,Import,0.0319274,0,0.0319274,0,0
STP,USA,Import,0.0322539,0,0.0322539,0,0
MDG,ESP,Export,0.0325893,0,0.0325893,0,0
MAC,VNM,Import,0.032637,0,0.032637,0,0
TJK,AZE,Import,0.032915,0,0.032915,0,0
WSM,USA,Import,0.0329323,0,0.0327981,0.0000082,0.000126
SYR,DEU,Import,0.0329536,0.0233287,0.0096249,0,0
VGB,MDA,Import,0.0330945,0,0.0330945,0,0
MDA,VGB,Export,0.0330945,0,0.0330945,0,0
MMR,JPN,Import,0.0333018,0,0.0333018,0,0
SYC,BEL,Import,0.0334093,0,0.0334093,0,0
GIN,MAR,Export,0.0336688,0,0.0336688,0,0
COM,CHN,Import,0.034084,0,0.034084,0,0
NIC,EST,Import,0.0342552,0.0022628,0.0319924,0,0
BLZ,NAM,Import,0.0345153,0,0.0345153,0,0
TCA,BFA,Import,0.034869,0,0.034869,0,0
MAC,THA,Import,0.0349622,0,0.0349622,0,0
CUB,FRA,Import,0.0349835,0,0.0349835,0,0
PLW,SAU,Import,0.0350817,0,0.0350817,0,0
BWA,NAM,Export,0.0354698,0.0000001,0.0319829,0.0034869,0
PNG,RUS,Import,0.0354871,0,0.0354871,0,0
MDG,MUS,Export,0.0357479,0,0.0357479,0,0
DJI,THA,Import,0.0357489,0,0.0357489,0,0
GIB,NAM,Export,0.0359457,0,0.0359457,0,0
GUY,SUR,Export,0.0361877,0,0.0361877,0,0
GNB,ARE,Import,0.0368952,0,0.0368952,0,0
COM,ARE,Import,0.0372624,0,0.0372624,0,0
CUB,GTM,Export,0.0382104,0.0382104,0,0,0
ARM,BEL,Import,0.038651,0.000003,0.038648,0,0
KGZ,KOR,Import,0.0390753,0,0.0390753,0,0
SLE,ZAF,Import,0.039087,0,0.039087,0,0
DOM,BRA,Export,0.0394971,0,0.0394971,0,0
KGZ,DEU,Import,0.0395,0,0.0395,0,0
TJK,POL,Import,0.0395,0,0.0395,0,0
MLI,BFA,Export,0.0400804,0,0.0400804,0,0
MWI,CHE,Import,0.0403836,0,0.0403836,0,0
MWI,IND,Import,0.0406068,0,0.0406068,0,0
LCA,VCT,Export,0.04113,0,0.04113,0,0
VCT,LCA,Import,0.04113,0,0.04113,0,0
NRU,AUS,Import,0.0412489,0,0.0412489,0,0
PNG,THA,Import,0.0414892,0,0.0414892,0,0
MDG,ISR,Import,0.0415093,0,0.0415093,0,0
BLZ,CHN,Import,0.041938,0,0.041938,0,0
CPV,GIB,Export,0.0422591,0,0.0422591,0,0
GMB,GNB,Export,0.0425227,0,0.0425227,0,0
GNB,GMB,Import,0.0425227,0,0.0425227,0,0
BRB,GUY,Export,0.0429148,0,0.0429148,0,0
GUY,BRB,Import,0.0429148,0,0.0429148,0,0
DOM,JAM,Export,0.0435348,0,0.0435348,0,0
DMA,USA,Import,0.0438852,0,0.0438852,0,0
KIR,NAM,Import,0.0439426,0,0.0439426,0,0
NER,NLD,Export,0.0439628,0,0.0439628,0,0
STP,PRT,Import,0.044618,0.0009381,0.04364,0.0000399,0
VUT,NZL,Import,0.0448112,0.0002779,0.0445333,0,0
TUV,CHN,Import,0.0449923,0,0.0449923,0,0
FLK,GBR,Import,0.0454512,0,0.0454512,0,0
PSE,DEU,Import,0.0456424,0,0.0456424,0,0
BEN,CMR,Export,0.0457538,0,0.0457538,0,0
MKD,ARE,Export,0.0462213,0,0.0462213,0,0
CPV,MYS,Export,0.0465506,0,0.0465506,0,0
AND,CHN,Import,0.0472453,0.0000098,0.0472356,0,0
SLE,NLD,Import,0.0479485,0,0.0479485,0,0
RWA,ZAF,Import,0.048045,0,0.048045,0,0
WSM,AUS,Import,0.0481838,0,0.0481294,0.0000544,0
DJI,CHN,Import,0.048466,0,0.048466,0,0
RWA,ARE,Export,0.0486157,0,0.0486157,0,0
MDA,CHN,Export,0.0495161,0,0.0495161,0,0
SYR,CHN,Import,0.049681,0.0036685,0.0460125,0,0
MLI,FRA,Import,0.0497074,0.0000058,0.0497016,0,0
NIC,CHN,Import,0.0498781,0,0.0498781,0,0
RWA,UGA,Import,0.0501029,0.0000008,0.0370826,0.0001099,0.0129096
UGA,RWA,Export,0.0501029,0.0000008,0.0370826,0.0001099,0.0129096
MDG,MYS,Import,0.0505931,0,0.0505931,0,0
CPV,ESP,Export,0.0507789,0,0.0507789,0,0
GIN,MLI,Export,0.0508477,0,0.0508477,0,0
MLI,GIN,Import,0.0508477,0,0.0508477,0,0
PSE,ARE,Import,0.0509695,0,0.0509695,0,0
TON,AUS,Import,0.0511876,0,0.045028,0.0061596,0
BRN,CHN,Import,0.0512466,0.0000023,0.0512443,0,0
PLW,TUR,Import,0.0512481,0,0.0512481,0,0
SOM,IND,Import,0.0512732,0,0.0512732,0,0
NIC,RUS,Import,0.051557,0,0.051557,0,0
MKD,CHE,Export,0.0520849,0,0.0475237,0,0.0045612
BLZ,PAK,Export,0.052503,0,0.052503,0,0
MDA,NZL,Export,0.0527681,0,0.0527681,0,0
DOM,TTO,Export,0.0531004,0,0.0531004,0,0
MLI,ITA,Import,0.0532274,0,0.0532274,0,0
BRN,THA,Import,0.0533177,0,0.0533177,0,0
RWA,SAU,Import,0.0535555,0,0.0535555,0,0
FLK,NAM,Import,0.0544606,0,0.0544606,0,0
SUR,ITA,Import,0.0557306,0,0.0557306,0,0
TKM,LTU,Import,0.056205,0.0002007,0.0560044,0,0
SUR,ARG,Import,0.0565181,0,0.0565181,0,0
VGB,GEO,Export,0.0565458,0.0565458,0,0,0
NIC,IND,Export,0.0565708,0,0.0565708,0,0
BRB,CHE,Import,0.0566186,0,0.0566186,0,0
VUT,SGP,Export,0.0566459,0,0.0566459,0,0
VUT,CIV,Import,0.0571244,0,0.0571244,0,0
NER,VEN,Export,0.0576329,0,0.0576329,0,0
MNE,DNK,Export,0.058176,0,0,0,0.058176
LCA,SUR,Import,0.0584753,0,0.0584753,0,0
SUR,LCA,Export,0.0584753,0,0.0584753,0,0
MAC,IDN,Import,0.0617924,0,0.0617924,0,0
DOM,CMR,Export,0.0619828,0,0.0619828,0,0
TTO,NLD,Import,0.0632868,0,0.0632868,0,0
PYF,ARE,Import,0.0634448,0,0.0634448,0,0
ATG,ISL,Import,0.0637062,0,0.0637062,0,0
HTI,BRA,Import,0.0644714,0,0.0644714,0,0
RWA,CHE,Import,0.0645997,0,0.0645997,0,0
CPV,GNQ,Import,0.0650271,0,0.0650271,0,0
PSE,ISR,Export,0.0654928,0,0.0654928,0,0
MHL,BGR,Import,0.0657289,0,0.0657289,0,0
MHL,NLD,Import,0.066282,0,0.066282,0,0
GTM,SGP,Export,0.0668495,0,0.0668495,0,0
MNG,IRN,Import,0.0670685,0,0.0670685,0,0
TON,MYS,Import,0.0673491,0,0.0673491,0,0
RWA,IRN,Import,0.0673978,0,0.0673978,0,0
MLI,MAR,Import,0.0676422,0.0002204,0.0674218,0,0
KGZ,LTU,Import,0.0677648,0,0.0677648,0,0
KIR,ECU,Import,0.0679403,0,0.0679403,0,0
DOM,SUR,Export,0.0683014,0,0.0683014,0,0
SUR,DOM,Import,0.0683014,0,0.0683014,0,0
CYM,ESP,Export,0.06911,0,0.06911,0,0
MHL,TZA,Export,0.0698299,0,0.0698299,0,0
BRN,FRA,Import,0.0705337,0,0.0705337,0,0
VGB,BLR,Import,0.0706028,0.000265,0.0703378,0,0
TLS,AUS,Import,0.0708619,0,0.0708619,0,0
MHL,NAM,Import,0.071414,0,0.071414,0,0
BDI,OMN,Import,0.0723842,0,0.0723842,0,0
TCD,ESP,Import,0.0733046,0,0.0733046,0,0
MHL,LKA,Import,0.0733496,0,0.0733496,0,0
MAC,CHN,Export,0.0742791,0,0.0742791,0,0
MUS,TZA,Export,0.07512,0,0.07512,0,0
BFA,GHA,Export,0.0753435,0,0.0753435,0,0
PYF,WLF,Export,0.0757518,0,0.0757518,0,0
WLF,PYF,Import,0.0757518,0,0.0757518,0,0
LKA,BGD,Export,0.0759504,0,0.0759504,0,0
MHL,VNM,Import,0.0760584,0,0.0760584,0,0
TCD,BRA,Import,0.0763968,0,0.0763968,0,0
GNQ,USA,Import,0.0767019,0.0008561,0.0758458,0,0
TON,NZL,Import,0.0768209,0.0000624,0.0718342,0.0049242,0
MDA,ROU,Export,0.0768792,0,0.0768792,0,0
KEN,RWA,Export,0.0768849,0.0000075,0.0757946,0.0010828,0
RWA,KEN,Import,0.0768849,0.0000075,0.0757946,0.0010828,0
NIC,HND,Export,0.0770766,0,0.0770766,0,0
UZB,UKR,Import,0.0776229,0,0.0776226,0.0000003,0
ZMB,ZAF,Export,0.0783197,0.0014239,0.0768958,0.0000001,0
MWI,TZA,Import,0.0783728,0.014307,0.0626339,0.0014319,0
TZA,MWI,Export,0.0783728,0.014307,0.0626339,0.0014319,0
TTO,KOR,Import,0.079,0,0.079,0,0
UZB,POL,Import,0.079,0,0.079,0,0
CUB,MEX,Import,0.0791905,0.026846,0.048365,0.0039796,0
LCA,CAN,Export,0.0800865,0,0.0800864,0,0
VGB,TUR,Import,0.0811349,0,0.0811349,0,0
SLV,MEX,Export,0.0813702,0,0.0813702,0,0
UGA,COD,Export,0.0814184,0,0.066896,0,0.0145224
CPV,GBR,Export,0.0815035,0,0.0815035,0,0
CPV,ESP,Import,0.0818995,0.0000922,0.0818074,0,0
MNG,KAZ,Import,0.082301,0,0.082301,0,0
SDN,POL,Import,0.0826227,0,0.0826227,0,0
PLW,CHN,Import,0.082651,0,0.082651,0,0
DJI,KOR,Import,0.0827457,0,0.0827457,0,0
ERI,ROU,Import,0.0842596,0,0.0842596,0,0
ZMB,MOZ,Export,0.0844788,0,0.0000491,0.0000673,0.0843624
TUV,TUR,Import,0.0848141,0,0.0848141,0,0
BLZ,SLV,Import,0.0855828,0,0.0855828,0,0
SLV,BLZ,Export,0.0855828,0,0.0855828,0,0
ARM,NLD,Import,0.0858131,0.0035454,0.0822677,0,0
FRO,ISL,Import,0.086246,0,0.086246,0,0
SHN,GBR,Import,0.0867058,0.0000628,0.0866431,0,0
MDG,ITA,Export,0.0885497,0,0.0885497,0,0
PYF,CHN,Import,0.0921806,0.0000001,0.0921805,0,0
CPV,GIB,Import,0.0930855,0,0.0930855,0,0
GIB,CPV,Export,0.0930855,0,0.0930855,0,0
BFA,CMR,Export,0.0941934,0,0.0941934,0,0
FRO,GBR,Import,0.0944341,0,0.0944341,0,0
KGZ,TUR,Import,0.0946188,0.0000188,0.0946,0,0
CUB,BEL,Import,0.094879,0,0.094879,0,0
CRI,PAN,Export,0.0957283,0.0000477,0.0956805,0,0
ATG,MLT,Import,0.0961071,0,0.0961071,0,0
TJK,TUR,Import,0.0968959,0,0.0968959,0,0
RWA,UGA,Export,0.0977402,0,0.079679,0,0.0180612
LKA,MYS,Export,0.0979368,0.000256,0.0976808,0,0
NER,USA,Export,0.0983268,0,0.0983268,0,0
JAM,GBR,Export,0.0989023,0,0.0000031,0,0.0988992
SYR,IND,Import,0.0991277,0,0.0991277,0,0
CPV,ARG,Import,0.0997491,0,0.0997491,0,0
MDG,KEN,Export,0.0997885,0,0.0997885,0,0
LKA,NLD,Export,0.1002907,0,0.1002907,0,0
GNQ,POL,Import,0.1006215,0,0.1006215,0,0
GNQ,SEN,Import,0.102233,0,0.102233,0,0
BLR,BGR,Import,0.1026659,0,0.1026659,0,0
KIR,VNM,Import,0.103587,0,0.103587,0,0
CAF,CMR,Import,0.1050654,0,0.1050654,0,0
VGB,ZAF,Export,0.1051264,0,0.1051264,0,0
ATG,BHS,Export,0.1051341,0,0.1051341,0,0
NPL,SGP,Import,0.1062589,0,0.1062589,0,0
MDV,CHN,Import,0.1074439,0.0000005,0.1074434,0,0
SYR,EGY,Import,0.10871,0.05815,0.05056,0,0
MDG,NGA,Import,0.1092695,0,0.1092695,0,0
TKM,CHN,Import,0.1095071,0.000522,0.1089851,0,0
COM,MDG,Import,0.1105869,0,0.1105869,0,0
MDG,COM,Export,0.1105869,0,0.1105869,0,0
SDN,IND,Import,0.1109273,0.00348,0.1074473,0,0
MNE,SVN,Export,0.1125014,0,0.1056434,0,0.006858
RWA,ETH,Export,0.1125691,0,0.1125691,0,0
TCD,ITA,Import,0.1140128,0,0.1140128,0,0
PRK,NGA,Export,0.1153995,0,0.1153995,0,0
MDG,ARG,Import,0.1155424,0,0.1155424,0,0
PHL,AUS,Export,0.1168955,0,0.1168955,0,0
BMU,TTO,Import,0.1169187,0,0.1169187,0,0
WSM,NZL,Import,0.1183282,0.0001674,0.1133156,0.0047264,0.0001188
