index,Country,Week,Deaths_old,Deaths_2020,Deaths_2021
47,Sweden,48,1737.8,1959.0,0.0
48,Sweden,49,1786.0,2148.0,0.0
49,Sweden,50,1752.6,2117.0,0.0
50,Sweden,51,1800.6,2299.0,0.0
51,Sweden,52,1830.8,2316.0,0.0
52,Sweden,53,1914.0,2374.0,0.0
53,Finland,1,1165.2,1046.0,1098.0
54,Finland,2,1180.4,1068.0,1121.0
55,Finland,3,1172.4,1059.0,1200.0
56,Finland,4,1127.2,1039.0,1150.0
57,Finland,5,1137.6,1074.0,1089.0
58,Finland,6,1123.0,1115.0,1048.0
59,Finland,7,1098.8,1098.0,1147.0
60,Finland,8,1095.2,1091.0,1109.0
61,Finland,9,1120.2,1050.0,1058.0
62,Finland,10,1102.6,1106.0,999.0
63,Finland,11,1102.8,1105.0,1011.0
64,Finland,12,1087.6,1122.0,0.0
65,Finland,13,1064.0,1108.0,0.0
66,Finland,14,1077.0,1108.0,0.0
67,Finland,15,1047.4,1180.0,0.0
68,Finland,16,1057.8,1094.0,0.0
69,Finland,17,1015.4,1142.0,0.0
70,Finland,18,1037.8,1131.0,0.0
71,Finland,19,991.4,1074.0,0.0
72,Finland,20,970.8,1104.0,0.0
73,Finland,21,958.6,957.0,0.0
74,Finland,22,950.4,990.0,0.0
75,Finland,23,966.2,984.0,0.0
76,Finland,24,950.0,1003.0,0.0
77,Finland,25,967.0,1067.0,0.0
78,Finland,26,950.6,1021.0,0.0
79,Finland,27,945.8,997.0,0.0
80,Finland,28,943.0,943.0,0.0
81,Finland,29,959.6,1023.0,0.0
82,Finland,30,973.4,964.0,0.0
83,Finland,31,938.6,982.0,0.0
84,Finland,32,924.8,954.0,0.0
85,Finland,33,950.4,977.0,0.0
86,Finland,34,958.6,1017.0,0.0
87,Finland,35,963.0,988.0,0.0
88,Finland,36,967.2,979.0,0.0
89,Finland,37,965.0,1123.0,0.0
90,Finland,38,986.6,1043.0,0.0
91,Finland,39,990.8,1087.0,0.0
92,Finland,40,1016.4,977.0,0.0
93,Finland,41,1022.8,984.0,0.0
94,Finland,42,1015.4,1072.0,0.0
95,Finland,43,1034.8,1071.0,0.0
96,Finland,44,1032.6,1128.0,0.0
97,Finland,45,1008.6,1040.0,0.0
98,Finland,46,994.8,1020.0,0.0
99,Finland,47,1023.2,1112.0,0.0
100,Finland,48,1032.6,1099.0,0.0
101,Finland,49,1058.0,1098.0,0.0
102,Finland,50,1060.6,1089.0,0.0
103,Finland,51,1088.2,1091.0,0.0
104,Finland,52,1162.4,938.0,0.0
105,Finland,53,1103.0,931.0,0.0
106,Luxembourg,1,86.8,62.0,101.0
107,Luxembourg,2,94.6,85.0,96.0
108,Luxembourg,3,87.4,92.0,89.0
109,Luxembourg,4,89.2,86.0,110.0
110,Luxembourg,5,97.2,89.0,94.0
111,Luxembourg,6,97.0,90.0,89.0
112,Luxembourg,7,97.2,70.0,93.0
113,Luxembourg,8,90.4,85.0,86.0
114,Luxembourg,9,87.6,74.0,89.0
115,Luxembourg,10,102.0,92.0,114.0
116,Luxembourg,11,81.6,87.0,0.0
117,Luxembourg,12,86.0,87.0,0.0
118,Luxembourg,13,86.2,113.0,0.0
119,Luxembourg,14,83.6,91.0,0.0
120,Luxembourg,15,71.6,116.0,0.0
121,Luxembourg,16,79.0,88.0,0.0
122,Luxembourg,17,74.2,83.0,0.0
123,Luxembourg,18,71.8,69.0,0.0
124,Luxembourg,19,70.4,87.0,0.0
125,Luxembourg,20,71.4,80.0,0.0
126,Luxembourg,21,76.4,77.0,0.0
127,Luxembourg,22,69.2,77.0,0.0
128,Luxembourg,23,73.8,73.0,0.0
129,Luxembourg,24,74.6,70.0,0.0
130,Luxembourg,25,66.6,78.0,0.0
131,Luxembourg,26,68.8,67.0,0.0
132,Luxembourg,27,75.2,70.0,0.0
133,Luxembourg,28,80.4,73.0,0.0
134,Luxembourg,29,72.2,73.0,0.0
135,Luxembourg,30,74.8,71.0,0.0
136,Luxembourg,31,75.0,91.0,0.0
137,Luxembourg,32,74.6,93.0,0.0
138,Luxembourg,33,74.0,99.0,0.0
139,Luxembourg,34,67.2,72.0,0.0
140,Luxembourg,35,76.0,61.0,0.0
141,Luxembourg,36,76.0,86.0,0.0
142,Luxembourg,37,73.8,73.0,0.0
143,Luxembourg,38,67.4,87.0,0.0
144,Luxembourg,39,80.8,75.0,0.0
145,Luxembourg,40,77.2,82.0,0.0
146,Luxembourg,41,84.8,69.0,0.0
147,Luxembourg,42,74.8,87.0,0.0
148,Luxembourg,43,74.4,93.0,0.0
149,Luxembourg,44,85.2,98.0,0.0
150,Luxembourg,45,83.0,113.0,0.0
151,Luxembourg,46,79.2,117.0,0.0
152,Luxembourg,47,85.0,126.0,0.0
153,Luxembourg,48,74.2,134.0,0.0
154,Luxembourg,49,78.6,110.0,0.0
155,Luxembourg,50,82.8,126.0,0.0
156,Luxembourg,51,83.8,105.0,0.0
157,Luxembourg,52,84.2,117.0,0.0
158,Luxembourg,53,83.0,97.0,0.0
159,Greece,1,2825.25,2751.0,2645.0
160,Greece,2,2969.0,2923.0,2488.0
161,Greece,3,2837.25,2863.0,2645.0
162,Greece,4,2785.5,2774.0,2619.0
163,Greece,5,2787.25,2990.0,2494.0
164,Greece,6,2678.25,2850.0,2458.0
165,Greece,7,2535.75,2782.0,2525.0
166,Greece,8,2472.75,2469.0,2664.0
167,Greece,9,2479.25,2545.0,0.0
168,Greece,10,2426.0,2645.0,0.0
169,Greece,11,2396.0,2594.0,0.0
170,Greece,12,2341.0,2548.0,0.0
171,Greece,13,2302.25,2439.0,0.0
172,Greece,14,2348.0,2454.0,0.0
173,Greece,15,2312.75,2362.0,0.0
174,Greece,16,2251.5,2268.0,0.0
175,Greece,17,2246.0,2203.0,0.0
176,Greece,18,2274.25,2307.0,0.0
177,Greece,19,2167.75,2128.0,0.0
178,Greece,20,2132.75,2474.0,0.0
179,Greece,21,2067.75,2329.0,0.0
180,Greece,22,2228.75,1961.0,0.0
181,Greece,23,2176.75,2101.0,0.0
182,Greece,24,2261.25,2211.0,0.0
183,Greece,25,2385.0,2354.0,0.0
184,Greece,26,2378.5,2181.0,0.0
185,Greece,27,2358.75,2671.0,0.0
186,Greece,28,2255.5,2304.0,0.0
187,Greece,29,2134.0,2137.0,0.0
188,Greece,30,2240.0,2235.0,0.0
189,Greece,31,2312.0,2714.0,0.0
190,Greece,32,2404.25,2528.0,0.0
191,Greece,33,2264.0,2367.0,0.0
192,Greece,34,2156.25,2361.0,0.0
193,Greece,35,2155.75,2298.0,0.0
194,Greece,36,2083.75,2315.0,0.0
195,Greece,37,2054.5,2274.0,0.0
196,Greece,38,2018.0,2276.0,0.0
197,Greece,39,2001.75,2156.0,0.0
198,Greece,40,2122.75,2223.0,0.0
199,Greece,41,2136.5,2214.0,0.0
200,Greece,42,2164.75,2144.0,0.0
201,Greece,43,2191.25,2223.0,0.0
202,Greece,44,2236.5,2413.0,0.0
203,Greece,45,2298.5,2547.0,0.0
204,Greece,46,2279.5,2784.0,0.0
205,Greece,47,2351.0,3149.0,0.0
206,Greece,48,2364.0,3297.0,0.0
207,Greece,49,2429.0,3336.0,0.0
208,Greece,50,2458.75,3115.0,0.0
209,Greece,51,2515.75,2938.0,0.0
210,Greece,52,2615.5,2763.0,0.0
211,Greece,53,0.0,2678.0,0.0
212,Hungary,1,2885.4,2609.0,3204.0
213,Hungary,2,2918.4,2586.0,3181.0
214,Hungary,3,2924.6,2582.0,2995.0
215,Hungary,4,3016.6,2720.0,2803.0
216,Hungary,5,3056.2,2800.0,2793.0
217,Hungary,6,3068.4,2635.0,2770.0
218,Hungary,7,2983.4,2750.0,2823.0
219,Hungary,8,2955.8,2586.0,3003.0
220,Hungary,9,2893.8,2782.0,2901.0
221,Hungary,10,2812.0,2605.0,3211.0
222,Hungary,11,2709.2,2577.0,0.0
223,Hungary,12,2635.2,2801.0,0.0
224,Hungary,13,2591.6,2591.0,0.0
225,Hungary,14,2510.6,2525.0,0.0
226,Hungary,15,2478.2,2572.0,0.0
227,Hungary,16,2430.2,2509.0,0.0
228,Hungary,17,2436.8,2356.0,0.0
229,Hungary,18,2367.0,2250.0,0.0
230,Hungary,19,2314.6,2291.0,0.0
231,Hungary,20,2271.8,2344.0,0.0
232,Hungary,21,2275.8,2111.0,0.0
233,Hungary,22,2286.6,2192.0,0.0
234,Hungary,23,2262.2,2397.0,0.0
235,Hungary,24,2292.0,2288.0,0.0
236,Hungary,25,2250.0,2071.0,0.0
237,Hungary,26,2193.4,2263.0,0.0
238,Hungary,27,2219.0,2314.0,0.0
239,Hungary,28,2281.0,2173.0,0.0
240,Hungary,29,2279.2,2112.0,0.0
241,Hungary,30,2380.4,2152.0,0.0
242,Hungary,31,2309.4,2359.0,0.0
243,Hungary,32,2284.8,2312.0,0.0
244,Hungary,33,2306.6,2265.0,0.0
245,Hungary,34,2191.2,2222.0,0.0
246,Hungary,35,2293.6,2204.0,0.0
247,Hungary,36,2223.6,2220.0,0.0
248,Hungary,37,2271.4,2333.0,0.0
249,Hungary,38,2316.0,2471.0,0.0
250,Hungary,39,2355.4,2459.0,0.0
251,Hungary,40,2401.4,2562.0,0.0
252,Hungary,41,2452.0,2563.0,0.0
253,Hungary,42,2427.8,2752.0,0.0
254,Hungary,43,2413.2,2987.0,0.0
255,Hungary,44,2386.2,3184.0,0.0
256,Hungary,45,2405.0,3548.0,0.0
257,Hungary,46,2397.4,3961.0,0.0
258,Hungary,47,2467.6,3947.0,0.0
259,Hungary,48,2456.0,4066.0,0.0
260,Hungary,49,2575.4,4165.0,0.0
261,Hungary,50,2557.2,4087.0,0.0
262,Hungary,51,2637.8,3729.0,0.0
263,Hungary,52,2678.6,3752.0,0.0
264,Hungary,53,2519.0,3437.0,0.0
265,Canada,1,6067.0,6165.0,0.0
266,Canada,2,6091.0,6190.0,0.0
267,Canada,3,6038.0,6110.0,0.0
268,Canada,4,5902.0,6120.0,0.0
269,Canada,5,5776.0,5810.0,0.0
270,Canada,6,5746.0,5870.0,0.0
271,Canada,7,5735.0,5700.0,0.0
272,Canada,8,5709.0,5650.0,0.0
273,Canada,9,5638.0,5750.0,0.0
274,Canada,10,5620.0,5755.0,0.0
275,Canada,11,5525.0,5665.0,0.0
276,Canada,12,5503.0,5840.0,0.0
277,Canada,13,5464.0,5900.0,0.0
278,Canada,14,5371.0,6285.0,0.0
279,Canada,15,5361.0,6565.0,0.0
280,Canada,16,5288.0,6570.0,0.0
281,Canada,17,5249.0,6890.0,0.0
282,Canada,18,5291.0,6850.0,0.0
283,Canada,19,5165.0,6390.0,0.0
284,Canada,20,5048.0,6080.0,0.0
285,Canada,21,5036.0,5860.0,0.0
286,Canada,22,4920.0,5850.0,0.0
287,Canada,23,4929.0,5530.0,0.0
288,Canada,24,4900.0,5165.0,0.0
289,Canada,25,4871.0,5265.0,0.0
290,Canada,26,4880.0,5270.0,0.0
291,Canada,27,4905.0,5130.0,0.0
292,Canada,28,4856.0,5340.0,0.0
293,Canada,29,4793.0,5215.0,0.0
294,Canada,30,4879.0,5220.0,0.0
295,Canada,31,4790.0,5195.0,0.0
296,Canada,32,4849.0,5230.0,0.0
297,Canada,33,4855.0,5410.0,0.0
298,Canada,34,4828.0,5420.0,0.0
299,Canada,35,4893.0,5225.0,0.0
300,Canada,36,4908.0,5445.0,0.0
301,Canada,37,4937.0,5325.0,0.0
302,Canada,38,4950.0,5435.0,0.0
303,Canada,39,5088.0,5760.0,0.0
304,Canada,40,5194.0,5680.0,0.0
305,Canada,41,5206.0,5795.0,0.0
306,Canada,42,5279.0,5770.0,0.0
307,Canada,43,5268.0,5800.0,0.0
308,Canada,44,5337.0,5925.0,0.0
309,Canada,45,5311.0,6285.0,0.0
310,Canada,46,5314.0,6145.0,0.0
311,Canada,47,5333.0,6030.0,0.0
312,Canada,48,5402.0,5995.0,0.0
313,Canada,49,5421.0,6145.0,0.0
314,Canada,50,5465.0,6250.0,0.0
315,Canada,51,5578.0,5290.0,0.0
316,Canada,52,5706.0,0.0,0.0
317,Canada,53,0.0,0.0,0.0
318,Switzerland,1,1468.6,1314.0,1873.0
319,Switzerland,2,1479.6,1366.0,1764.0
320,Switzerland,3,1489.0,1418.0,1736.0
321,Switzerland,4,1457.6,1416.0,1580.0
322,Switzerland,5,1467.0,1426.0,1404.0
323,Switzerland,6,1502.0,1396.0,1374.0
324,Switzerland,7,1506.6,1383.0,1264.0
325,Switzerland,8,1508.0,1369.0,1259.0
326,Switzerland,9,1521.4,1349.0,1205.0
327,Switzerland,10,1447.2,1357.0,1198.0
328,Switzerland,11,1388.4,1396.0,1053.0
329,Switzerland,12,1339.8,1530.0,1043.0
330,Switzerland,13,1283.0,1630.0,0.0
331,Switzerland,14,1299.8,1879.0,0.0
332,Switzerland,15,1235.2,1647.0,0.0
333,Switzerland,16,1228.2,1576.0,0.0
334,Switzerland,17,1198.6,1377.0,0.0
335,Switzerland,18,1227.8,1250.0,0.0
336,Switzerland,19,1196.0,1184.0,0.0
337,Switzerland,20,1174.0,1153.0,0.0
338,Switzerland,21,1207.2,1190.0,0.0
339,Switzerland,22,1155.8,1102.0,0.0
340,Switzerland,23,1162.4,1171.0,0.0
341,Switzerland,24,1138.4,1152.0,0.0
342,Switzerland,25,1174.0,1149.0,0.0
343,Switzerland,26,1191.8,1180.0,0.0
344,Switzerland,27,1191.0,1180.0,0.0
345,Switzerland,28,1182.4,1174.0,0.0
346,Switzerland,29,1222.0,1114.0,0.0
347,Switzerland,30,1191.6,1156.0,0.0
348,Switzerland,31,1171.2,1280.0,0.0
349,Switzerland,32,1164.8,1172.0,0.0
350,Switzerland,33,1163.6,1230.0,0.0
351,Switzerland,34,1177.4,1219.0,0.0
352,Switzerland,35,1165.2,1173.0,0.0
353,Switzerland,36,1167.6,1167.0,0.0
354,Switzerland,37,1192.4,1259.0,0.0
355,Switzerland,38,1209.6,1243.0,0.0
356,Switzerland,39,1218.2,1254.0,0.0
357,Switzerland,40,1255.0,1243.0,0.0
358,Switzerland,41,1243.6,1334.0,0.0
359,Switzerland,42,1243.2,1289.0,0.0
360,Switzerland,43,1237.4,1492.0,0.0
361,Switzerland,44,1249.2,1694.0,0.0
362,Switzerland,45,1258.8,2068.0,0.0
363,Switzerland,46,1283.0,2147.0,0.0
364,Switzerland,47,1275.8,2155.0,0.0
365,Switzerland,48,1335.6,2121.0,0.0
366,Switzerland,49,1319.6,2175.0,0.0
367,Switzerland,50,1324.2,2213.0,0.0
368,Switzerland,51,1366.2,2185.0,0.0
369,Switzerland,52,1387.2,2117.0,0.0
370,Switzerland,53,1318.0,1982.0,0.0
371,Slovakia,1,1158.8,1147.0,2067.0
372,Slovakia,2,1157.8,1109.0,2095.0
373,Slovakia,3,1200.0,1086.0,1963.0
374,Slovakia,4,1160.4,1107.0,1943.0
375,Slovakia,5,1221.0,1159.0,1926.0
376,Slovakia,6,1193.4,1101.0,2020.0
377,Slovakia,7,1188.4,1181.0,1884.0
378,Slovakia,8,1190.0,1088.0,1725.0
379,Slovakia,9,1191.6,1152.0,0.0
380,Slovakia,10,1146.4,1131.0,0.0
381,Slovakia,11,1101.8,1122.0,0.0
382,Slovakia,12,1079.8,1187.0,0.0
383,Slovakia,13,1051.4,1054.0,0.0
384,Slovakia,14,1016.0,1081.0,0.0
385,Slovakia,15,1045.6,1003.0,0.0
386,Slovakia,16,1004.8,957.0,0.0
387,Slovakia,17,1008.8,977.0,0.0
388,Slovakia,18,979.2,970.0,0.0
389,Slovakia,19,954.4,1005.0,0.0
390,Slovakia,20,944.2,979.0,0.0
391,Slovakia,21,960.6,953.0,0.0
392,Slovakia,22,953.6,913.0,0.0
393,Slovakia,23,922.2,963.0,0.0
394,Slovakia,24,972.2,981.0,0.0
395,Slovakia,25,955.2,899.0,0.0
396,Slovakia,26,926.6,937.0,0.0
397,Slovakia,27,937.4,982.0,0.0
398,Slovakia,28,942.0,973.0,0.0
399,Slovakia,29,948.4,948.0,0.0
400,Slovakia,30,1023.4,957.0,0.0
401,Slovakia,31,976.0,985.0,0.0
402,Slovakia,32,964.2,1065.0,0.0
403,Slovakia,33,960.8,963.0,0.0
404,Slovakia,34,934.8,960.0,0.0
405,Slovakia,35,954.2,1023.0,0.0
406,Slovakia,36,945.6,969.0,0.0
407,Slovakia,37,949.6,1034.0,0.0
408,Slovakia,38,978.2,963.0,0.0
409,Slovakia,39,991.2,1042.0,0.0
410,Slovakia,40,989.4,1135.0,0.0
411,Slovakia,41,983.4,1071.0,0.0
412,Slovakia,42,1010.4,1204.0,0.0
413,Slovakia,43,980.8,1276.0,0.0
414,Slovakia,44,999.8,1362.0,0.0
415,Slovakia,45,1006.8,1437.0,0.0
416,Slovakia,46,1005.6,1411.0,0.0
417,Slovakia,47,1008.4,1371.0,0.0
418,Slovakia,48,1008.2,1425.0,0.0
419,Slovakia,49,976.2,1458.0,0.0
420,Slovakia,50,1011.6,1553.0,0.0
421,Slovakia,51,1087.0,1616.0,0.0
422,Slovakia,52,1092.8,1793.0,0.0
423,Slovakia,53,1034.0,2062.0,0.0
424,Spain,1,9864.0,8655.0,10644.0
425,Spain,2,10286.0,9345.0,12098.0
426,Spain,3,10464.0,9873.0,13233.0
427,Spain,4,10129.8,9887.0,12930.0
428,Spain,5,10000.0,9889.0,11823.0
429,Spain,6,9719.8,9090.0,10585.0
430,Spain,7,9564.2,8744.0,9687.0
431,Spain,8,9358.4,8354.0,9194.0
432,Spain,9,9118.6,8300.0,8635.0
433,Spain,10,8817.0,8382.0,8445.0
434,Spain,11,8513.8,9402.0,8195.0
435,Spain,12,8237.6,12726.0,8005.0
436,Spain,13,8273.4,19682.0,0.0
437,Spain,14,8119.0,20809.0,0.0
438,Spain,15,7988.6,17193.0,0.0
439,Spain,16,7786.2,13158.0,0.0
440,Spain,17,7683.8,10362.0,0.0
441,Spain,18,7518.8,8930.0,0.0
442,Spain,19,7557.2,8369.0,0.0
443,Spain,20,7523.4,7470.0,0.0
444,Spain,21,7433.4,7546.0,0.0
445,Spain,22,7273.4,7518.0,0.0
446,Spain,23,7324.8,7040.0,0.0
447,Spain,24,7256.2,6742.0,0.0
448,Spain,25,7447.4,6938.0,0.0
449,Spain,26,7372.2,7400.0,0.0
450,Spain,27,7632.4,7837.0,0.0
451,Spain,28,7563.4,7852.0,0.0
452,Spain,29,7457.4,7724.0,0.0
453,Spain,30,7364.4,7943.0,0.0
454,Spain,31,7447.4,8645.0,0.0
455,Spain,32,7391.6,8535.0,0.0
456,Spain,33,7123.4,8291.0,0.0
457,Spain,34,7027.8,8015.0,0.0
458,Spain,35,6978.4,8067.0,0.0
459,Spain,36,6859.2,7903.0,0.0
460,Spain,37,6760.8,8180.0,0.0
461,Spain,38,6962.6,8337.0,0.0
462,Spain,39,7111.6,8288.0,0.0
463,Spain,40,7092.2,8343.0,0.0
464,Spain,41,7214.8,8805.0,0.0
465,Spain,42,7272.0,8774.0,0.0
466,Spain,43,7391.4,9712.0,0.0
467,Spain,44,7527.8,9847.0,0.0
468,Spain,45,7701.6,10600.0,0.0
469,Spain,46,7899.8,10262.0,0.0
470,Spain,47,7961.0,9946.0,0.0
471,Spain,48,8136.8,9762.0,0.0
472,Spain,49,8179.2,9773.0,0.0
473,Spain,50,8511.6,9692.0,0.0
474,Spain,51,8754.0,9541.0,0.0
475,Spain,52,9056.2,9170.0,0.0
476,Spain,53,8427.0,9415.0,0.0
477,Lithuania,1,863.0,812.0,1179.0
478,Lithuania,2,873.6,803.0,1174.0
479,Lithuania,3,920.0,787.0,1082.0
480,Lithuania,4,911.2,786.0,1083.0
481,Lithuania,5,911.6,762.0,963.0
482,Lithuania,6,899.6,764.0,983.0
483,Lithuania,7,876.2,809.0,917.0
484,Lithuania,8,896.2,707.0,774.0
485,Lithuania,9,864.6,807.0,853.0
486,Lithuania,10,841.4,773.0,893.0
487,Lithuania,11,819.4,773.0,814.0
488,Lithuania,12,804.4,804.0,822.0
489,Lithuania,13,786.4,816.0,0.0
490,Lithuania,14,795.6,775.0,0.0
491,Lithuania,15,789.0,803.0,0.0
492,Lithuania,16,785.2,784.0,0.0
493,Lithuania,17,763.2,786.0,0.0
494,Lithuania,18,749.0,769.0,0.0
495,Lithuania,19,762.8,717.0,0.0
496,Lithuania,20,736.2,733.0,0.0
497,Lithuania,21,776.4,715.0,0.0
498,Lithuania,22,750.4,745.0,0.0
499,Lithuania,23,742.0,735.0,0.0
500,Lithuania,24,711.6,820.0,0.0
501,Lithuania,25,710.8,760.0,0.0
502,Lithuania,26,729.0,811.0,0.0
503,Lithuania,27,696.6,689.0,0.0
504,Lithuania,28,702.0,703.0,0.0
505,Lithuania,29,704.6,764.0,0.0
506,Lithuania,30,739.0,757.0,0.0
507,Lithuania,31,696.4,723.0,0.0
508,Lithuania,32,719.0,726.0,0.0
509,Lithuania,33,697.4,746.0,0.0
510,Lithuania,34,677.2,763.0,0.0
511,Lithuania,35,701.0,721.0,0.0
512,Lithuania,36,676.6,673.0,0.0
513,Lithuania,37,653.2,729.0,0.0
514,Lithuania,38,695.6,721.0,0.0
515,Lithuania,39,716.4,784.0,0.0
516,Lithuania,40,736.8,744.0,0.0
517,Lithuania,41,736.4,785.0,0.0
518,Lithuania,42,777.8,836.0,0.0
519,Lithuania,43,771.6,845.0,0.0
520,Lithuania,44,753.0,853.0,0.0
521,Lithuania,45,739.8,877.0,0.0
522,Lithuania,46,747.8,952.0,0.0
523,Lithuania,47,746.4,1099.0,0.0
524,Lithuania,48,749.8,1109.0,0.0
525,Lithuania,49,770.4,1238.0,0.0
526,Lithuania,50,744.8,1220.0,0.0
527,Lithuania,51,782.6,1371.0,0.0
528,Lithuania,52,822.4,1395.0,0.0
529,Lithuania,53,900.0,1343.0,0.0
530,Denmark,1,1121.4,1117.0,1232.0
531,Denmark,2,1115.0,1150.0,1213.0
532,Denmark,3,1102.4,1071.0,1269.0
533,Denmark,4,1100.0,1033.0,1217.0
534,Denmark,5,1149.2,1094.0,1205.0
535,Denmark,6,1138.8,1079.0,1112.0
536,Denmark,7,1167.4,1059.0,1061.0
537,Denmark,8,1156.2,1034.0,970.0
538,Denmark,9,1182.4,1025.0,972.0
539,Denmark,10,1169.6,1061.0,1049.0
540,Denmark,11,1158.2,1066.0,964.0
541,Denmark,12,1122.2,1140.0,1027.0
542,Denmark,13,1085.2,1112.0,823.0
543,Denmark,14,1055.6,1156.0,0.0
544,Denmark,15,1068.6,1143.0,0.0
545,Denmark,16,1025.4,1078.0,0.0
546,Denmark,17,983.2,1086.0,0.0
547,Denmark,18,1034.8,1048.0,0.0
548,Denmark,19,1013.8,1027.0,0.0
549,Denmark,20,972.8,951.0,0.0
550,Denmark,21,968.2,994.0,0.0
551,Denmark,22,969.2,968.0,0.0
552,Denmark,23,971.4,962.0,0.0
553,Denmark,24,974.0,1000.0,0.0
554,Denmark,25,969.8,948.0,0.0
555,Denmark,26,929.8,984.0,0.0
556,Denmark,27,942.6,996.0,0.0
557,Denmark,28,942.8,957.0,0.0
558,Denmark,29,958.0,1026.0,0.0
559,Denmark,30,979.2,944.0,0.0
560,Denmark,31,965.8,983.0,0.0
561,Denmark,32,956.4,957.0,0.0
562,Denmark,33,944.2,993.0,0.0
563,Denmark,34,969.2,995.0,0.0
564,Denmark,35,941.0,953.0,0.0
565,Denmark,36,942.0,985.0,0.0
566,Denmark,37,950.2,984.0,0.0
567,Denmark,38,965.2,1082.0,0.0
568,Denmark,39,979.0,974.0,0.0
569,Denmark,40,970.4,996.0,0.0
570,Denmark,41,991.8,938.0,0.0
571,Denmark,42,982.8,1008.0,0.0
572,Denmark,43,983.8,1096.0,0.0
573,Denmark,44,986.6,979.0,0.0
574,Denmark,45,996.4,1026.0,0.0
575,Denmark,46,1018.2,1097.0,0.0
576,Denmark,47,1019.2,1082.0,0.0
577,Denmark,48,1041.8,1097.0,0.0
578,Denmark,49,1080.8,1105.0,0.0
579,Denmark,50,1070.6,1095.0,0.0
580,Denmark,51,1056.0,1273.0,0.0
581,Denmark,52,1064.2,1212.0,0.0
582,Denmark,53,986.0,1256.0,0.0
583,Australia,1,2483.6,2518.0,0.0
584,Australia,2,2496.4,2520.0,0.0
585,Australia,3,2453.6,2509.0,0.0
586,Australia,4,2441.0,2566.0,0.0
587,Australia,5,2454.4,2536.0,0.0
588,Australia,6,2464.2,2573.0,0.0
589,Australia,7,2445.0,2596.0,0.0
590,Australia,8,2504.6,2618.0,0.0
591,Australia,9,2494.2,2617.0,0.0
592,Australia,10,2510.8,2628.0,0.0
593,Australia,11,2464.2,2578.0,0.0
594,Australia,12,2510.2,2693.0,0.0
595,Australia,13,2525.6,2832.0,0.0
596,Australia,14,2519.2,2804.0,0.0
597,Australia,15,2578.0,2742.0,0.0
598,Australia,16,2594.4,2671.0,0.0
599,Australia,17,2567.4,2715.0,0.0
600,Australia,18,2595.4,2678.0,0.0
601,Australia,19,2720.2,2792.0,0.0
602,Australia,20,2754.0,2733.0,0.0
603,Australia,21,2785.2,2766.0,0.0
604,Australia,22,2796.4,2750.0,0.0
605,Australia,23,2906.0,2754.0,0.0
606,Australia,24,2811.0,2708.0,0.0
607,Australia,25,2843.2,2630.0,0.0
608,Australia,26,2896.2,2711.0,0.0
609,Australia,27,2968.2,2769.0,0.0
610,Australia,28,2941.6,2774.0,0.0
611,Australia,29,3042.0,2716.0,0.0
612,Australia,30,3024.8,3025.0,0.0
613,Australia,31,2998.0,2823.0,0.0
614,Australia,32,3064.6,3043.0,0.0
615,Australia,33,3040.2,3010.0,0.0
616,Australia,34,3084.8,2838.0,0.0
617,Australia,35,3085.4,2827.0,0.0
618,Australia,36,3047.8,2904.0,0.0
619,Australia,37,2969.0,2771.0,0.0
620,Australia,38,2883.8,2767.0,0.0
621,Australia,39,2820.4,2741.0,0.0
622,Australia,40,2799.0,2738.0,0.0
623,Australia,41,2765.6,2652.0,0.0
624,Australia,42,2707.6,2586.0,0.0
625,Australia,43,2627.0,2587.0,0.0
626,Australia,44,2646.6,2701.0,0.0
627,Australia,45,2596.0,2624.0,0.0
628,Australia,46,2582.2,2707.0,0.0
629,Australia,47,2563.2,2572.0,0.0
630,Australia,48,2546.2,2558.0,0.0
631,Australia,49,2518.4,2625.0,0.0
632,Australia,50,2565.0,2644.0,0.0
633,Australia,51,2502.4,2599.0,0.0
634,Australia,52,2467.8,2521.0,0.0
635,Australia,53,418.6,0.0,0.0
636,USA,1,48124.4,60154.0,82808.0
637,USA,2,60962.2,60717.0,82402.0
638,USA,3,59833.2,59346.0,78553.0
639,USA,4,58714.0,59147.0,74404.0
640,USA,5,58060.2,58816.0,71474.0
641,USA,6,58332.4,59449.0,66115.0
642,USA,7,57820.4,58793.0,63418.0
643,USA,8,57177.8,58879.0,59336.0
644,USA,9,56854.0,59305.0,0.0
645,USA,10,57187.4,59679.0,0.0
646,USA,11,56237.0,58657.0,0.0
647,USA,12,55886.8,59194.0,0.0
648,USA,13,54997.2,62994.0,0.0
649,USA,14,54935.0,72269.0,0.0
650,USA,15,54465.4,79077.0,0.0
651,USA,16,53627.0,76774.0,0.0
652,USA,17,52772.4,73891.0,0.0
653,USA,18,52741.4,69278.0,0.0
654,USA,19,52152.2,66792.0,0.0
655,USA,20,51664.2,64454.0,0.0
656,USA,21,51195.8,61596.0,0.0
657,USA,22,51003.6,59650.0,0.0
658,USA,23,51217.4,58863.0,0.0
659,USA,24,51010.2,57997.0,0.0
660,USA,25,50778.6,57961.0,0.0
661,USA,26,50614.6,58466.0,0.0
662,USA,27,50904.6,59776.0,0.0
663,USA,28,50455.0,61900.0,0.0
664,USA,29,50293.4,63126.0,0.0
665,USA,30,50032.0,64198.0,0.0
666,USA,31,50174.6,64175.0,0.0
667,USA,32,50287.8,63672.0,0.0
