index,Country,Week,Deaths_old,Deaths_2020,Deaths_2021
668,USA,33,49968.6,63596.0,0.0
669,USA,34,49907.2,62508.0,0.0
670,USA,35,50255.4,61044.0,0.0
671,USA,36,50497.8,60185.0,0.0
672,USA,37,50738.6,59591.0,0.0
673,USA,38,50778.0,59657.0,0.0
674,USA,39,51021.4,60540.0,0.0
675,USA,40,51563.0,59647.0,0.0
676,USA,41,52032.6,61494.0,0.0
677,USA,42,52280.4,60145.0,0.0
678,USA,43,52687.4,61665.0,0.0
679,USA,44,52822.6,62904.0,0.0
680,USA,45,53362.6,67149.0,0.0
681,USA,46,53809.0,68310.0,0.0
682,USA,47,54047.4,70743.0,0.0
683,USA,48,54319.2,72395.0,0.0
684,USA,49,55317.6,75810.0,0.0
685,USA,50,56321.6,79872.0,0.0
686,USA,51,56538.2,80547.0,0.0
687,USA,52,57333.6,81600.0,0.0
688,USA,53,52633.0,83715.0,0.0
689,Germany,1,19353.25,18903.0,24687.0
690,Germany,2,19612.25,19432.0,24297.0
691,Germany,3,19553.25,19187.0,23922.0
692,Germany,4,19866.5,18949.0,22463.0
693,Germany,5,20375.75,19826.0,21540.0
694,Germany,6,20338.0,19040.0,20807.0
695,Germany,7,20642.5,19664.0,20360.0
696,Germany,8,20994.5,18964.0,18896.0
697,Germany,9,21545.25,19505.0,18443.0
698,Germany,10,21305.0,19655.0,18714.0
699,Germany,11,20454.0,19897.0,18807.0
700,Germany,12,19564.75,19750.0,0.0
701,Germany,13,18954.0,19714.0,0.0
702,Germany,14,18495.25,20653.0,0.0
703,Germany,15,17907.5,20518.0,0.0
704,Germany,16,17373.25,19286.0,0.0
705,Germany,17,17418.5,18562.0,0.0
706,Germany,18,16977.25,17922.0,0.0
707,Germany,19,17329.0,17643.0,0.0
708,Germany,20,16870.75,16997.0,0.0
709,Germany,21,16582.5,17166.0,0.0
710,Germany,22,16802.0,16768.0,0.0
711,Germany,23,16462.5,17274.0,0.0
712,Germany,24,15967.5,16607.0,0.0
713,Germany,25,16552.75,16398.0,0.0
714,Germany,26,16565.5,17295.0,0.0
715,Germany,27,16456.75,16447.0,0.0
716,Germany,28,16041.0,16164.0,0.0
717,Germany,29,16783.0,16530.0,0.0
718,Germany,30,17546.25,16908.0,0.0
719,Germany,31,17334.5,17412.0,0.0
720,Germany,32,16572.25,17486.0,0.0
721,Germany,33,16307.5,19692.0,0.0
722,Germany,34,16475.5,17558.0,0.0
723,Germany,35,16450.5,16641.0,0.0
724,Germany,36,16050.0,16733.0,0.0
725,Germany,37,16278.25,17101.0,0.0
726,Germany,38,16315.5,17540.0,0.0
727,Germany,39,16613.5,17398.0,0.0
728,Germany,40,16634.25,17590.0,0.0
729,Germany,41,17389.0,17463.0,0.0
730,Germany,42,17250.75,17719.0,0.0
731,Germany,43,17145.0,18567.0,0.0
732,Germany,44,17181.25,18566.0,0.0
733,Germany,45,17654.0,19056.0,0.0
734,Germany,46,17817.25,19748.0,0.0
735,Germany,47,17976.75,20185.0,0.0
736,Germany,48,18173.75,21276.0,0.0
737,Germany,49,18643.25,22639.0,0.0
738,Germany,50,18608.25,23944.0,0.0
739,Germany,51,18982.0,24701.0,0.0
740,Germany,52,18638.5,25481.0,0.0
741,Germany,53,0.0,25362.0,0.0
742,Netherlands,1,3281.8,3103.0,4139.0
743,Netherlands,2,3353.6,3365.0,3845.0
744,Netherlands,3,3290.0,3158.0,3850.0
745,Netherlands,4,3336.8,3046.0,3707.0
746,Netherlands,5,3310.4,3163.0,3648.0
747,Netherlands,6,3290.6,3194.0,3544.0
748,Netherlands,7,3334.2,3199.0,3516.0
749,Netherlands,8,3389.0,2959.0,3198.0
750,Netherlands,9,3309.8,3098.0,3086.0
751,Netherlands,10,3339.6,3106.0,3228.0
752,Netherlands,11,3191.8,3219.0,3001.0
753,Netherlands,12,3068.0,3615.0,3001.0
754,Netherlands,13,3043.0,4459.0,0.0
755,Netherlands,14,2912.0,5085.0,0.0
756,Netherlands,15,2846.6,4981.0,0.0
757,Netherlands,16,2832.6,4308.0,0.0
758,Netherlands,17,2796.2,3907.0,0.0
759,Netherlands,18,2731.2,3379.0,0.0
760,Netherlands,19,2783.4,2987.0,0.0
761,Netherlands,20,2724.8,2777.0,0.0
762,Netherlands,21,2720.6,2771.0,0.0
763,Netherlands,22,2711.8,2729.0,0.0
764,Netherlands,23,2645.2,2682.0,0.0
765,Netherlands,24,2630.8,2692.0,0.0
766,Netherlands,25,2617.4,2695.0,0.0
767,Netherlands,26,2661.6,2661.0,0.0
768,Netherlands,27,2739.6,2639.0,0.0
769,Netherlands,28,2635.0,2619.0,0.0
770,Netherlands,29,2658.0,2528.0,0.0
771,Netherlands,30,2688.0,2674.0,0.0
772,Netherlands,31,2600.2,2669.0,0.0
773,Netherlands,32,2628.6,2640.0,0.0
774,Netherlands,33,2572.8,3209.0,0.0
775,Netherlands,34,2602.2,2855.0,0.0
776,Netherlands,35,2603.0,2733.0,0.0
777,Netherlands,36,2568.0,2690.0,0.0
778,Netherlands,37,2644.0,2740.0,0.0
779,Netherlands,38,2627.2,2720.0,0.0
780,Netherlands,39,2695.4,2892.0,0.0
781,Netherlands,40,2720.4,2999.0,0.0
782,Netherlands,41,2814.0,3020.0,0.0
783,Netherlands,42,2757.6,3220.0,0.0
784,Netherlands,43,2801.0,3449.0,0.0
785,Netherlands,44,2792.4,3682.0,0.0
786,Netherlands,45,2844.8,3590.0,0.0
787,Netherlands,46,2849.6,3578.0,0.0
788,Netherlands,47,2904.2,3330.0,0.0
789,Netherlands,48,2903.2,3401.0,0.0
790,Netherlands,49,2964.4,3520.0,0.0
791,Netherlands,50,3077.0,3609.0,0.0
792,Netherlands,51,3065.8,3901.0,0.0
793,Netherlands,52,3008.6,3853.0,0.0
794,Netherlands,53,2918.0,4077.0,0.0
795,Chile,1,1549.6,2107.0,2441.0
796,Chile,2,1480.0,2053.0,2435.0
797,Chile,3,1518.2,2056.0,2698.0
798,Chile,4,1533.0,1962.0,2549.0
799,Chile,5,1535.8,1970.0,2620.0
800,Chile,6,1474.0,1993.0,2504.0
801,Chile,7,1470.0,1909.0,2493.0
802,Chile,8,1508.4,1899.0,2594.0
803,Chile,9,1430.0,1884.0,2647.0
804,Chile,10,1434.8,1885.0,2640.0
805,Chile,11,1437.8,1928.0,2504.0
806,Chile,12,1449.4,2008.0,2585.0
807,Chile,13,1476.4,2004.0,0.0
808,Chile,14,1514.4,2080.0,0.0
809,Chile,15,1565.0,2010.0,0.0
810,Chile,16,1530.0,2086.0,0.0
811,Chile,17,1591.2,2095.0,0.0
812,Chile,18,1586.4,2083.0,0.0
813,Chile,19,1569.4,2342.0,0.0
814,Chile,20,1632.6,2437.0,0.0
815,Chile,21,1746.0,2932.0,0.0
816,Chile,22,1769.2,3393.0,0.0
817,Chile,23,1851.0,3898.0,0.0
818,Chile,24,1934.8,3982.0,0.0
819,Chile,25,1943.6,3732.0,0.0
820,Chile,26,1955.8,3519.0,0.0
821,Chile,27,1914.0,3070.0,0.0
822,Chile,28,1891.4,2966.0,0.0
823,Chile,29,1941.8,2814.0,0.0
824,Chile,30,1898.6,2698.0,0.0
825,Chile,31,1877.0,2653.0,0.0
826,Chile,32,1823.2,2516.0,0.0
827,Chile,33,1798.2,2431.0,0.0
828,Chile,34,1780.8,2595.0,0.0
829,Chile,35,1725.6,2479.0,0.0
830,Chile,36,1772.2,2393.0,0.0
831,Chile,37,1725.0,2404.0,0.0
832,Chile,38,1773.4,2401.0,0.0
833,Chile,39,1700.2,2364.0,0.0
834,Chile,40,1656.6,2339.0,0.0
835,Chile,41,1606.4,2396.0,0.0
836,Chile,42,1586.0,2307.0,0.0
837,Chile,43,1567.6,2302.0,0.0
838,Chile,44,1554.6,2267.0,0.0
839,Chile,45,1558.2,2239.0,0.0
840,Chile,46,1519.6,2120.0,0.0
841,Chile,47,1554.8,2184.0,0.0
842,Chile,48,1517.4,2202.0,0.0
843,Chile,49,1480.6,2174.0,0.0
844,Chile,50,1512.8,2187.0,0.0
845,Chile,51,1507.2,2155.0,0.0
846,Chile,52,1450.4,2288.0,0.0
847,Chile,53,0.0,2235.0,0.0
848,New Zealand,1,569.4,592.0,667.0
849,New Zealand,2,588.0,581.0,630.0
850,New Zealand,3,574.4,641.0,657.0
851,New Zealand,4,584.4,609.0,601.0
852,New Zealand,5,573.0,615.0,640.0
853,New Zealand,6,567.0,588.0,646.0
854,New Zealand,7,553.0,618.0,587.0
855,New Zealand,8,568.8,622.0,601.0
856,New Zealand,9,576.4,594.0,633.0
857,New Zealand,10,577.6,612.0,604.0
858,New Zealand,11,588.0,600.0,609.0
859,New Zealand,12,582.4,619.0,0.0
860,New Zealand,13,593.8,613.0,0.0
861,New Zealand,14,591.2,628.0,0.0
862,New Zealand,15,585.0,651.0,0.0
863,New Zealand,16,616.0,664.0,0.0
864,New Zealand,17,605.6,631.0,0.0
865,New Zealand,18,611.0,561.0,0.0
866,New Zealand,19,631.6,629.0,0.0
867,New Zealand,20,612.4,617.0,0.0
868,New Zealand,21,636.4,608.0,0.0
869,New Zealand,22,660.2,602.0,0.0
870,New Zealand,23,669.6,623.0,0.0
871,New Zealand,24,666.6,643.0,0.0
872,New Zealand,25,680.8,639.0,0.0
873,New Zealand,26,676.0,622.0,0.0
874,New Zealand,27,682.0,618.0,0.0
875,New Zealand,28,703.8,616.0,0.0
876,New Zealand,29,720.0,694.0,0.0
877,New Zealand,30,729.4,683.0,0.0
878,New Zealand,31,731.4,675.0,0.0
879,New Zealand,32,736.0,643.0,0.0
880,New Zealand,33,716.8,634.0,0.0
881,New Zealand,34,686.4,655.0,0.0
882,New Zealand,35,687.6,602.0,0.0
883,New Zealand,36,663.2,630.0,0.0
884,New Zealand,37,683.2,624.0,0.0
885,New Zealand,38,672.6,604.0,0.0
886,New Zealand,39,647.0,611.0,0.0
887,New Zealand,40,643.0,651.0,0.0
888,New Zealand,41,656.6,610.0,0.0
889,New Zealand,42,614.0,614.0,0.0
890,New Zealand,43,614.4,689.0,0.0
891,New Zealand,44,619.0,583.0,0.0
892,New Zealand,45,611.2,631.0,0.0
893,New Zealand,46,587.8,586.0,0.0
894,New Zealand,47,610.4,611.0,0.0
895,New Zealand,48,588.4,648.0,0.0
896,New Zealand,49,576.0,642.0,0.0
897,New Zealand,50,600.6,639.0,0.0
898,New Zealand,51,582.4,670.0,0.0
899,New Zealand,52,585.6,624.0,0.0
900,New Zealand,53,575.0,673.0,0.0
901,Slovenia,1,441.6,419.0,598.0
902,Slovenia,2,456.2,426.0,620.0
903,Slovenia,3,465.8,429.0,586.0
904,Slovenia,4,475.4,454.0,525.0
905,Slovenia,5,487.4,474.0,525.0
906,Slovenia,6,459.0,447.0,432.0
907,Slovenia,7,462.0,499.0,425.0
908,Slovenia,8,453.4,439.0,466.0
909,Slovenia,9,459.6,430.0,436.0
910,Slovenia,10,409.0,422.0,436.0
911,Slovenia,11,439.4,434.0,433.0
912,Slovenia,12,418.4,442.0,0.0
913,Slovenia,13,425.2,388.0,0.0
914,Slovenia,14,401.4,381.0,0.0
915,Slovenia,15,368.8,423.0,0.0
916,Slovenia,16,399.2,433.0,0.0
917,Slovenia,17,379.6,391.0,0.0
918,Slovenia,18,364.2,355.0,0.0
919,Slovenia,19,360.6,380.0,0.0
920,Slovenia,20,354.8,354.0,0.0
921,Slovenia,21,353.6,404.0,0.0
922,Slovenia,22,349.6,328.0,0.0
923,Slovenia,23,346.4,343.0,0.0
924,Slovenia,24,339.6,376.0,0.0
925,Slovenia,25,345.4,373.0,0.0
926,Slovenia,26,325.2,407.0,0.0
927,Slovenia,27,354.2,371.0,0.0
928,Slovenia,28,344.0,328.0,0.0
929,Slovenia,29,354.4,352.0,0.0
930,Slovenia,30,366.8,368.0,0.0
931,Slovenia,31,352.2,393.0,0.0
932,Slovenia,32,349.6,369.0,0.0
933,Slovenia,33,352.8,392.0,0.0
934,Slovenia,34,359.2,352.0,0.0
935,Slovenia,35,359.0,341.0,0.0
936,Slovenia,36,335.4,370.0,0.0
937,Slovenia,37,358.2,392.0,0.0
938,Slovenia,38,361.2,420.0,0.0
939,Slovenia,39,350.4,353.0,0.0
940,Slovenia,40,375.4,408.0,0.0
941,Slovenia,41,381.8,412.0,0.0
942,Slovenia,42,371.8,438.0,0.0
943,Slovenia,43,382.6,507.0,0.0
944,Slovenia,44,372.0,585.0,0.0
945,Slovenia,45,373.2,620.0,0.0
946,Slovenia,46,389.2,731.0,0.0
947,Slovenia,47,372.2,719.0,0.0
948,Slovenia,48,372.4,777.0,0.0
949,Slovenia,49,401.2,797.0,0.0
950,Slovenia,50,407.2,783.0,0.0
951,Slovenia,51,406.6,711.0,0.0
952,Slovenia,52,410.4,681.0,0.0
953,Slovenia,53,401.0,656.0,0.0
954,Iceland,1,45.8,57.0,0.0
955,Iceland,2,47.8,55.0,0.0
956,Iceland,3,44.4,52.0,0.0
957,Iceland,4,44.6,55.0,0.0
958,Iceland,5,45.6,39.0,0.0
959,Iceland,6,47.8,47.0,0.0
960,Iceland,7,47.2,49.0,0.0
961,Iceland,8,46.2,48.0,0.0
962,Iceland,9,43.6,43.0,0.0
963,Iceland,10,44.4,49.0,0.0
964,Iceland,11,45.2,42.0,0.0
965,Iceland,12,41.6,39.0,0.0
966,Iceland,13,47.2,42.0,0.0
967,Iceland,14,43.4,50.0,0.0
968,Iceland,15,44.4,49.0,0.0
969,Iceland,16,48.6,60.0,0.0
970,Iceland,17,44.4,35.0,0.0
971,Iceland,18,40.2,44.0,0.0
972,Iceland,19,41.6,37.0,0.0
973,Iceland,20,42.2,41.0,0.0
974,Iceland,21,43.6,50.0,0.0
975,Iceland,22,42.6,50.0,0.0
976,Iceland,23,45.0,34.0,0.0
977,Iceland,24,39.6,40.0,0.0
978,Iceland,25,37.4,31.0,0.0
979,Iceland,26,47.0,34.0,0.0
980,Iceland,27,43.0,35.0,0.0
981,Iceland,28,38.2,46.0,0.0
982,Iceland,29,39.2,42.0,0.0
983,Iceland,30,45.0,35.0,0.0
984,Iceland,31,36.0,35.0,0.0
985,Iceland,32,38.8,37.0,0.0
986,Iceland,33,39.0,43.0,0.0
987,Iceland,34,43.6,34.0,0.0
988,Iceland,35,35.8,28.0,0.0
989,Iceland,36,39.2,55.0,0.0
990,Iceland,37,42.4,40.0,0.0
991,Iceland,38,41.6,46.0,0.0
992,Iceland,39,50.0,37.0,0.0
993,Iceland,40,42.4,38.0,0.0
994,Iceland,41,42.4,52.0,0.0
995,Iceland,42,42.2,47.0,0.0
996,Iceland,43,46.0,50.0,0.0
997,Iceland,44,41.4,55.0,0.0
998,Iceland,45,38.4,50.0,0.0
999,Iceland,46,47.0,54.0,0.0
1000,Iceland,47,44.2,45.0,0.0
1001,Iceland,48,44.0,35.0,0.0
1002,Iceland,49,41.8,39.0,0.0
1003,Iceland,50,42.2,46.0,0.0
1004,Iceland,51,43.8,43.0,0.0
1005,Iceland,52,42.0,52.0,0.0
1006,Iceland,53,50.0,30.0,0.0
1007,Belgium,1,2390.4,2242.0,2467.0
1008,Belgium,2,2431.6,2405.0,2401.0
1009,Belgium,3,2422.8,2328.0,2434.0
1010,Belgium,4,2422.4,2215.0,2432.0
1011,Belgium,5,2510.0,2374.0,2273.0
1012,Belgium,6,2488.4,2180.0,2222.0
1013,Belgium,7,2523.6,2324.0,2310.0
1014,Belgium,8,2487.8,2319.0,2137.0
1015,Belgium,9,2544.8,2262.0,2002.0
1016,Belgium,10,2452.8,2222.0,2143.0
1017,Belgium,11,2344.6,2255.0,2077.0
1018,Belgium,12,2322.2,2574.0,2059.0
1019,Belgium,13,2226.8,3217.0,0.0
1020,Belgium,14,2119.6,4044.0,0.0
1021,Belgium,15,2095.2,4310.0,0.0
1022,Belgium,16,2051.4,3722.0,0.0
1023,Belgium,17,2032.2,3057.0,0.0
1024,Belgium,18,2012.2,2435.0,0.0
1025,Belgium,19,2030.2,2397.0,0.0
1026,Belgium,20,1981.2,2050.0,0.0
1027,Belgium,21,1970.2,2090.0,0.0
1028,Belgium,22,1931.4,1992.0,0.0
1029,Belgium,23,1878.0,1812.0,0.0
1030,Belgium,24,1860.6,1905.0,0.0
1031,Belgium,25,1922.6,1824.0,0.0
1032,Belgium,26,1897.0,1973.0,0.0
1033,Belgium,27,2023.2,1774.0,0.0
1034,Belgium,28,1861.8,1699.0,0.0
1035,Belgium,29,1904.8,1862.0,0.0
1036,Belgium,30,1995.8,1819.0,0.0
1037,Belgium,31,1885.4,1959.0,0.0
1038,Belgium,32,1875.4,2048.0,0.0
1039,Belgium,33,1855.2,2888.0,0.0
1040,Belgium,34,1901.8,2224.0,0.0
1041,Belgium,35,1908.0,1883.0,0.0
1042,Belgium,36,1848.0,1904.0,0.0
1043,Belgium,37,1864.4,1825.0,0.0
1044,Belgium,38,1882.8,2012.0,0.0
1045,Belgium,39,1907.6,1934.0,0.0
1046,Belgium,40,1969.0,1930.0,0.0
1047,Belgium,41,2020.0,2075.0,0.0
1048,Belgium,42,2005.0,2162.0,0.0
1049,Belgium,43,1991.8,2631.0,0.0
1050,Belgium,44,1983.4,3293.0,0.0
1051,Belgium,45,2006.6,3703.0,0.0
1052,Belgium,46,2044.0,3444.0,0.0
1053,Belgium,47,2104.8,3189.0,0.0
1054,Belgium,48,2104.2,2903.0,0.0
1055,Belgium,49,2164.6,2707.0,0.0
1056,Belgium,50,2221.0,2787.0,0.0
1057,Belgium,51,2255.6,2751.0,0.0
1058,Belgium,52,2240.4,2622.0,0.0
1059,Belgium,53,2123.0,2453.0,0.0
1060,Croatia,1,1207.8,1012.0,1334.0
1061,Croatia,2,1258.4,1057.0,1352.0
1062,Croatia,3,1253.2,1015.0,1300.0
1063,Croatia,4,1234.0,1133.0,1239.0
1064,Croatia,5,1195.0,1094.0,1192.0
1065,Croatia,6,1160.2,1060.0,1145.0
1066,Croatia,7,1139.2,1090.0,1089.0
1067,Croatia,8,1116.0,1045.0,1036.0
1068,Croatia,9,1117.2,1023.0,0.0
1069,Croatia,10,1128.2,1057.0,0.0
1070,Croatia,11,1092.0,1082.0,0.0
1071,Croatia,12,1064.0,1096.0,0.0
1072,Croatia,13,1037.6,1121.0,0.0
1073,Croatia,14,1046.4,1012.0,0.0
1074,Croatia,15,995.8,999.0,0.0
1075,Croatia,16,962.8,976.0,0.0
1076,Croatia,17,1013.4,867.0,0.0
1077,Croatia,18,969.6,909.0,0.0
1078,Croatia,19,948.2,877.0,0.0
1079,Croatia,20,941.2,909.0,0.0
1080,Croatia,21,945.2,903.0,0.0
1081,Croatia,22,929.0,848.0,0.0
1082,Croatia,23,949.6,972.0,0.0
1083,Croatia,24,940.8,979.0,0.0
1084,Croatia,25,921.6,889.0,0.0
1085,Croatia,26,912.6,927.0,0.0
1086,Croatia,27,951.6,969.0,0.0
1087,Croatia,28,949.4,919.0,0.0
1088,Croatia,29,955.2,886.0,0.0
1089,Croatia,30,987.2,974.0,0.0
1090,Croatia,31,961.4,1061.0,0.0
1091,Croatia,32,957.6,954.0,0.0
1092,Croatia,33,937.2,924.0,0.0
1093,Croatia,34,904.2,920.0,0.0
1094,Croatia,35,915.0,971.0,0.0
1095,Croatia,36,886.4,930.0,0.0
1096,Croatia,37,899.2,1000.0,0.0
1097,Croatia,38,930.4,974.0,0.0
1098,Croatia,39,945.0,961.0,0.0
1099,Croatia,40,961.2,1064.0,0.0
1100,Croatia,41,973.8,970.0,0.0
1101,Croatia,42,945.8,1099.0,0.0
1102,Croatia,43,957.0,1136.0,0.0
1103,Croatia,44,962.8,1158.0,0.0
1104,Croatia,45,975.6,1286.0,0.0
1105,Croatia,46,981.0,1361.0,0.0
1106,Croatia,47,956.2,1485.0,0.0
1107,Croatia,48,974.8,1484.0,0.0
1108,Croatia,49,1011.6,1709.0,0.0
1109,Croatia,50,1045.8,1757.0,0.0
1110,Croatia,51,1048.2,1786.0,0.0
1111,Croatia,52,1105.4,1681.0,0.0
1112,Croatia,53,1046.0,1515.0,0.0
1113,Portugal,1,2794.4,2510.0,3819.0
1114,Portugal,2,2808.0,2664.0,4611.0
1115,Portugal,3,2858.6,2772.0,5036.0
1116,Portugal,4,2825.8,2671.0,4806.0
1117,Portugal,5,2686.8,2689.0,3953.0
1118,Portugal,6,2647.0,2490.0,3370.0
1119,Portugal,7,2643.4,2289.0,2850.0
1120,Portugal,8,2508.0,2362.0,2522.0
1121,Portugal,9,2463.2,2308.0,2346.0
1122,Portugal,10,2338.4,2182.0,2128.0
1123,Portugal,11,2276.4,2363.0,2091.0
1124,Portugal,12,2212.4,2440.0,0.0
1125,Portugal,13,2160.6,2544.0,0.0
1126,Portugal,14,2185.2,2654.0,0.0
1127,Portugal,15,2108.0,2609.0,0.0
1128,Portugal,16,2008.8,2388.0,0.0
1129,Portugal,17,1988.8,2311.0,0.0
1130,Portugal,18,1975.4,2174.0,0.0
1131,Portugal,19,1918.8,2170.0,0.0
1132,Portugal,20,1957.2,2056.0,0.0
1133,Portugal,21,1917.0,2069.0,0.0
1134,Portugal,22,1915.8,2332.0,0.0
1135,Portugal,23,1879.4,2022.0,0.0
1136,Portugal,24,1873.6,1870.0,0.0
1137,Portugal,25,1984.0,1940.0,0.0
1138,Portugal,26,1851.8,2121.0,0.0
1139,Portugal,27,1810.6,2056.0,0.0
1140,Portugal,28,1842.8,2226.0,0.0
1141,Portugal,29,1835.0,2644.0,0.0
1142,Portugal,30,1853.8,2437.0,0.0
1143,Portugal,31,1901.6,2213.0,0.0
1144,Portugal,32,1935.6,2084.0,0.0
1145,Portugal,33,1821.2,1930.0,0.0
1146,Portugal,34,1911.8,2006.0,0.0
1147,Portugal,35,1790.4,2068.0,0.0
1148,Portugal,36,1844.0,2061.0,0.0
1149,Portugal,37,1786.6,2230.0,0.0
1150,Portugal,38,1818.6,2115.0,0.0
1151,Portugal,39,1860.6,1882.0,0.0
1152,Portugal,40,1908.8,2131.0,0.0
1153,Portugal,41,1868.6,2149.0,0.0
1154,Portugal,42,1938.2,2208.0,0.0
1155,Portugal,43,1982.4,2218.0,0.0
1156,Portugal,44,1983.4,2466.0,0.0
1157,Portugal,45,2028.2,2553.0,0.0
1158,Portugal,46,2076.6,2736.0,0.0
1159,Portugal,47,2116.2,2698.0,0.0
1160,Portugal,48,2198.8,2683.0,0.0
1161,Portugal,49,2238.8,2844.0,0.0
1162,Portugal,50,2280.4,3021.0,0.0
1163,Portugal,51,2396.6,2912.0,0.0
1164,Portugal,52,2545.8,2789.0,0.0
1165,Portugal,53,2331.0,3142.0,0.0
1166,Bulgaria,1,2584.6,2111.0,2580.0
1167,Bulgaria,2,2574.4,2279.0,2458.0
1168,Bulgaria,3,2528.6,2185.0,2488.0
1169,Bulgaria,4,2508.2,2393.0,2421.0
1170,Bulgaria,5,2460.8,2439.0,2332.0
1171,Bulgaria,6,2313.8,2350.0,2316.0
1172,Bulgaria,7,2294.6,2310.0,2434.0
1173,Bulgaria,8,2288.6,2161.0,2520.0
1174,Bulgaria,9,2280.4,2183.0,2679.0
1175,Bulgaria,10,2267.6,2049.0,2955.0
1176,Bulgaria,11,2204.0,2075.0,3307.0
1177,Bulgaria,12,2162.0,2044.0,3586.0
1178,Bulgaria,13,2143.8,2082.0,0.0
1179,Bulgaria,14,2131.4,2041.0,0.0
1180,Bulgaria,15,2074.6,2030.0,0.0
1181,Bulgaria,16,2066.2,2024.0,0.0
1182,Bulgaria,17,2053.0,1981.0,0.0
1183,Bulgaria,18,2013.0,1891.0,0.0
1184,Bulgaria,19,2029.4,1913.0,0.0
1185,Bulgaria,20,1970.6,2087.0,0.0
1186,Bulgaria,21,1973.2,1898.0,0.0
1187,Bulgaria,22,1953.8,1799.0,0.0
1188,Bulgaria,23,1919.4,1922.0,0.0
1189,Bulgaria,24,1935.6,1951.0,0.0
1190,Bulgaria,25,1962.0,1930.0,0.0
1191,Bulgaria,26,1957.8,1904.0,0.0
1192,Bulgaria,27,1898.8,2138.0,0.0
1193,Bulgaria,28,1940.8,2043.0,0.0
1194,Bulgaria,29,1872.0,1846.0,0.0
1195,Bulgaria,30,1972.8,1987.0,0.0
1196,Bulgaria,31,1961.6,2161.0,0.0
1197,Bulgaria,32,1933.6,2059.0,0.0
1198,Bulgaria,33,1860.2,1975.0,0.0
1199,Bulgaria,34,1833.0,1911.0,0.0
1200,Bulgaria,35,1820.0,1937.0,0.0
1201,Bulgaria,36,1814.0,1946.0,0.0
1202,Bulgaria,37,1818.2,1912.0,0.0
1203,Bulgaria,38,1812.4,1849.0,0.0
1204,Bulgaria,39,1804.4,1844.0,0.0
1205,Bulgaria,40,1948.0,1986.0,0.0
1206,Bulgaria,41,1986.6,2084.0,0.0
1207,Bulgaria,42,2057.8,2157.0,0.0
1208,Bulgaria,43,2052.2,2372.0,0.0
1209,Bulgaria,44,2087.0,2732.0,0.0
1210,Bulgaria,45,2104.2,3236.0,0.0
1211,Bulgaria,46,2124.8,3948.0,0.0
1212,Bulgaria,47,2082.6,4407.0,0.0
1213,Bulgaria,48,2102.0,4739.0,0.0
1214,Bulgaria,49,2155.8,4753.0,0.0
1215,Bulgaria,50,2194.8,4370.0,0.0
1216,Bulgaria,51,2225.6,3945.0,0.0
1217,Bulgaria,52,2356.6,3242.0,0.0
1218,Bulgaria,53,2133.0,2950.0,0.0
1219,Austria,1,1809.0,1614.0,1960.0
1220,Austria,2,1857.0,1702.0,1958.0
1221,Austria,3,1786.4,1797.0,2008.0
1222,Austria,4,1747.0,1779.0,1948.0
1223,Austria,5,1818.6,1947.0,1866.0
1224,Austria,6,1836.8,1682.0,1758.0
1225,Austria,7,1812.8,1721.0,1718.0
1226,Austria,8,1822.0,1719.0,1662.0
1227,Austria,9,1815.6,1768.0,1578.0
1228,Austria,10,1753.6,1744.0,1741.0
1229,Austria,11,1711.4,1718.0,1675.0
1230,Austria,12,1598.0,1836.0,1599.0
1231,Austria,13,1645.8,1765.0,0.0
1232,Austria,14,1585.4,1828.0,0.0
1233,Austria,15,1546.2,1793.0,0.0
1234,Austria,16,1523.4,1704.0,0.0
1235,Austria,17,1470.2,1588.0,0.0
1236,Austria,18,1464.6,1480.0,0.0
1237,Austria,19,1439.4,1520.0,0.0
1238,Austria,20,1463.0,1489.0,0.0
1239,Austria,21,1421.6,1481.0,0.0
1240,Austria,22,1414.4,1418.0,0.0
1241,Austria,23,1412.4,1490.0,0.0
1242,Austria,24,1443.4,1461.0,0.0
1243,Austria,25,1407.6,1413.0,0.0
1244,Austria,26,1399.8,1438.0,0.0
1245,Austria,27,1435.2,1561.0,0.0
1246,Austria,28,1377.4,1383.0,0.0
1247,Austria,29,1469.8,1443.0,0.0
1248,Austria,30,1488.8,1452.0,0.0
1249,Austria,31,1504.8,1527.0,0.0
1250,Austria,32,1426.2,1433.0,0.0
1251,Austria,33,1460.6,1607.0,0.0
1252,Austria,34,1433.8,1477.0,0.0
1253,Austria,35,1426.8,1500.0,0.0
1254,Austria,36,1377.2,1523.0,0.0
1255,Austria,37,1424.8,1568.0,0.0
1256,Austria,38,1423.0,1569.0,0.0
1257,Austria,39,1471.6,1532.0,0.0
1258,Austria,40,1510.4,1587.0,0.0
1259,Austria,41,1519.0,1624.0,0.0
1260,Austria,42,1505.2,1619.0,0.0
1261,Austria,43,1509.0,1780.0,0.0
1262,Austria,44,1513.0,1896.0,0.0
1263,Austria,45,1509.4,2006.0,0.0
1264,Austria,46,1552.4,2287.0,0.0
1265,Austria,47,1538.0,2414.0,0.0
1266,Austria,48,1546.2,2442.0,0.0
1267,Austria,49,1603.0,2550.0,0.0
1268,Austria,50,1606.8,2479.0,0.0
1269,Austria,51,1653.6,2264.0,0.0
1270,Austria,52,1735.2,2131.0,0.0
1271,Austria,53,1537.0,2004.0,0.0
1272,Taiwan,1,3358.0,3494.0,0.0
