Bulgaria,Ukraine,1671,2451,3230,4526,5631,8386,9639
Sweden,France,4401,5223,5602,6530,7827,9061,9635
Greece,Bangladesh,7665,6129,4694,7361,10432,9812,9634
Mali,Sierra Leone,1227,1283,1177,4800,8475,9143,9608
Spain,Armenia,282,657,1315,7216,10246,9516,9606
Cayman Islands,Jamaica,3751,5602,7454,8468,9467,9351,9598
Switzerland,Greece,5583,5666,5770,6755,7873,9252,9596
Sweden,Morocco,3529,4188,4492,5547,7064,9086,9589
Argentina,Germany,15674,12672,9671,8840,8009,9242,9588
South Sudan,Kenya,,,,,9821,9558,9570
United Republic of Tanzania,India,4968,6308,6642,7198,7629,8010,9546
Guadeloupe,Martinique,5803,6985,8167,8636,9104,9446,9526
Canada,Costa Rica,1304,1894,2529,3416,8190,9158,9520
United States of America,Libya,4037,4763,5500,6250,7213,9215,9520
United States of America,Slovenia,3347,4721,6124,6149,6363,9205,9510
"China, Hong Kong SAR",Nepal,6254,6980,7706,8413,9141,9334,9479
Denmark,Sri Lanka,5014,6510,8005,8033,8060,8594,9472
Turkey,Uzbekistan,1992,4632,7375,7615,7867,7997,9450
Madagascar,France,6672,5908,6567,7269,8066,8950,9443
Canada,Cameroon,302,1275,2278,5392,8105,9063,9422
South Africa,Canada,2877,2292,2357,2821,4884,8889,9401
Canada,Myanmar,2337,2995,3724,5703,8080,9036,9394
Hungary,United Kingdom,521,2091,3661,4522,5383,7928,9392
Spain,Hungary,587,770,1285,2869,7773,9297,9385
Netherlands,Dominican Republic,2403,3933,5593,7037,7792,8688,9383
Kazakhstan,Armenia,7596,7156,6716,7657,8597,9144,9371
Austria,Nigeria,4673,5273,5872,6563,7254,8485,9343
France,Israel,5866,6056,6245,8559,8502,9355,9336
Austria,Netherlands,4668,5267,5865,6556,7247,8476,9333
Democratic Republic of the Congo,South Sudan,113409,137306,118742,57555,4472,8749,9329
Norway,Netherlands,3268,3552,4108,4742,7271,8707,9320
China,United Kingdom,4737,5649,6561,7238,7915,9108,9308
Tunisia,Libya,1224,1215,1791,1725,7062,9147,9302
United Kingdom,Argentina,947,3722,6561,8001,10094,8844,9296
Venezuela (Bolivarian Republic of),Guyana,4601,5577,6698,7511,8410,9149,9291
United Arab Emirates,Somalia,2578,3304,4221,4165,8173,8930,9284
Spain,El Salvador,1195,1441,2307,4372,7951,9192,9279
State of Palestine,Oman,9110,8902,8695,9060,9426,9334,9269
Israel,Syrian Arab Republic,10963,11277,10960,10017,9195,9483,9249
TFYR Macedonia,Montenegro,9247,8606,8065,8292,8519,9229,9246
France,Czechia,11542,11915,12288,4616,8419,9263,9244
"China, Hong Kong SAR",Australia,6092,6799,7506,8195,8903,9091,9233
Switzerland,Eritrea,995,2734,4483,5967,7568,8893,9224
Chile,Spain,9710,9179,8648,7012,5376,8834,9194
Switzerland,Argentina,4509,5249,6009,6710,7542,8863,9193
Ecuador,Venezuela (Bolivarian Republic of),2549,3120,3691,4357,6120,8901,9166
China,India,4496,5478,6460,7126,7793,8968,9164
Thailand,India,3389,5665,9112,8371,8232,8901,9162
Germany,Venezuela (Bolivarian Republic of),1662,2306,2950,5362,7362,7671,9130
Japan,Malaysia,4684,5428,8387,7889,8364,8750,9099
Israel,Georgia,25921,24200,21123,14988,9034,9317,9087
Mexico,Peru,2981,4140,5479,5371,5886,8853,9083
Luxembourg,Montenegro,2301,4925,7519,6563,8543,8945,9065
Austria,Ukraine,4534,5115,5696,6367,7038,8232,9064
United Kingdom,Cameroon,451,1773,3125,6210,9801,8587,9026
Canada,Eritrea,4630,4649,4779,6173,7750,8666,9009
Kyrgyzstan,Uzbekistan,18416,16955,15230,12914,10402,9183,8999
Guatemala,United States of America,5822,5639,5456,6473,7514,8643,8993
Australia,Slovenia,7227,8185,8660,8770,8400,8577,8992
Italy,Mexico,4331,4177,4023,6424,8825,8827,8982
Albania,Italy,11287,12200,13113,11069,9025,8896,8973
Argentina,Colombia,2702,3162,3622,2672,1722,8640,8963
Finland,TFYR Macedonia,,10,19,62,104,8214,8963
El Salvador,Guatemala,8235,7224,6212,7367,8521,8885,8943
Honduras,El Salvador,114810,60692,6574,6439,6303,8853,8941
Spain,Austria,2259,3212,5548,6332,8714,8844,8927
United States of America,Bermuda,7972,8284,8591,8425,8516,8636,8922
Cameroon,Mali,,,,8251,6567,8388,8914
Norway,Iceland,2221,2601,3780,3656,4862,8324,8910
Guatemala,Nicaragua,3726,4565,5404,6424,7443,8561,8908
South Africa,Austria,3523,2520,2232,2671,4625,8418,8903
Zambia,Congo,116,456,1794,5632,8481,8809,8897
France,Burkina Faso,3831,3955,4079,6972,8081,8891,8873
Germany,Norway,6286,6815,7344,7252,7150,7450,8867
Sweden,Bulgaria,2756,3271,3508,3962,6254,8377,8858
Spain,Georgia,102,257,523,4926,9792,8760,8843
Ireland,Hungary,167,906,2144,5545,8033,8206,8825
China,Canada,3756,4985,6215,6856,7498,8629,8818
France,Ethiopia,3850,3975,4099,5594,8020,8824,8806
Tunisia,France,3870,3841,4754,4577,6669,8638,8784
Germany,Democratic Republic of the Congo,4459,9428,14396,10422,7060,7356,8755
TFYR Macedonia,Bosnia and Herzegovina,4365,5989,7614,7828,8043,8713,8729
Guatemala,Honduras,4768,5032,5295,6294,7292,8387,8726
Armenia,Iran (Islamic Republic of),9654,10242,11205,7411,6172,8733,8711
Israel,Brazil,5866,6759,7274,7919,8661,8932,8711
Mauritius,India,515,1483,3278,5252,7517,8651,8689
Mozambique,Lesotho,3531,5182,6265,6895,7548,8403,8685
United Kingdom,Isle of Man,9974,8238,6642,7719,9426,8259,8681
Canada,Malta,9773,9463,9379,8099,7435,8314,8643
Romania,Germany,1783,2033,2174,2580,3008,6552,8643
New Zealand,Zimbabwe,676,822,2807,7794,8170,8416,8640
Spain,Czechia,685,958,1645,4368,8540,8548,8629
Spain,Mauritania,702,1154,2103,8638,11138,8532,8612
United Kingdom,Mexico,704,2769,4882,6836,9348,8191,8610
Canada,State of Palestine,5397,5420,5572,6362,7395,8269,8597
Mexico,Republic of Korea,128,300,487,2101,3960,8376,8593
Japan,Russian Federation,440,2199,4893,7370,7814,8244,8573
Botswana,United Kingdom,3289,2034,993,3600,6220,8264,8561
Sweden,Croatia,4108,4875,5229,5937,6260,7493,8549
Romania,France,427,677,891,1319,1763,6471,8536
United Arab Emirates,Morocco,1948,2496,3188,3594,7508,8204,8529
Bulgaria,Romania,143,1393,2642,4308,5792,7416,8524
Uzbekistan,Germany,19362,14711,9353,9362,8998,8610,8523
Germany,Ecuador,1252,2397,3541,5360,6865,7153,8514
Ireland,Italy,1296,1977,3745,6259,7743,7910,8507
State of Palestine,Bahrain,8351,8161,7971,8305,8640,8555,8495
United Kingdom,Indonesia,938,3687,6499,7546,9208,8068,8481
Mozambique,United Republic of Tanzania,2935,4571,5706,6526,7367,8201,8476
France,Australia,3931,4058,4185,5406,7718,8492,8475
Slovakia,Romania,1115,2843,5353,6003,6731,8152,8474
Belarus,Georgia,9868,9348,8827,8705,8583,8507,8473
Romania,Hungary,9320,7522,5318,5868,6256,6420,8469
Argentina,France,6463,6229,5996,6534,7071,8160,8465
Argentina,Republic of Korea,10229,9078,7927,7497,7066,8154,8459
Malaysia,Thailand,31127,29090,30108,17786,7928,8283,8448
Liberia,Ghana,9952,9723,9542,6646,7069,8113,8439
Qatar,Lebanon,3090,3377,3162,3211,5865,8274,8439
Guinea,Sierra Leone,15985,273125,365828,27115,13557,8683,8436
Finland,Germany,2586,2800,3013,4605,6197,7729,8434
Italy,Japan,13179,10155,7130,7707,8284,8285,8430
Indonesia,Pakistan,5486,3629,1773,4457,7428,8223,8412
Namibia,Germany,13401,12815,11896,9406,9063,8574,8412
Thailand,Japan,10091,9092,9971,8458,7553,8167,8406
Malawi,Burundi,705,5896,5677,5410,5314,8250,8402
Brazil,Colombia,2223,3196,4169,5520,6792,8179,8395
Chile,United States of America,5650,6767,7884,6373,4902,8058,8386
Australia,Cook Islands,2295,3562,4620,5450,6640,7986,8372
Mauritius,Bangladesh,71,150,313,3672,7235,8327,8364
Panama,Dominican Republic,1474,3554,5859,6227,6893,8095,8358
Norway,Ethiopia,1681,2227,2567,3057,5170,7789,8337
Ireland,Spain,499,1765,4000,6314,7588,7751,8336
Togo,Mali,1539,2038,2699,3674,7641,8122,8330
Malawi,South Africa,1276,9179,8837,8421,8272,8174,8325
Greece,Philippines,11217,8569,6061,7359,9006,8470,8316
Belgium,Cameroon,1592,1640,1641,3430,7305,8173,8277
Canada,Paraguay,4702,4780,4972,6040,7110,7951,8266
Viet Nam,Bangladesh,225,523,1244,4129,6540,7895,8254
New Zealand,Thailand,2671,4372,5014,5890,7012,8023,8236
United Republic of Tanzania,Malawi,7218,7121,7098,7048,7011,6907,8231
United States of America,Malta,9614,9207,8777,8275,8016,7966,8230
Australia,Belgium,4620,5131,5340,5810,6530,7849,8229
Viet Nam,Indonesia,793,2197,5662,5861,6511,7860,8217
Hungary,United States of America,2956,3967,4977,6147,7317,7777,8216
United Kingdom,Grenada,1366,5367,9460,8825,8910,7807,8206
Denmark,Netherlands,2389,3612,4835,5694,6553,7437,8197
Switzerland,Australia,3033,3559,4099,5347,6699,7872,8165
Denmark,France,2451,3345,4238,5231,6224,7406,8163
United Kingdom,Syrian Arab Republic,2761,3366,4028,6191,8858,7761,8158
Somalia,Yemen,,,,,,5883,8141
Australia,Somalia,361,2113,3740,4500,6210,7743,8118
South Africa,Cyprus,944,1304,2035,2435,4216,7673,8115
Libya,Malaysia,6980,6351,5828,6422,7026,7921,8098
Trinidad and Tobago,Grenada,16589,15066,11148,11973,7748,8026,8079
Cote d'Ivoire,Mauritania,9873,10316,9058,8241,7702,7997,8076
United Kingdom,Saint Lucia,1153,4534,7993,8046,8756,7672,8064
United Kingdom,Venezuela (Bolivarian Republic of),555,2182,3846,6053,8754,7670,8062
Greece,Uzbekistan,1284,3199,5167,6778,8819,8208,8059
Norway,Republic of Korea,4821,5355,5966,6576,7082,7529,8059
Kazakhstan,Greece,18571,12167,5763,6570,7377,7846,8041
Finland,Turkey,457,1133,1808,3594,5379,7367,8039
Switzerland,Chile,4716,4967,5238,5860,6596,7751,8039
Bulgaria,United Kingdom,59,692,1324,2165,2914,6982,8025
Panama,Costa Rica,3919,4155,4654,5500,6608,7760,8012
New Caledonia,Wallis and Futuna Islands,5558,6446,7325,7373,7413,7794,8010
South Africa,Uganda,4621,2882,1962,2403,4161,7573,8009
India,Afghanistan,14159,12026,9892,9140,8387,8086,8005
Romania,Turkey,878,1810,2645,2927,3478,6059,7992
Poland,Ireland,101,86,74,3912,7874,7592,7952
Portugal,India,1939,4184,6600,7355,6889,7809,7947
United States of America,Micronesia (Fed. States of),2741,4980,7267,6933,6803,7680,7934
Israel,Canada,4777,5666,6238,7019,7885,8132,7931
Thailand,Sri Lanka,3781,6348,10226,8375,7126,7705,7931
Switzerland,South Africa,4029,4606,5200,5792,6498,7636,7920
Canada,Sweden,7489,7391,7468,7150,6800,7604,7905
Netherlands,Eritrea,155,228,309,644,1081,2150,7902
Brazil,Angola,4868,5612,6355,6418,6389,7694,7897
Denmark,Ukraine,605,650,695,3602,6508,7150,7880
Switzerland,Japan,3892,4434,4993,5673,6464,7596,7878
El Salvador,Nicaragua,3893,4219,4545,6024,7502,7823,7874
Namibia,South Africa,12536,11988,11132,8802,8481,8023,7872
Honduras,Nicaragua,142802,74273,5768,5649,5530,7767,7844
United Kingdom,Congo,456,1793,3162,5608,8511,7457,7838
Zambia,Rwanda,,2285,3662,6873,7462,7750,7827
Bahamas,Jamaica,2792,3282,3773,5349,6925,7503,7819
Switzerland,Iraq,3291,4104,4932,5619,6416,7539,7819
United Arab Emirates,Afghanistan,1630,2088,2668,3208,6878,7515,7813
Belgium,India,2419,2904,3304,4824,6894,7713,7811
South Africa,Rwanda,2094,1512,1292,2341,4053,7377,7802
State of Palestine,United States of America,8436,8244,8052,7978,7904,7826,7771
Tajikistan,Uzbekistan,18848,12829,7971,7688,7860,7798,7746
Guinea,Cote d'Ivoire,2472,2850,3087,7307,12219,7968,7741
United Kingdom,Ecuador,423,1665,2936,5440,8388,7349,7725
Turkey,Georgia,1575,3813,6065,6249,6439,6536,7723
Bahrain,Sudan,4235,4760,5299,6869,9955,7522,7719
Egypt,Saudi Arabia,4546,5065,5987,7128,7693,9125,7712
Cyprus,Philippines,1793,2535,3277,4796,7690,7834,7709
France,Georgia,1337,1381,1424,5304,7011,7714,7698
Ecuador,Spain,2013,2556,3099,3658,5138,7473,7695
United Kingdom,Estonia,545,1233,1943,4937,8333,7301,7674
Canada,Uruguay,5033,5570,6240,6280,6600,7380,7672
"China, Hong Kong SAR",Pakistan,5062,5650,6237,6809,7398,7554,7672
Switzerland,Ukraine,1593,3109,4638,5401,6269,7367,7641
Italy,Uruguay,678,1637,2596,5048,7499,7500,7631
Romania,Serbia,565,1255,1879,1973,2041,5783,7628
South Africa,Egypt,837,1204,1914,2289,3963,7213,7628
Venezuela (Bolivarian Republic of),Lebanon,7601,7179,6718,6927,7131,7486,7602
Germany,Bangladesh,4767,5304,5841,6009,6129,6386,7601
Sweden,Peru,3560,4225,4531,5514,6565,7444,7595
Argentina,Poland,29520,21429,13338,9839,6339,7315,7589
Netherlands,Republic of Korea,4145,4521,5056,5899,6426,7092,7587
Turkmenistan,Azerbaijan,11793,10639,8497,8285,7698,7636,7584
Netherlands,Nigeria,1410,2580,3836,4967,6310,7079,7583
Belarus,Republic of Moldova,8826,8361,7895,7786,7676,7608,7578
Kenya,Sudan,814,7568,11374,8766,7459,7614,7573
Zimbabwe,United Kingdom,19136,18132,23747,19394,12174,7560,7560
Tajikistan,Afghanistan,8485,12248,17118,12636,8900,7587,7537
Algeria,Iraq,918,4249,7579,5982,6574,7256,7533
France,Chad,2554,2637,2719,6219,6858,7545,7530
New Zealand,"China, Hong Kong SAR",4839,11441,10996,7350,7401,7334,7529
Switzerland,Cameroon,2245,3555,4879,5473,6175,7256,7526
Netherlands,Switzerland,4279,4863,5618,5955,6373,6889,7515
Mozambique,Cabo Verde,3144,4567,5489,5996,6524,7263,7506
Spain,Guatemala,975,1214,1977,3643,6440,7411,7481
Australia,United Arab Emirates,561,1005,1390,2790,5230,7131,7476
Australia,Zambia,2312,2979,3470,4530,6200,7121,7465
Slovenia,Ghana,5,10,16,16,12868,7536,7455
Sweden,Bangladesh,2307,2738,2937,3924,5520,7193,7448
Sweden,Brazil,2747,3259,3496,4457,5783,6977,7425
Libya,Russian Federation,26586,15828,5331,5874,6427,7246,7408
Sweden,Ukraine,1146,1360,1459,2777,4250,6870,7406
Portugal,Canada,4262,5657,7283,7470,6417,7275,7404
United Kingdom,Croatia,1897,4290,6757,7108,8038,7042,7402
Uruguay,Italy,15780,14943,13403,7655,7091,7326,7399
Libya,United Kingdom,8712,6959,5321,5863,6415,7232,7393
Mexico,Chile,2783,4144,5685,5175,5267,7202,7389
United Kingdom,Serbia,1586,3588,5651,6567,8019,7026,7385
Germany,Somalia,5957,6853,7749,6784,5953,6203,7383
South Africa,Israel,2441,1879,1850,2214,3833,6976,7378
Spain,Slovakia,110,212,406,3279,7312,7297,7366
Peru,Chile,5138,4483,5239,6129,6644,7182,7362
Norway,Finland,4257,4533,6635,6538,6611,6866,7349
Finland,Viet Nam,1645,2035,2424,3560,4696,6733,7347
Denmark,Italy,2203,2768,3333,4199,5065,6629,7306
Qatar,Syrian Arab Republic,526,571,531,3279,8688,7148,7290
Egypt,Germany,9692,7378,5649,6725,7258,8609,7276
Viet Nam,Lao People's Democratic Republic,1033,1889,3994,4941,5981,6956,7272
Angola,Rwanda,46,115,183,527,871,7193,7264
Thailand,Viet Nam,18879,12336,8340,7172,6519,7049,7255
Canada,Burundi,489,1389,2323,4374,6225,6961,7237
Dominican Republic,Spain,7354,8168,8982,7864,6691,7062,7221
Italy,Lebanon,9128,6639,4149,5617,7085,7086,7210
Angola,Congo,410,477,543,703,862,7118,7189
Libya,Germany,27674,16289,5172,5699,6235,7029,7186
Norway,Chile,5496,5249,5444,5893,6336,6671,7140
Switzerland,Democratic Republic of the Congo,805,2594,4393,5070,5846,6870,7125
Philippines,Republic of Korea,593,798,1827,1478,6799,6906,7123
Canada,Latvia,7412,7443,7651,6814,6125,6849,7120
Indonesia,Netherlands,928,614,300,3187,6279,6950,7110
Sweden,Latvia,1811,2149,2305,2715,4131,6567,7107
Sweden,Sri Lanka,4599,5458,5854,6228,6676,7001,7106
United States Virgin Islands,Saint Kitts and Nevis,5828,6435,7054,7074,7096,7100,7103
Ireland,Australia,532,1882,4267,5846,6462,6601,7099
Colombia,Spain,5631,5620,5608,5428,6188,6928,7086
Finland,Iran (Islamic Republic of),558,1160,1762,3040,4318,6491,7083
Portugal,United States of America,5467,6236,7258,7303,6137,6957,7080
United States of America,Marshall Islands,1086,3750,6478,6179,6063,6845,7072
Ireland,Russian Federation,229,1244,2943,5108,6432,6570,7065
Maldives,Sri Lanka,4289,6212,7720,6929,6850,6772,7062
Egypt,Russian Federation,9311,7112,5477,6521,7038,8348,7055
Finland,United Kingdom,1738,2018,2297,3528,4759,6466,7055
Netherlands,Austria,6902,6701,6742,6514,6530,6671,7054
India,China,18165,13430,8695,8034,7372,7107,7035
New Zealand,Cambodia,4114,3575,4643,5600,6263,6826,7007
Slovakia,Poland,1207,2476,4425,4962,5564,6739,7005
United Kingdom,Cote d'Ivoire,388,1529,2697,4946,7598,6657,6997
Mali,Togo,893,934,856,3493,6167,6653,6991
Australia,Slovakia,2697,4671,6370,6080,6000,6667,6989
Spain,Canada,2236,2642,4185,4961,5698,6922,6987
Democratic Republic of the Congo,Congo,3647,5912,9470,9470,1551,6545,6979
China,Japan,4547,4732,4917,5424,5932,6826,6975
Switzerland,Angola,3772,4232,4709,5161,5715,6716,6966
Turkmenistan,Armenia,11250,9767,7800,7605,7066,7009,6961
Romania,Russian Federation,7224,7431,7238,7475,7627,5269,6950
Serbia,Austria,860,5461,7425,7325,7160,6998,6950
Luxembourg,United Kingdom,2355,3041,3760,4047,6546,6854,6946
United Kingdom,Bosnia and Herzegovina,1816,4108,6470,6731,7540,6605,6943
Greece,Syrian Arab Republic,6547,6220,5996,6597,7489,7044,6916
Kazakhstan,Kyrgyzstan,5606,5276,4946,5639,6331,6734,6901
Romania,United Kingdom,273,354,416,701,997,5208,6870
Honduras,United States of America,2692,3877,5061,4946,4851,6799,6866
Switzerland,Mexico,2539,3416,4306,4915,5621,6605,6851
Guinea,Algeria,,,,,,7044,6843
Libya,Italy,13295,9034,4923,5424,5934,6690,6839
Sierra Leone,Liberia,130316,15725,10813,64137,12509,6536,6825
France,Ghana,5576,5756,5936,5389,6190,6811,6797
France,Albania,3391,3501,3611,5747,6189,6810,6796
Greece,South Africa,1755,3596,5497,6279,7346,6910,6784
Norway,France,2433,2459,2934,3189,4635,6324,6769
Malaysia,Sri Lanka,1194,1366,1682,3758,6355,6634,6766
Denmark,Spain,1525,2136,2747,3645,4542,6133,6759
Canada,Honduras,2202,3293,4462,5243,5805,6491,6748
Czechia,Bulgaria,1154,1731,2308,4421,6171,6449,6709
Malawi,Rwanda,2249,5138,4947,4714,4631,6576,6697
Australia,Nigeria,959,1431,1820,2600,4690,6382,6691
Italy,Afghanistan,271,236,201,3384,6567,6568,6683
Switzerland,Egypt,3959,4155,4368,4875,5478,6437,6676
France,Djibouti,3050,3149,3247,6015,6075,6684,6670
France,Republic of Moldova,861,889,916,3891,6065,6672,6658
Germany,Turkmenistan,28,1774,3519,4529,5358,5583,6645
United States of America,Montserrat,3493,3747,4004,4784,5732,6427,6640
Democratic Republic of the Congo,Uganda,18418,19780,24177,30111,33,6224,6637
Barbados,Guyana,2557,2792,3026,4640,6277,6594,6629
Ukraine,China,7924,7666,7502,6854,6539,6560,6625
Qatar,Kuwait,6155,7067,6926,5450,8395,6494,6623
Norway,Spain,1321,1403,1610,1841,2684,6182,6617
Sweden,TFYR Macedonia,1856,2202,2362,3391,4507,6117,6616
Denmark,Russian Federation,1595,2544,3493,4232,4971,5999,6612
Reunion,Mayotte,1800,3893,6162,6410,6294,6507,6606
Antigua and Barbuda,Guyana,1660,3489,5317,5702,6086,6472,6601
Australia,Jordan,2175,2918,3490,4200,5270,6287,6591
Cyprus,Bulgaria,1531,2165,2799,4097,6569,6692,6585
Mozambique,Zambia,1288,2606,3639,4673,5722,6370,6583
India,Bhutan,11088,9610,8131,7513,6894,6647,6580
France,Denmark,6772,6991,7210,6496,5991,6591,6578
Greece,France,10626,8518,6549,6696,7118,6695,6573
United Kingdom,Saint Vincent and the Grenadines,990,3889,6855,6718,7129,6246,6565
New Zealand,Viet Nam,3076,3371,3841,4662,5572,6393,6563
Seychelles,India,1276,1651,2026,3907,5788,6482,6550
Finland,India,549,768,986,2563,4140,5995,6541
France,Dominica,744,768,792,7416,5956,6553,6540
Ireland,Czechia,265,1437,3400,5096,5953,6081,6539
Italy,Portugal,6791,6018,5245,5830,6414,6415,6527
Italy,Sweden,5968,5003,4038,5224,6410,6411,6523
Brunei Darussalam,Indonesia,3324,4551,5778,5907,6036,6165,6517
South Africa,Bulgaria,3836,2393,1629,1949,3374,6141,6494
United States of America,Aruba,3363,3635,3910,4673,5598,6277,6485
Canada,Cote d'Ivoire,1670,1677,1723,3845,5570,6229,6476
Trinidad and Tobago,Saint Vincent and the Grenadines,11629,10556,8384,8998,6207,6430,6472
Canada,"China, Macao SAR",6592,6620,6805,5977,5565,6223,6469
Denmark,Morocco,3004,3943,4881,5157,5432,5861,6460
Bulgaria,Spain,18,346,674,1109,1497,5603,6440
Spain,Australia,2358,2727,4271,4630,5594,6376,6436
Denmark,Bulgaria,224,445,666,1760,2853,5839,6435
Monaco,France,7679,7401,7134,6719,6399,6371,6435
France,Venezuela (Bolivarian Republic of),3253,3358,3463,5493,5858,6446,6433
Netherlands,Japan,4076,4799,5687,6138,5869,5835,6429
United Kingdom,Montserrat,1290,5069,8935,7640,6969,6105,6417
Switzerland,Lebanon,3516,3861,4222,4695,5260,6181,6411
Australia,Kuwait,919,1761,2500,3100,4310,6108,6403
South Africa,Serbia,1964,1550,1577,1921,3326,6053,6401
United Kingdom,Peru,567,2231,3933,5220,6933,6073,6383
Mexico,Brazil,1682,2482,3391,3744,4532,6198,6359
Japan,Germany,3607,4017,4295,5632,5971,6089,6332
Sweden,Egypt,1638,1944,2085,2499,3391,5839,6328
Turkey,Sweden,1291,3124,4969,5120,5276,5355,6328
Kenya,Rwanda,3874,3970,2519,4059,6201,6330,6296
United Kingdom,Chile,717,2817,4966,5667,6830,5984,6290
South Africa,Ukraine,1822,1488,1577,1887,3267,5946,6288
France,Rwanda,3150,3252,3354,4950,5726,6300,6287
Luxembourg,Serbia,4602,2288,,1929,5921,6199,6282
United Arab Emirates,Saudi Arabia,465,1005,1604,2395,5524,6036,6275
Italy,Cabo Verde,6799,5918,5037,5598,6159,6160,6268
China,Malaysia,3195,3805,4416,4871,5327,6130,6264
Jamaica,United States of America,4575,5615,6668,6493,6329,6193,6237
Switzerland,Denmark,3655,3830,4020,4521,5111,6006,6229
Dominican Republic,Puerto Rico,8767,9738,10708,8265,5763,6083,6220
Israel,Uruguay,4315,4936,5280,5697,6184,6378,6220
Greece,Afghanistan,621,472,331,3401,6731,6331,6216
France,Iraq,4614,4763,4912,4953,5658,6225,6212
Zambia,United Republic of Tanzania,6930,6172,4322,5057,5918,6147,6208
Malaysia,Brunei Darussalam,3234,2956,2989,4120,5822,6083,6204
Canada,Lithuania,6640,6668,6854,5937,5335,5966,6202
Italy,Democratic Republic of the Congo,205,1118,2031,4059,6086,6087,6194
Greece,Italy,12933,9328,5876,6159,6701,6303,6188
Spain,Japan,1640,2027,3286,5083,5638,6128,6186
Norway,Bulgaria,369,566,787,1092,2055,5774,6180
Switzerland,Bulgaria,2439,3067,3708,4345,5068,5955,6176
Austria,Thailand,3088,3484,3879,4336,4792,5604,6171
Italy,Syrian Arab Republic,527,1963,3399,4728,6057,6058,6164
Germany,Malaysia,2616,3016,3415,4267,4967,5175,6159
Romania,Greece,4380,4350,4086,4708,5304,4653,6138
Norway,Colombia,1618,2584,3230,4123,4823,5728,6131
Venezuela (Bolivarian Republic of),Brazil,4323,4590,4828,5214,5623,6026,6119
Ghana,Niger,4229,4214,4714,6629,4915,5826,6091
Peru,Colombia,4247,3706,4331,5066,5492,5937,6086
Austria,Iraq,3043,3433,3823,4273,4723,5524,6082
Israel,Lebanon,3924,4570,4960,5468,6043,6232,6078
Brazil,United Kingdom,3849,3947,4044,4506,4904,5905,6061
Angola,Namibia,345,401,457,591,725,5987,6046
Timor-Leste,Indonesia,4485,4893,5337,5666,5777,5901,6040
United States of America,Kyrgyzstan,1509,1967,2436,3581,4868,5827,6020
Gabon,Democratic Republic of the Congo,2750,3287,4202,4600,5242,5766,6019
India,Kuwait,16860,12149,7437,6872,6306,6080,6019
Croatia,Montenegro,,,,3071,6142,6181,6017
Democratic Republic of the Congo,Sudan,15895,15271,16643,16643,626,5621,5994
Norway,Morocco,2393,3044,3719,4350,4881,5578,5970
Spain,Syrian Arab Republic,1927,2245,3531,4433,4880,5910,5966
Jordan,India,871,2572,4273,8892,13319,5733,5956
Spain,Andorra,2008,2355,3717,4135,5578,5900,5955
Finland,United States of America,2545,2494,2442,3358,4273,5454,5951
Spain,Iran (Islamic Republic of),1771,2159,3477,4212,4920,5888,5943
Georgia,Azerbaijan,7911,6433,5780,5490,5544,5821,5937
Philippines,Dem. People's Republic of Korea,1321,1777,6033,4883,5665,5753,5934
Turkey,Kazakhstan,1209,2926,4654,4795,4941,5015,5926
Belgium,Brazil,895,1301,1670,2804,5208,5827,5901
Tunisia,Morocco,7275,7220,6558,6315,4480,5803,5901
Norway,Syrian Arab Republic,194,420,582,978,1428,5506,5893
Togo,Cote d'Ivoire,1590,1791,2017,2377,3007,5746,5893
Peru,Bolivia (Plurinational State of),4094,3572,4174,4883,5293,5722,5865
France,Nigeria,2710,2798,2886,3986,5331,5866,5854
Australia,Latvia,10144,9573,7390,6330,5580,5581,5851
New Zealand,Iraq,967,1795,4717,5760,5775,5698,5849
Israel,Belgium,3657,4294,4690,5219,5811,5993,5845
Russian Federation,Bulgaria,10760,9934,8749,7315,5731,5841,5845
Sweden,Austria,4731,5614,6021,5866,5913,5841,5838
Trinidad and Tobago,United States of America,2430,2205,3501,3757,5597,5798,5836
Curacao,Dominican Republic,,,,,5259,5715,5834
Netherlands,Ireland,3733,3923,4252,4490,4543,5161,5831
New Zealand,Russian Federation,1072,2580,2837,4380,5070,5679,5830
Sweden,State of Palestine,799,949,1018,2145,3244,5185,5825
Belgium,Armenia,45,38,29,2027,5138,5749,5822
Uzbekistan,Armenia,9213,8402,7498,7039,6291,5870,5811
Yemen,Ethiopia,15804,687,1203,1616,4181,5740,5806
Canada,Senegal,466,1119,1798,3556,4985,5574,5795
Costa Rica,Cuba,4504,3558,4391,2876,5669,5756,5791
United Republic of Tanzania,Uganda,19706,15546,12286,9484,6938,4857,5788
Cyprus,Romania,1345,1902,2459,3599,5771,5879,5785
Mali,Senegal,12899,12540,10719,8533,5099,5501,5780
Portugal,Russian Federation,680,1468,2317,3993,5006,5674,5774
Switzerland,Finland,3408,3555,3716,4186,4738,5567,5774
Bulgaria,Germany,252,625,998,1529,1996,5014,5763
Italy,South Africa,409,824,1238,3447,5656,5657,5756
Italy,Lithuania,16,298,580,3113,5645,5646,5745
Uganda,India,1359,1334,4140,4115,4090,4065,5745
Philippines,Canada,628,845,1872,1515,5480,5565,5740
Latvia,Kazakhstan,528,4627,8726,7993,7058,5919,5728
New Zealand,Singapore,3085,3382,3803,4644,5152,5579,5727
Ireland,Canada,371,1313,2976,4461,5211,5323,5724
Canada,Rwanda,307,1453,2634,3830,4920,5502,5720
