Country,Time,Time_unit,Deaths_old,Deaths_2020,Deaths_2021,Deaths_2022
Croatia,38,week,930.4,975,1080,918
Croatia,39,week,945,963,1106,1076
Croatia,40,week,961.2,1065,1099,1024
Croatia,41,week,973.8,970,1130,998
Croatia,42,week,945.8,1096,1218,983
Croatia,43,week,957,1136,1325,992
Croatia,44,week,962.8,1156,1404,970
Croatia,45,week,975.6,1287,1535,1017
Croatia,46,week,981,1361,1563,977
Croatia,47,week,956.2,1489,1716,1040
Croatia,48,week,974.8,1484,1636,1037
Croatia,49,week,1011.6,1713,1568,1085
Croatia,50,week,1045.8,1761,1536,1131
Croatia,51,week,1048.2,1785,1488,1250
Croatia,52,week,1105.4,1681,1478,1284
Croatia,53,week,1046,1525,,
Cuba,1,month,9318.2,9920,11968,
Cuba,2,month,8471,9134,10689,
Cuba,3,month,8627.4,10022,10610,
Cuba,4,month,8149.6,9330,10332,
Cuba,5,month,8366,8544,10542,
Cuba,6,month,8542.8,8722,10641,
Cuba,7,month,9237.8,9290,18450,
Cuba,8,month,8864.6,9405,28655,
Cuba,9,month,8312,8349,22921,
Cuba,10,month,8639.2,9081,12583,
Cuba,11,month,8629,9460,10008,
Cuba,12,month,9105,11192,10246,
Cyprus,1,week,130.8,152,170,194
Cyprus,2,week,142.8,157,129,175
Cyprus,3,week,137.2,160,141,212
Cyprus,4,week,145.8,157,166,180
Cyprus,5,week,146.8,166,158,203
Cyprus,6,week,157.6,149,120,187
Cyprus,7,week,138,114,142,175
Cyprus,8,week,130.4,145,133,176
Cyprus,9,week,135.8,143,125,149
Cyprus,10,week,125,119,123,148
Cyprus,11,week,123.4,130,137,167
Cyprus,12,week,122.8,139,128,192
Cyprus,13,week,113,139,138,207
Cyprus,14,week,119.8,132,152,181
Cyprus,15,week,112.6,111,166,155
Cyprus,16,week,114.2,122,149,122
Cyprus,17,week,117.8,117,147,142
Cyprus,18,week,115.2,121,155,123
Cyprus,19,week,103,111,113,117
Cyprus,20,week,96.8,139,100,126
Cyprus,21,week,107.4,185,121,121
Cyprus,22,week,101.6,108,119,106
Cyprus,23,week,94.2,124,110,107
Cyprus,24,week,90.6,92,114,123
Cyprus,25,week,107.4,101,112,109
Cyprus,26,week,101.4,107,140,113
Cyprus,27,week,99.8,114,133,119
Cyprus,28,week,114,110,142,156
Cyprus,29,week,98.8,106,151,112
Cyprus,30,week,99.4,116,163,149
Cyprus,31,week,102.8,117,175,117
Cyprus,32,week,107,91,170,140
Cyprus,33,week,92,101,135,106
Cyprus,34,week,100.6,108,150,105
Cyprus,35,week,107.2,110,146,118
Cyprus,36,week,97,95,127,108
Cyprus,37,week,105.2,125,133,124
Cyprus,38,week,96,101,120,104
Cyprus,39,week,97.8,103,128,121
Cyprus,40,week,97.8,113,120,144
Cyprus,41,week,99.8,107,131,102
Cyprus,42,week,99.2,107,122,108
Cyprus,43,week,97.4,114,114,130
Cyprus,44,week,106.4,113,104,142
Cyprus,45,week,100.2,117,137,125
Cyprus,46,week,114.8,128,164,157
Cyprus,47,week,103.6,113,139,124
Cyprus,48,week,116.8,137,155,151
Cyprus,49,week,116,141,145,136
Cyprus,50,week,113.8,156,168,140
Cyprus,51,week,130.8,156,154,142
Cyprus,52,week,122.6,142,185,159
Cyprus,53,week,115,169,,
Czechia,1,week,2365.4,2305,3846,2552
Czechia,2,week,2342.6,2325,3751,2553
Czechia,3,week,2389,2244,3598,2358
Czechia,4,week,2386.2,2337,3449,2372
Czechia,5,week,2405.6,2364,3274,2628
Czechia,6,week,2466.4,2355,3443,2676
Czechia,7,week,2499,2391,3472,2615
Czechia,8,week,2501,2350,3631,2496
Czechia,9,week,2465.8,2360,3919,2404
Czechia,10,week,2411,2294,4028,2385
Czechia,11,week,2330.8,2295,3835,2301
Czechia,12,week,2265.8,2325,3470,2452
Czechia,13,week,2199,2297,3389,2505
Czechia,14,week,2161.8,2320,2947,2415
Czechia,15,week,2116.4,2244,2639,2304
Czechia,16,week,2066,2125,2511,2311
Czechia,17,week,2110.2,2036,2475,2240
Czechia,18,week,2027.4,2109,2305,2261
Czechia,19,week,2022.8,1999,2247,2183
Czechia,20,week,1981.6,2026,2052,2031
Czechia,21,week,1986.6,1919,1959,1889
Czechia,22,week,2038.4,1939,2054,2048
Czechia,23,week,1956.4,2135,1967,2059
Czechia,24,week,1957.4,1983,2055,1973
Czechia,25,week,1948,2022,2002,1975
Czechia,26,week,1961.2,2082,1887,2164
Czechia,27,week,1982.8,2111,1935,1874
Czechia,28,week,1988,1999,2030,1956
Czechia,29,week,1993.8,1989,1959,2311
Czechia,30,week,2029,2088,2107,2182
Czechia,31,week,2035.8,2227,1912,2198
Czechia,32,week,2019.8,2166,2032,2156
Czechia,33,week,2056,2187,1983,2180
Czechia,34,week,1962,2104,1955,2102
Czechia,35,week,1956.4,2033,1999,2025
Czechia,36,week,1958,2038,2074,2158
Czechia,37,week,1960.2,2089,2125,2218
Czechia,38,week,1987.8,2220,2098,2281
Czechia,39,week,2018.2,2392,2074,2350
Czechia,40,week,2101.8,2381,2112,2398
Czechia,41,week,2109.4,2609,2217,2337
Czechia,42,week,2072.8,2946,2311,2299
Czechia,43,week,2079.4,3647,2570,2279
Czechia,44,week,2056,4226,2691,2151
Czechia,45,week,2036.8,4238,2883,2211
Czechia,46,week,2087.2,3852,3047,2198
Czechia,47,week,2088.8,3424,3235,2237
Czechia,48,week,2089.8,3169,3388,2418
Czechia,49,week,2118.6,3100,3370,2429
Czechia,50,week,2160.2,3104,3132,2705
Czechia,51,week,2222.8,3242,2937,2969
Czechia,52,week,2248,3214,2770,3109
Czechia,53,week,2156,3518,,
Denmark,1,week,1121.4,1117,1234,1350
Denmark,2,week,1115,1150,1213,1210
Denmark,3,week,1102.4,1071,1270,1179
Denmark,4,week,1100,1033,1218,1180
Denmark,5,week,1149.2,1094,1206,1209
Denmark,6,week,1138.8,1079,1114,1281
Denmark,7,week,1167.4,1059,1062,1267
Denmark,8,week,1156.2,1034,970,1254
Denmark,9,week,1182.4,1025,974,1230
Denmark,10,week,1169.6,1061,1052,1222
Denmark,11,week,1158.2,1066,968,1189
Denmark,12,week,1122.2,1140,1034,1223
Denmark,13,week,1085.2,1112,973,1198
Denmark,14,week,1055.6,1156,975,1197
Denmark,15,week,1068.6,1143,1029,1159
Denmark,16,week,1025.4,1078,1060,1082
Denmark,17,week,983.2,1086,1014,1129
Denmark,18,week,1034.8,1048,1120,1095
Denmark,19,week,1013.8,1027,1046,1018
Denmark,20,week,972.8,951,1049,1070
Denmark,21,week,968.2,994,1032,994
Denmark,22,week,969.2,968,1031,1054
Denmark,23,week,971.4,962,1053,1046
Denmark,24,week,974,1000,1000,1037
Denmark,25,week,969.8,948,1006,1115
Denmark,26,week,929.8,984,1061,1130
Denmark,27,week,942.6,996,956,1028
Denmark,28,week,942.8,957,1075,1014
Denmark,29,week,958,1026,1051,1101
Denmark,30,week,979.2,944,1057,1069
Denmark,31,week,965.8,983,1134,1091
Denmark,32,week,956.4,957,1085,1074
Denmark,33,week,944.2,993,1048,1148
Denmark,34,week,969.2,995,1064,1119
Denmark,35,week,941,953,1052,993
Denmark,36,week,942,985,1093,1053
Denmark,37,week,950.2,984,1050,1002
Denmark,38,week,965.2,1082,1051,1033
Denmark,39,week,979,974,1139,1099
Denmark,40,week,970.4,996,1064,1140
Denmark,41,week,991.8,938,1161,1085
Denmark,42,week,982.8,1008,1130,1145
Denmark,43,week,983.8,1096,1138,1103
Denmark,44,week,986.6,979,1141,1018
Denmark,45,week,996.4,1026,1142,1091
Denmark,46,week,1018.2,1097,1132,1063
Denmark,47,week,1019.2,1082,1209,1144
Denmark,48,week,1041.8,1097,1215,1166
Denmark,49,week,1080.8,1105,1266,1209
Denmark,50,week,1070.6,1095,1261,1360
Denmark,51,week,1056,1273,1286,1421
Denmark,52,week,1064.2,1212,1275,1384
Denmark,53,week,986,1259,,
Dominican Republic,1,month,3830,4207,4788,5589
Dominican Republic,2,month,3488,3723,3711,3519
Dominican Republic,3,month,3814.6,3598,3958,3554
Dominican Republic,4,month,3481.2,3190,3745,3327
Dominican Republic,5,month,3516.4,3179,4418,3688
Dominican Republic,6,month,3483.2,3926,4925,3621
Dominican Republic,7,month,3630.2,5074,4251,3555
Dominican Republic,8,month,3510.6,4650,3885,3508
Dominican Republic,9,month,3484.2,3620,3811,3405
Dominican Republic,10,month,3701.8,3620,4402,3565
Dominican Republic,11,month,3645.4,3669,4152,
Dominican Republic,12,month,3789.6,4225,4033,
Ecuador,1,week,1392.2,1370,2008,1951
Ecuador,2,week,1392,1567,2197,2288
Ecuador,3,week,1381,1518,2347,2660
Ecuador,4,week,1370.6,1461,2216,2523
Ecuador,5,week,1356.6,1363,2240,2390
Ecuador,6,week,1389.2,1430,2218,2062
Ecuador,7,week,1388.4,1511,2255,1837
Ecuador,8,week,1385.6,1481,2280,1694
Ecuador,9,week,1388.4,1546,2227,1805
Ecuador,10,week,1454.8,1442,2426,1622
Ecuador,11,week,1424.8,1474,2640,1632
Ecuador,12,week,1374.8,1532,2718,1738
Ecuador,13,week,1376.6,3771,2862,1684
Ecuador,14,week,1403.6,7245,3056,1623
Ecuador,15,week,1495.4,6418,3148,1611
Ecuador,16,week,1352,4493,3272,1619
Ecuador,17,week,1331.2,3500,3097,1544
Ecuador,18,week,1356.6,2856,2904,1535
Ecuador,19,week,1301.8,2622,2587,1611
Ecuador,20,week,1343.8,2314,2394,1568
Ecuador,21,week,1318.4,2195,2188,1599
Ecuador,22,week,1327.8,2125,2003,1602
Ecuador,23,week,1341,2088,1986,1679
Ecuador,24,week,1311,2181,1936,1650
Ecuador,25,week,1331,2151,1920,1699
Ecuador,26,week,1333.2,2142,1835,1662
Ecuador,27,week,1339.4,2243,1888,1644
Ecuador,28,week,1304.8,2431,1821,1706
Ecuador,29,week,1317.6,2536,1745,1731
Ecuador,30,week,1284.2,2569,1772,1748
Ecuador,31,week,1322.6,2542,1627,1718
Ecuador,32,week,1313.4,2486,1591,1800
Ecuador,33,week,1328.2,2379,1555,1725
Ecuador,34,week,1291.6,2198,1618,1682
Ecuador,35,week,1356,2083,1581,1638
Ecuador,36,week,1307.6,2070,1530,1555
Ecuador,37,week,1291.6,1950,1550,1616
Ecuador,38,week,1286.6,1882,1500,1559
Ecuador,39,week,1294,1783,1616,1561
Ecuador,40,week,1319.8,1702,1506,1569
Ecuador,41,week,1284.2,1829,1563,1559
Ecuador,42,week,1288.4,1718,1486,1552
Ecuador,43,week,1290,1758,1478,1546
Ecuador,44,week,1321.4,1682,1481,1620
Ecuador,45,week,1346.2,1672,1588,1473
Ecuador,46,week,1308.2,1765,1613,1548
Ecuador,47,week,1293.6,1812,1595,1642
Ecuador,48,week,1298.6,1719,1530,1722
Ecuador,49,week,1320.4,1799,1647,1703
Ecuador,50,week,1342.6,1670,1659,1723
Ecuador,51,week,1363.8,1783,1743,1830
Ecuador,52,week,1331.8,1779,1806,1850
Ecuador,53,week,1367,1914,,
Egypt,1,month,58571,56964,69452,69000
Egypt,2,month,48206.2,49835,54184,68100
Egypt,3,month,46251.8,49131,60592,53400
Egypt,4,month,42388,42078,67163,44800
Egypt,5,month,43598.6,56747,73447,44500
Egypt,6,month,43236,79078,54580,42600
Egypt,7,month,47102.2,61079,54861,45300
Egypt,8,month,49617.8,56515,56235,48000
Egypt,9,month,42585,49351,57300,42200
Egypt,10,month,42908,45897,65500,48000
Egypt,11,month,43895.4,50681,61200,46900
Egypt,12,month,53155,68844,60400,52700
El Salvador,1,month,4398.4,4545,,
El Salvador,2,month,3209.4,3102,,
El Salvador,3,month,3260.2,2610,,
El Salvador,4,month,3462.6,1906,,
El Salvador,5,month,3649,2082,,
El Salvador,6,month,3664.6,5930,,
El Salvador,7,month,3874.2,8467,,
El Salvador,8,month,3476.2,5210,,
El Salvador,9,month,3417.6,,,
El Salvador,10,month,3758.8,,,
El Salvador,11,month,3426.8,,,
El Salvador,12,month,2624.4,,,
Estonia,1,week,343.8,294,378,388
Estonia,2,week,344.8,326,392,373
Estonia,3,week,330.8,308,406,345
Estonia,4,week,335.6,299,353,358
Estonia,5,week,339.6,307,348,381
Estonia,6,week,340.8,271,376,374
Estonia,7,week,321.6,322,342,442
Estonia,8,week,338.6,331,405,439
Estonia,9,week,333.4,315,418,407
Estonia,10,week,334.4,293,420,390
Estonia,11,week,323.6,340,421,370
Estonia,12,week,311.8,311,403,348
Estonia,13,week,316.8,325,406,330
Estonia,14,week,299.2,312,404,321
Estonia,15,week,304,310,386,307
Estonia,16,week,299.4,309,367,321
Estonia,17,week,285.2,319,313,285
Estonia,18,week,289.4,304,341,304
Estonia,19,week,287.6,307,344,326
Estonia,20,week,305.2,285,318,289
Estonia,21,week,286.6,278,320,285
Estonia,22,week,274.4,301,295,291
Estonia,23,week,279.6,269,302,330
Estonia,24,week,268.8,273,302,297
Estonia,25,week,272,279,395,342
Estonia,26,week,262.8,287,310,339
Estonia,27,week,262.2,268,367,312
Estonia,28,week,265.4,270,319,298
Estonia,29,week,270,284,279,297
Estonia,30,week,280.6,296,280,315
Estonia,31,week,268,304,308,330
Estonia,32,week,286.2,281,305,283
Estonia,33,week,278.2,295,291,319
Estonia,34,week,264.2,265,292,312
Estonia,35,week,272.2,298,325,285
Estonia,36,week,265.8,280,339,298
Estonia,37,week,272.6,256,297,340
Estonia,38,week,281.6,312,346,321
Estonia,39,week,286.6,330,346,356
Estonia,40,week,286.8,301,342,315
Estonia,41,week,285.4,274,348,316
Estonia,42,week,292.4,309,355,284
Estonia,43,week,295.6,304,414,328
Estonia,44,week,294.4,267,419,347
Estonia,45,week,279.8,287,392,337
Estonia,46,week,291,291,397,342
Estonia,47,week,280.6,317,416,304
Estonia,48,week,292.8,334,363,323
Estonia,49,week,296.2,339,379,373
Estonia,50,week,300.8,348,373,401
Estonia,51,week,310.2,344,375,377
Estonia,52,week,314.4,360,284,419
Estonia,53,week,268,368,,
Faroe Islands,1,month,41,31,39,40
Faroe Islands,2,month,32.4,24,36,51
Faroe Islands,3,month,39.4,30,25,56
Faroe Islands,4,month,31,40,40,38
Faroe Islands,5,month,36.4,18,32,46
Faroe Islands,6,month,30.8,36,30,35
Faroe Islands,7,month,31.6,31,36,46
Faroe Islands,8,month,33,28,31,43
Faroe Islands,9,month,30.2,27,34,31
Faroe Islands,10,month,30.6,30,31,29
Faroe Islands,11,month,31,38,43,35
Faroe Islands,12,month,34.8,33,53,37
Finland,1,week,1165.2,1047,1104,1278
Finland,2,week,1180.4,1069,1130,1283
Finland,3,week,1172.4,1061,1204,1403
Finland,4,week,1127.2,1040,1159,1245
Finland,5,week,1137.6,1074,1103,1314
Finland,6,week,1123,1115,1056,1354
Finland,7,week,1098.8,1098,1160,1265
Finland,8,week,1095.2,1091,1133,1167
Finland,9,week,1120.2,1050,1091,1245
Finland,10,week,1102.6,1106,1050,1263
Finland,11,week,1102.8,1105,1090,1243
Finland,12,week,1087.6,1122,1021,1233
Finland,13,week,1064,1108,1053,1275
Finland,14,week,1077,1110,1056,1309
Finland,15,week,1047.4,1181,1033,1277
Finland,16,week,1057.8,1094,1055,1241
Finland,17,week,1015.4,1142,1009,1230
Finland,18,week,1037.8,1131,1068,1210
Finland,19,week,991.4,1074,1116,1160
Finland,20,week,970.8,1104,1009,1112
Finland,21,week,958.6,957,996,1081
Finland,22,week,950.4,990,1013,1070
Finland,23,week,966.2,984,981,1021
Finland,24,week,950,1003,1009,1041
Finland,25,week,967,1068,1080,1066
Finland,26,week,950.6,1021,1009,1143
Finland,27,week,945.8,996,1092,1090
Finland,28,week,943,944,1148,1002
Finland,29,week,959.6,1021,1015,1110
Finland,30,week,973.4,964,1028,1097
Finland,31,week,938.6,982,1063,1114
Finland,32,week,924.8,954,1100,1183
Finland,33,week,950.4,977,1081,1190
Finland,34,week,958.6,1016,1066,1097
Finland,35,week,963,989,1079,1060
Finland,36,week,967.2,979,1148,1193
Finland,37,week,965,1124,1064,1232
Finland,38,week,986.6,1046,1121,1146
Finland,39,week,990.8,1089,1134,1173
Finland,40,week,1016.4,977,1138,1211
Finland,41,week,1022.8,984,1187,1232
Finland,42,week,1015.4,1074,1200,1245
Finland,43,week,1034.8,1070,1129,1251
Finland,44,week,1032.6,1132,1088,1259
Finland,45,week,1008.6,1043,1161,1236
Finland,46,week,994.8,1025,1193,1239
Finland,47,week,1023.2,1119,1229,1278
Finland,48,week,1032.6,1108,1231,1204
Finland,49,week,1058,1119,1300,1361
Finland,50,week,1060.6,1106,1225,1405
Finland,51,week,1088.2,1148,1236,1445
Finland,52,week,1162.4,1129,1336,1462
Finland,53,week,1103,1177,,
France,1,week,13445,12737,14678,14567
France,2,week,13563,13200,14638,14546
France,3,week,13210,12598,15150,14464
France,4,week,13070.8,12331,14786,15078
France,5,week,13071.2,12541,14437,15112
France,6,week,13189.6,12407,14159,14306
France,7,week,13024,12261,14133,13714
France,8,week,12893,11835,13323,12745
France,9,week,12922.2,12042,12965,12790
France,10,week,12623.6,12139,12800,12572
France,11,week,12036.8,12554,12967,12385
France,12,week,11745,13939,12780,12426
France,13,week,11642.4,16188,13241,12844
France,14,week,11380.2,18805,13002,13090
France,15,week,11173.6,17563,13087,13227
France,16,week,11027.8,15396,13222,12716
France,17,week,10917.4,12821,12749,12117
France,18,week,10777,11260,12505,12053
France,19,week,10639.2,11030,11506,11530
France,20,week,10533.2,10755,11244,11295
France,21,week,10531,11116,11057,10381
France,22,week,10265.6,10434,10820,11059
France,23,week,10207.6,10392,10678,10582
France,24,week,10093.2,10360,10860,11359
France,25,week,10365.4,10427,9862,10996
France,26,week,10386.2,11111,10136,10474
France,27,week,10746.6,10020,10495,11480
France,28,week,10218.6,10316,10332,12512
France,29,week,10444.6,10129,11501,13056
France,30,week,10436.6,10542,10676,11670
France,31,week,10156.6,10866,10546,11915
France,32,week,10258.6,10748,11583,12084
France,33,week,10023,11767,11220,11332
France,34,week,10296,10490,10926,11150
France,35,week,10282.2,10503,11472,11087
France,36,week,10078.4,10623,11733,10830
France,37,week,10356.2,11199,10951,10883
France,38,week,10614.6,11781,10914,11530
France,39,week,10628.4,10868,11313,12076
France,40,week,10874.4,11856,11408,12436
France,41,week,11147.8,11841,12069,12409
France,42,week,11011.4,12167,11983,12565
France,43,week,11157.2,13689,12254,12074
France,44,week,11173.6,14613,11683,11693
France,45,week,11289.2,15609,12135,12115
France,46,week,11302.2,15467,12261,12815
France,47,week,11422.8,14993,12853,13033
France,48,week,11550.4,14697,13512,13292
France,49,week,11671.8,14533,13984,14675
France,50,week,11962,14504,13905,15673
France,51,week,12305.2,14106,14599,16878
France,52,week,12618.6,13801,14736,16477
France,53,week,11770,14365,,
French Polynesia,1,month,135,125,162,
French Polynesia,2,month,120.2,138,146,
French Polynesia,3,month,131.4,153,122,
French Polynesia,4,month,139.2,143,127,
French Polynesia,5,month,124.4,125,115,
French Polynesia,6,month,115.8,129,123,
French Polynesia,7,month,128.2,114,138,
French Polynesia,8,month,133,116,567,
French Polynesia,9,month,113.2,136,356,
French Polynesia,10,month,122.4,141,141,
French Polynesia,11,month,127.4,180,146,
French Polynesia,12,month,127.8,179,131,
Georgia,1,month,4815,4630,5134,5628
Georgia,2,month,4104.8,4136,3892,5634
Georgia,3,month,4378,4001,4318,4939
Georgia,4,month,4114.4,3644,4170,3792
Georgia,5,month,4047.2,3860,4557,3705
Georgia,6,month,3703.6,3523,4120,3352
Georgia,7,month,3630.4,3706,4203,3548
Georgia,8,month,3711.2,3361,5977,3705
Georgia,9,month,3360.4,3299,5309,3363
Georgia,10,month,3819.4,4085,5610,3466
Georgia,11,month,4045.2,5929,6563,3733
Georgia,12,month,4449.8,6363,6053,4253
Germany,1,week,19225.2,18883,24919,20763
Germany,2,week,19546.4,19408,24532,19878
Germany,3,week,19542.6,18953,24129,19805
Germany,4,week,19762.4,18827,22674,20198
Germany,5,week,20443.8,19774,21773,20691
Germany,6,week,20451.4,19038,20946,20485
Germany,7,week,20993,19648,20493,21187
Germany,8,week,21448.4,18953,18979,20411
Germany,9,week,21955.8,19505,18455,20770
Germany,10,week,21444.4,19667,18606,21220
Germany,11,week,20517.2,19849,18374,21349
Germany,12,week,19653.6,19722,18437,21204
Germany,13,week,18984.4,19678,18520,20874
Germany,14,week,18529.8,20662,18873,20925
Germany,15,week,17943.8,20502,19098,20252
Germany,16,week,17521.8,19261,19282,19578
Germany,17,week,17468.4,18557,19555,19369
Germany,18,week,17004.6,17920,19329,19219
Germany,19,week,17277.6,17651,18579,19235
Germany,20,week,16843,17001,17811,18557
Germany,21,week,16532,17163,17193,17208
Germany,22,week,16681.6,16776,18191,18074
Germany,23,week,16525.4,17262,17442,17955
Germany,24,week,16028.4,16601,19076,18454
Germany,25,week,16366,16401,17191,19015
Germany,26,week,16482.8,17293,17013,18536
Germany,27,week,17015.8,16457,16994,18155
Germany,28,week,16305,16142,17662,18976
Germany,29,week,16715.8,16537,17613,20961
Germany,30,week,17291.4,16887,17211,20267
Germany,31,week,16954,17433,17021,19946
Germany,32,week,16588,17470,17560,19807
Germany,33,week,16422.2,19720,17501,19892
Germany,34,week,16227,17559,17151,18949
Germany,35,week,16383.8,16656,17341,18266
Germany,36,week,15970.8,16789,18879,18761
Germany,37,week,16213,17155,18057,18204
Germany,38,week,16259.2,17555,18157,19050
Germany,39,week,16424.2,17446,18129,20357
Germany,40,week,16593.2,17614,18209,20577
Germany,41,week,17266.4,17501,18949,21747
Germany,42,week,17170.2,17754,19761,21791
Germany,43,week,17184.2,18588,20387,21387
Germany,44,week,17104,18584,20426,19892
Germany,45,week,17528,19007,21071,20099
Germany,46,week,17577.4,19727,22344,20737
Germany,47,week,17751.2,20182,23273,21350
Germany,48,week,17899.4,21304,24185,22135
Germany,49,week,18316.4,22604,24032,23946
Germany,50,week,18297.4,24003,23009,25882
Germany,51,week,18667.2,24724,22479,28521
Germany,52,week,18346,25554,22169,27089
Germany,53,week,17210,25541,,
Gibraltar,1,month,31.4,34,89,
Gibraltar,2,month,26.6,27,,
Gibraltar,3,month,22.8,24,,
Gibraltar,4,month,20.8,21,,
Gibraltar,5,month,21.2,12,,
Gibraltar,6,month,20.4,16,,
Gibraltar,7,month,17.8,23,,
Gibraltar,8,month,21.6,22,,
Gibraltar,9,month,22.8,23,,
Gibraltar,10,month,22.4,25,,
Gibraltar,11,month,19.6,26,,
Gibraltar,12,month,28.6,17,,
Greece,1,week,2789.2,2749,2650,3278
Greece,2,week,2977.8,2910,2497,3378
Greece,3,week,2880.4,2863,2651,3269
Greece,4,week,2841.4,2772,2625,3677
Greece,5,week,2785.4,2990,2493,3558
Greece,6,week,2675.6,2849,2463,3241
Greece,7,week,2538.8,2782,2535,3065
Greece,8,week,2516.2,2470,2668,2797
Greece,9,week,2541.4,2543,2724,2847
Greece,10,week,2466.6,2644,2657,2846
Greece,11,week,2426.2,2596,2788,3046
Greece,12,week,2364.2,2550,2759,3042
Greece,13,week,2317,2439,2930,3037
Greece,14,week,2356.4,2454,2898,2872
Greece,15,week,2331.8,2362,2971,2806
Greece,16,week,2286.4,2268,2663,2624
Greece,17,week,2244.8,2205,2805,2647
Greece,18,week,2276.8,2307,2937,2336
Greece,19,week,2199.6,2127,2439,2485
Greece,20,week,2109.2,2472,2501,2398
Greece,21,week,2069.2,2329,2584,2423
Greece,22,week,2171.2,1963,2318,2596
Greece,23,week,2159.4,2101,2393,2369
Greece,24,week,2230.4,2211,2314,2276
Greece,25,week,2355,2352,2960,2477
Greece,26,week,2287.2,2180,3154,2526
Greece,27,week,2270.4,2670,2703,2740
Greece,28,week,2258.6,2304,2702,2580
Greece,29,week,2146.6,2136,2450,2654
Greece,30,week,2280.6,2237,2827,3222
Greece,31,week,2345.4,2714,3895,3088
Greece,32,week,2397.8,2529,2954,2765
Greece,33,week,2259.6,2368,2673,2626
Greece,34,week,2141.2,2361,2781,2383
Greece,35,week,2135.6,2298,2567,2399
Greece,36,week,2122.2,2316,2522,2249
Greece,37,week,2051.6,2274,2721,2260
Greece,38,week,2010.8,2275,2440,2098
Greece,39,week,1985.2,2156,2442,2394
Greece,40,week,2068,2224,2456,2192
Greece,41,week,2129.4,2213,2489,2253
Greece,42,week,2143,2144,2514,2280
Greece,43,week,2167.4,2224,2722,2441
Greece,44,week,2229.6,2413,2995,2462
Greece,45,week,2306.2,2549,2853,2415
Greece,46,week,2296.2,2785,2990,2596
Greece,47,week,2331.4,3149,3174,2479
Greece,48,week,2335.6,3298,3177,2752
Greece,49,week,2369.4,3338,3344,2716
Greece,50,week,2428.2,3115,3293,2588
Greece,51,week,2490,2938,3296,2699
Greece,52,week,2588.4,2767,3310,3045
Greece,53,week,2569,2686,,
Greenland,1,month,44.8,38,48,47
Greenland,2,month,40.4,50,53,52
Greenland,3,month,48.4,39,39,24
Greenland,4,month,43.2,29,47,48
Greenland,5,month,42.6,40,27,43
Greenland,6,month,41.4,49,43,33
Greenland,7,month,37.8,37,57,43
Greenland,8,month,39.8,45,48,52
Greenland,9,month,42.4,55,47,39
Greenland,10,month,35.4,32,43,58
Greenland,11,month,36.4,47,25,44
Greenland,12,month,46.8,58,54,45
Guadeloupe,1,week,62.2,80,75,64
Guadeloupe,2,week,59,50,80,87
Guadeloupe,3,week,64,56,80,87
Guadeloupe,4,week,56.8,69,55,106
Guadeloupe,5,week,66,61,69,118
Guadeloupe,6,week,64,57,52,92
Guadeloupe,7,week,61.8,74,58,92
Guadeloupe,8,week,51.4,81,81,73
Guadeloupe,9,week,68,75,65,74
Guadeloupe,10,week,59.2,67,60,71
Guadeloupe,11,week,64,67,65,69
Guadeloupe,12,week,61.6,69,76,68
Guadeloupe,13,week,62.4,65,65,75
Guadeloupe,14,week,59.4,72,71,73
Guadeloupe,15,week,54.4,60,80,68
Guadeloupe,16,week,55.6,74,80,65
Guadeloupe,17,week,59.2,72,64,64
Guadeloupe,18,week,53.2,76,68,71
Guadeloupe,19,week,58.2,62,70,65
Guadeloupe,20,week,64.2,68,83,78
Guadeloupe,21,week,60.2,72,68,82
Guadeloupe,22,week,56.6,56,63,93
Guadeloupe,23,week,58.4,59,80,80
Guadeloupe,24,week,68.6,63,75,91
Guadeloupe,25,week,62.4,59,61,83
Guadeloupe,26,week,66,70,70,76
Guadeloupe,27,week,58.8,61,70,56
Guadeloupe,28,week,64,66,68,74
Guadeloupe,29,week,59.8,55,74,91
Guadeloupe,30,week,66.6,65,79,88
Guadeloupe,31,week,59.4,72,135,78
Guadeloupe,32,week,62.2,73,207,75
Guadeloupe,33,week,62.2,84,311,77
Guadeloupe,34,week,64.8,64,290,77
Guadeloupe,35,week,65,87,192,88
Guadeloupe,36,week,55.4,83,161,79
Guadeloupe,37,week,68,87,96,84
Guadeloupe,38,week,63.8,105,103,78
Guadeloupe,39,week,57.4,89,82,59
Guadeloupe,40,week,65.4,89,67,65
Guadeloupe,41,week,62.4,88,74,63
Guadeloupe,42,week,55,95,64,74
Guadeloupe,43,week,59.2,90,66,71
Guadeloupe,44,week,56.6,74,62,55
Guadeloupe,45,week,58,72,58,65
Guadeloupe,46,week,59,60,73,70
Guadeloupe,47,week,54.4,53,63,75
Guadeloupe,48,week,55.6,70,53,78
Guadeloupe,49,week,58.4,68,66,78
Guadeloupe,50,week,60.4,64,55,63
Guadeloupe,51,week,59.2,57,72,76
Guadeloupe,52,week,65,60,64,89
Guadeloupe,53,week,54,55,,
Guatemala,1,week,1605.4,1757,1904,2597
Guatemala,2,week,1633.6,1670,1930,2247
Guatemala,3,week,1615,1663,1898,2296
Guatemala,4,week,1557.6,1607,1837,2155
Guatemala,5,week,1502.2,1599,1776,2221
Guatemala,6,week,1561.4,1610,1785,2201
Guatemala,7,week,1584.2,1586,1706,2255
Guatemala,8,week,1576.2,1517,1748,2270
