Country,Time,Time_unit,Deaths_old,Deaths_2020,Deaths_2021,Deaths_2022
Guatemala,9,week,1536.6,1565,1811,2092
Guatemala,10,week,1579.6,1581,1769,2112
Guatemala,11,week,1577.2,1478,1798,2031
Guatemala,12,week,1588.6,1394,1970,2015
Guatemala,13,week,1617.4,1329,1965,1887
Guatemala,14,week,1603.8,1305,2064,1850
Guatemala,15,week,1582.2,1259,2221,821
Guatemala,16,week,1608.8,1314,2191,2452
Guatemala,17,week,1668.4,1405,2184,1775
Guatemala,18,week,1610,1351,2133,1709
Guatemala,19,week,1575.6,1375,2092,1750
Guatemala,20,week,1598.6,1402,2135,1752
Guatemala,21,week,1564.2,1470,2079,1693
Guatemala,22,week,1501.4,1542,2157,1707
Guatemala,23,week,1631,1890,2209,1667
Guatemala,24,week,1575.6,1946,2156,1582
Guatemala,25,week,1630,2113,2188,1774
Guatemala,26,week,1618.2,2352,2360,1731
Guatemala,27,week,1634.2,2626,2467,1761
Guatemala,28,week,1611.6,2961,2537,1672
Guatemala,29,week,1614.2,2785,2675,2060
Guatemala,30,week,1622,2710,2732,1792
Guatemala,31,week,1552.6,2576,2823,1828
Guatemala,32,week,1606.4,2386,2981,1826
Guatemala,33,week,1537.4,2225,3329,1902
Guatemala,34,week,1577.2,2128,3556,1692
Guatemala,35,week,1519.2,2127,3686,2100
Guatemala,36,week,1564.6,2029,3855,2082
Guatemala,37,week,1568.2,1957,3697,1428
Guatemala,38,week,1580.6,1932,3206,2193
Guatemala,39,week,1562.8,1907,2956,1998
Guatemala,40,week,1627.4,1812,2649,2016
Guatemala,41,week,1594.8,1926,2412,1967
Guatemala,42,week,1569.8,1819,2108,1859
Guatemala,43,week,1557,1787,1984,2103
Guatemala,44,week,1545.2,1821,1933,1640
Guatemala,45,week,1552.8,1866,1807,2103
Guatemala,46,week,1532,1820,1783,1852
Guatemala,47,week,1534.2,1876,1714,1871
Guatemala,48,week,1507.6,1862,1802,1796
Guatemala,49,week,1518.2,1765,1732,1922
Guatemala,50,week,1562.8,1866,1792,1977
Guatemala,51,week,1556.4,1851,1817,1483
Guatemala,52,week,1647.4,1898,1564,1547
Guatemala,53,week,1605,2049,,
Hong Kong,1,month,4548.2,4749,5278,4736
Hong Kong,2,month,4317.4,4789,4124,6092
Hong Kong,3,month,4289.8,4171,4318,12216
Hong Kong,4,month,3901.6,3899,4096,5552
Hong Kong,5,month,3874.6,4091,4173,4255
Hong Kong,6,month,3650.6,3728,4022,3496
Hong Kong,7,month,3803.4,4117,4141,4038
Hong Kong,8,month,3699.8,4177,4063,4191
Hong Kong,9,month,3497.4,3849,3877,4226
Hong Kong,10,month,3767.4,4184,4256,4324
Hong Kong,11,month,3655.8,4125,4252,4223
Hong Kong,12,month,4233.8,4787,4754,4707
Hungary,1,week,2885.4,2612,3222,3126
Hungary,2,week,2918.4,2585,3204,2898
Hungary,3,week,2924.6,2584,3044,2851
Hungary,4,week,3016.6,2723,2867,2936
Hungary,5,week,3056.2,2802,2884,3136
Hungary,6,week,3068.4,2637,2888,3172
Hungary,7,week,2983.4,2751,2926,3189
Hungary,8,week,2955.8,2585,3172,3013
Hungary,9,week,2893.8,2781,3271,2890
Hungary,10,week,2812,2606,3809,2756
Hungary,11,week,2709.2,2578,4301,2864
Hungary,12,week,2635.2,2801,4568,2760
Hungary,13,week,2591.6,2592,4534,2778
Hungary,14,week,2510.6,2528,4139,2739
Hungary,15,week,2478.2,2575,3532,2537
Hungary,16,week,2430.2,2509,3251,2605
Hungary,17,week,2436.8,2359,2970,2611
Hungary,18,week,2367,2249,2724,2434
Hungary,19,week,2314.6,2292,2552,2381
Hungary,20,week,2271.8,2346,2392,2238
Hungary,21,week,2275.8,2110,2334,2174
Hungary,22,week,2286.6,2191,2410,2337
Hungary,23,week,2262.2,2399,2375,2328
Hungary,24,week,2292,2288,2370,2071
Hungary,25,week,2250,2068,2678,2315
Hungary,26,week,2193.4,2269,2389,2737
Hungary,27,week,2219,2317,2362,2272
Hungary,28,week,2281,2169,2424,2181
Hungary,29,week,2279.2,2110,2110,2642
Hungary,30,week,2380.4,2153,2505,2513
Hungary,31,week,2309.4,2362,2190,2342
Hungary,32,week,2284.8,2311,2351,2394
Hungary,33,week,2306.6,2268,2204,2571
Hungary,34,week,2191.2,2224,2167,2343
Hungary,35,week,2293.6,2203,2272,2223
Hungary,36,week,2223.6,2221,2408,2341
Hungary,37,week,2271.4,2333,2470,2270
Hungary,38,week,2316,2472,2373,2503
Hungary,39,week,2355.4,2457,2426,2771
Hungary,40,week,2401.4,2562,2534,2584
Hungary,41,week,2452,2563,2665,2625
Hungary,42,week,2427.8,2758,2668,2519
Hungary,43,week,2413.2,2989,2975,2584
Hungary,44,week,2386.2,3185,3332,2508
Hungary,45,week,2405,3551,3530,2519
Hungary,46,week,2397.4,3963,3673,2560
Hungary,47,week,2467.6,3950,4030,2650
Hungary,48,week,2456,4067,4151,2754
Hungary,49,week,2575.4,4169,3965,2846
Hungary,50,week,2557.2,4089,3657,2803
Hungary,51,week,2637.8,3733,3448,2881
Hungary,52,week,2678.6,3752,3336,2979
Hungary,53,week,2519,3485,,
Iceland,1,week,45.8,57,45,51
Iceland,2,week,47.8,55,57,54
Iceland,3,week,44.4,52,48,64
Iceland,4,week,44.6,55,42,42
Iceland,5,week,45.6,39,42,50
Iceland,6,week,47.8,47,46,49
Iceland,7,week,47.2,49,55,55
Iceland,8,week,46.2,48,46,70
Iceland,9,week,43.6,43,46,78
Iceland,10,week,44.4,50,40,72
Iceland,11,week,45.2,42,42,67
Iceland,12,week,41.6,39,37,58
Iceland,13,week,47.2,43,52,67
Iceland,14,week,43.4,50,40,56
Iceland,15,week,44.4,50,54,49
Iceland,16,week,48.6,60,45,47
Iceland,17,week,44.4,35,47,49
Iceland,18,week,40.2,44,54,51
Iceland,19,week,41.6,37,41,46
Iceland,20,week,42.4,42,41,46
Iceland,21,week,43.6,50,35,46
Iceland,22,week,42.6,50,38,42
Iceland,23,week,45,34,45,44
Iceland,24,week,39.6,40,52,57
Iceland,25,week,37.4,31,44,47
Iceland,26,week,47.2,35,45,50
Iceland,27,week,43,35,43,65
Iceland,28,week,38.2,46,47,55
Iceland,29,week,39.2,42,38,51
Iceland,30,week,45,35,56,56
Iceland,31,week,36,36,47,42
Iceland,32,week,38.8,37,47,51
Iceland,33,week,39,43,44,40
Iceland,34,week,43.6,34,45,43
Iceland,35,week,36,28,36,34
Iceland,36,week,39.2,55,43,50
Iceland,37,week,42.6,41,43,42
Iceland,38,week,42,45,32,54
Iceland,39,week,50,37,35,48
Iceland,40,week,42.4,38,42,50
Iceland,41,week,42.4,53,43,48
Iceland,42,week,42.2,47,31,37
Iceland,43,week,46,50,39,41
Iceland,44,week,41.4,56,50,40
Iceland,45,week,38.4,50,58,57
Iceland,46,week,47,53,41,52
Iceland,47,week,44.2,45,43,52
Iceland,48,week,44,35,43,35
Iceland,49,week,41.8,39,46,53
Iceland,50,week,42.4,46,61,49
Iceland,51,week,43.8,43,50,74
Iceland,52,week,42,53,56,61
Iceland,53,week,50,46,,
Iran,1,week,8014.38,7868.7,8929,8076.9
Iran,2,week,7720.1,7527.1,8628.3,8504
Iran,3,week,7819.06,7717.3,8651.4,7958
Iran,4,week,7783.64,7509.4,8933.9,8549
Iran,5,week,7619.18,7443.1,8426.1,8609.9
Iran,6,week,7387.96,8022.6,7880.7,9085
Iran,7,week,7263.34,7343.6,8528.4,9876.7
Iran,8,week,7543.72,8151,8304.3,11144.3
Iran,9,week,7310.62,7895.3,8672.1,10155.6
Iran,10,week,7306.14,8737,8497.3,10159.3
Iran,11,week,6748.68,9865.7,8648.3,5391.6
Iran,12,week,5876.8,10799.7,5860.7,11806.3
Iran,13,week,7315.38,8696.7,9754.9,7825.9
Iran,14,week,6718.06,8087.9,10664.1,7892.4
Iran,15,week,7448.26,10126.3,10997.9,7499.6
Iran,16,week,6925.24,9272.4,12153.1,7016
Iran,17,week,7045.72,8380.7,12372.7,6255
Iran,18,week,6708.86,8146.1,10916.4,7980.9
Iran,19,week,6785.4,7577.6,10800.3,7279.7
Iran,20,week,6604.04,7311.3,11003.9,7633.9
Iran,21,week,6687.2,7493.6,10225,7712.1
Iran,22,week,6434.94,6933.6,9352,7111.3
Iran,23,week,5940.94,7831.1,9142.4,7706.3
Iran,24,week,7105.34,9429.4,9257.1,7362.3
Iran,25,week,6644.18,8421,8625.9,7355
Iran,26,week,6618.9,9823.3,8929.7,7204.3
Iran,27,week,6736.42,9477.4,8708,7184.9
Iran,28,week,6862.94,9826.1,9588.6,7660
Iran,29,week,6827.08,10213.9,9209.3,8788
Iran,30,week,6956.5,10512.1,11563.9,8142.9
Iran,31,week,6884.16,11327.3,13007.6,7850.4
Iran,32,week,6713.1,10651.7,12663.3,9391.7
Iran,33,week,6473.16,9549.9,14426.4,8572.9
Iran,34,week,6627.18,9726.1,18497.7,8411.4
Iran,35,week,6838.48,9369.7,16214.1,7878.3
Iran,36,week,6722.48,8351.4,15295,7330.7
Iran,37,week,6283.1,9179.1,13196.3,7225.6
Iran,38,week,6535.64,9046,11972.4,7154.1
Iran,39,week,7127.96,9571.6,10955.1,7614.1
Iran,40,week,6830.74,10081.1,9807.7,
Iran,41,week,6768.38,10211.3,11203.6,
Iran,42,week,6949.94,11648,10237,
Iran,43,week,7066.06,11606.9,9756.4,
Iran,44,week,6878.26,13075.6,9705.6,
Iran,45,week,7127.38,14019.1,9219.1,
Iran,46,week,7581.72,15608.4,8931.6,
Iran,47,week,7358.28,14411.7,9013.4,
Iran,48,week,7735.32,13887,9067.7,
Iran,49,week,7846.72,12210.7,8492.4,
Iran,50,week,7827.62,11198.1,8262.6,
Iran,51,week,7894.64,10653.7,8391.7,
Iran,52,week,8199.28,9764.3,8194.4,
Iran,53,week,7824.7,9316,,
Ireland,1,week,718.4,723,798,744
Ireland,2,week,737,761,918,662
Ireland,3,week,727,673,985,737
Ireland,4,week,703.4,659,982,694
Ireland,5,week,693.4,656,898,703
Ireland,6,week,676.4,670,845,689
Ireland,7,week,676.2,695,760,687
Ireland,8,week,644,669,675,697
Ireland,9,week,658.6,663,630,678
Ireland,10,week,668,652,588,698
Ireland,11,week,618.2,636,583,652
Ireland,12,week,611.6,666,597,682
Ireland,13,week,610.8,718,622,668
Ireland,14,week,600.2,880,570,725
Ireland,15,week,594.4,947,589,765
Ireland,16,week,574.4,893,596,683
Ireland,17,week,576.4,785,593,659
Ireland,18,week,570.8,699,632,600
Ireland,19,week,554.4,664,589,647
Ireland,20,week,553,625,574,673
Ireland,21,week,558.4,569,612,654
Ireland,22,week,559.6,588,569,594
Ireland,23,week,521.6,529,560,607
Ireland,24,week,538.4,545,516,633
Ireland,25,week,533,521,523,585
Ireland,26,week,526.2,524,590,635
Ireland,27,week,534.6,485,519,623
Ireland,28,week,507.8,518,600,626
Ireland,29,week,521.2,579,656,607
Ireland,30,week,501.8,522,569,621
Ireland,31,week,490.8,477,537,609
Ireland,32,week,505.6,539,615,631
Ireland,33,week,511.8,539,596,598
Ireland,34,week,523.4,549,578,612
Ireland,35,week,523.8,555,625,597
Ireland,36,week,533.2,546,647,618
Ireland,37,week,552.4,616,567,584
Ireland,38,week,536.2,515,624,628
Ireland,39,week,551.8,552,689,668
Ireland,40,week,549,621,642,644
Ireland,41,week,561.4,624,673,699
Ireland,42,week,572.8,611,682,670
Ireland,43,week,588.4,632,656,686
Ireland,44,week,556.8,657,742,682
Ireland,45,week,577.4,596,704,693
Ireland,46,week,606.2,646,664,717
Ireland,47,week,588,589,728,715
Ireland,48,week,586.4,580,703,718
Ireland,49,week,616.2,625,724,760
Ireland,50,week,651.4,613,690,811
Ireland,51,week,654.6,626,748,920
Ireland,52,week,678,651,687,988
Ireland,53,week,652,677,,
Israel,1,week,1011.4,1092,1212,1070
Israel,2,week,1054.2,1010,1264,1212
Israel,3,week,1033.4,1099,1278,1394
Israel,4,week,1049.2,1001,1298,1489
Israel,5,week,1056,991,1253,1569
Israel,6,week,1052,944,1182,1459
Israel,7,week,987.6,965,1089,1287
Israel,8,week,984.4,989,1011,1195
Israel,9,week,961,905,987,1105
Israel,10,week,940,930,1042,1021
Israel,11,week,922,965,1063,1030
Israel,12,week,863,893,998,1017
Israel,13,week,889,983,922,1134
Israel,14,week,868.8,1029,1010,1064
Israel,15,week,835.8,878,928,891
Israel,16,week,824.6,928,876,924
Israel,17,week,852.2,901,895,927
Israel,18,week,815.8,831,860,936
Israel,19,week,817.2,857,907,869
Israel,20,week,801.2,847,879,845
Israel,21,week,798.8,961,839,883
Israel,22,week,788,837,798,843
Israel,23,week,774.2,810,785,868
Israel,24,week,753,785,807,865
Israel,25,week,763.8,792,867,834
Israel,26,week,758.8,779,841,921
Israel,27,week,770.2,780,837,963
Israel,28,week,758.6,838,750,927
Israel,29,week,757.2,836,903,940
Israel,30,week,790,817,890,981
Israel,31,week,765.6,938,948,898
Israel,32,week,783.8,858,1021,919
Israel,33,week,766.6,944,1045,875
Israel,34,week,775.6,913,1048,883
Israel,35,week,778.2,899,1083,860
Israel,36,week,768.8,897,992,855
Israel,37,week,762.2,963,1034,843
Israel,38,week,772.2,1004,955,851
Israel,39,week,780.6,1026,960,902
Israel,40,week,786,1011,962,922
Israel,41,week,798,1114,922,867
Israel,42,week,822,1080,977,885
Israel,43,week,818.4,1047,885,887
Israel,44,week,831.4,932,908,879
Israel,45,week,834.2,905,946,896
Israel,46,week,852.4,814,859,874
Israel,47,week,837.4,930,843,930
Israel,48,week,898.6,930,895,938
Israel,49,week,866.2,927,969,949
Israel,50,week,940,966,1025,1064
Israel,51,week,933.6,1007,1009,1021
Israel,52,week,974.2,1016,1104,1019
Israel,53,week,1003,1137,,
Italy,1,week,15436,13483,16831,15960
Italy,2,week,15733.2,13974,16921,16909
Italy,3,week,15511.4,14049,17209,17035
Italy,4,week,14971,13989,16383,17347
Italy,5,week,14866,13900,15657,16852
Italy,6,week,14392.2,13537,14324,15581
Italy,7,week,14230.6,13641,14965,14667
Italy,8,week,13969.6,13257,14443,13896
Italy,9,week,13895,13696,14751,13932
Italy,10,week,13599.4,14706,15259,14089
Italy,11,week,13233.2,18234,15559,14045
Italy,12,week,12730.8,21929,15982,13686
Italy,13,week,12686,23457,15929,13824
Italy,14,week,12417.8,20901,15219,13739
Italy,15,week,12192.8,18949,14646,13541
Italy,16,week,12002.4,16757,14576,13064
Italy,17,week,11815,14725,13761,12801
Italy,18,week,11634.6,13156,12813,12648
Italy,19,week,11637.4,12604,12428,12725
Italy,20,week,11302.4,11976,12188,12495
Italy,21,week,11410.6,11447,12005,12295
Italy,22,week,11182.2,10982,11957,11661
Italy,23,week,11445,11144,11874,11671
Italy,24,week,11356,10708,11716,12022
Italy,25,week,11222.2,11123,12871,12443
Italy,26,week,11287.2,12070,12419,13308
Italy,27,week,11550.4,12396,12039,14052
Italy,28,week,11793.8,11484,11693,13535
Italy,29,week,11557.8,10923,11999,15706
Italy,30,week,11968.8,11393,12850,16109
Italy,31,week,11858.4,12724,12646,14636
Italy,32,week,12211.6,12115,13752,13141
Italy,33,week,11398.6,12410,12889,12569
Italy,34,week,10993.8,11914,12075,11943
Italy,35,week,10946.6,11761,12021,11679
Italy,36,week,10765.8,11262,12142,11896
Italy,37,week,10824.6,11627,12231,11643
Italy,38,week,10947.8,11821,11633,11480
Italy,39,week,11025.2,11179,11534,12133
Italy,40,week,11277.2,12017,11378,12442
Italy,41,week,11810.2,12246,12515,12392
Italy,42,week,11691.8,12746,13072,12536
Italy,43,week,11847.8,14547,12703,12520
Italy,44,week,11602.4,15659,12743,12112
Italy,45,week,11904.4,17335,12794,12908
Italy,46,week,12103.8,18647,12781,13558
Italy,47,week,12150.6,18784,12751,13720
Italy,48,week,12182.6,18887,13879,14704
Italy,49,week,12546.2,17995,14237,15180
Italy,50,week,12949.4,17482,14972,15497
Italy,51,week,13415.6,17073,15214,15433
Italy,52,week,13965.8,15703,15021,15462
Italy,53,week,13218,16338,,
Jamaica,1,month,1662.8,1596,1704,
Jamaica,2,month,1536.2,1453,1806,
Jamaica,3,month,1610.6,1525,2435,
Jamaica,4,month,1460.2,1479,1892,
Jamaica,5,month,1486.4,1462,1713,
Jamaica,6,month,1495,1503,1539,
Jamaica,7,month,1583,1551,1601,
Jamaica,8,month,1493.2,1672,2986,
Jamaica,9,month,1470.4,1685,3583,
Jamaica,10,month,1495.2,1659,2028,
Jamaica,11,month,1456.6,1628,1556,
Jamaica,12,month,1555,1765,,
Japan,1,month,134218.8,132622,140844,143992
Japan,2,month,116254,117010,118984,138474
Japan,3,month,117772.2,119161,123579,139571
Japan,4,month,108067.8,113362,118169,121799
Japan,5,month,105704.2,108380,118634,121473
Japan,6,month,97723.2,100423,108734,111904
Japan,7,month,102882.8,104849,112222,117568
Japan,8,month,105087,111591,117804,135649
Japan,9,month,102349.6,107468,115706,127040
Japan,10,month,110912.4,118038,120781,131840
Japan,11,month,113915.4,118455,122806,134336
Japan,12,month,123008.6,133185,134026,158387
Jordan,1,month,2814.5,3226,3184,
Jordan,2,month,2290.75,2490,2840,
Jordan,3,month,2359,2486,5482,
Jordan,4,month,2160.75,2084,4688,
Jordan,5,month,2131.5,2350,3130,
Jordan,6,month,2009.5,2068,2512,
Jordan,7,month,2130.75,2113,2635,
Jordan,8,month,2169.5,2202,2773,
Jordan,9,month,2129,2290,2415,
Jordan,10,month,2320.75,3414,2610,
Jordan,11,month,2385.75,4960,3130,
Jordan,12,month,2623.25,3390,3934,
Kazakhstan,1,month,12188.4,11867,12478,13264
Kazakhstan,2,month,10482,10842,11186,13800
Kazakhstan,3,month,10969.6,8511,12476,11036
Kazakhstan,4,month,11037.8,4441,13317,9578
Kazakhstan,5,month,11104.8,14358,14202,10773
Kazakhstan,6,month,10779.4,14949,12904,10730
Kazakhstan,7,month,11557,28178,16700,10628
Kazakhstan,8,month,10486.6,17835,24342,11644
Kazakhstan,9,month,10526.4,13672,19975,10213
Kazakhstan,10,month,11026.4,12489,16002,10473
Kazakhstan,11,month,10640,12388,15862,10857
Kazakhstan,12,month,10663.2,13083,13913,11713
Kosovo,1,month,815.8,906,1252,900
Kosovo,2,month,740,805,1007,987
Kosovo,3,month,774,831,1350,763
Kosovo,4,month,717.6,739,1338,742
Kosovo,5,month,717.8,841,943,746
Kosovo,6,month,673.8,854,814,640
Kosovo,7,month,674.4,1426,777,736
Kosovo,8,month,712.8,1426,1284,717
Kosovo,9,month,682.4,915,1535,663
Kosovo,10,month,737.6,984,893,737
Kosovo,11,month,719,1610,802,748
Kosovo,12,month,804,1650,1024,758
Kuwait,1,month,668.8,599,764,
Kuwait,2,month,544.8,607,749,
Kuwait,3,month,582.4,636,1037,
Kuwait,4,month,538,702,1098,
Kuwait,5,month,543.2,1347,991,
Kuwait,6,month,532.2,1235,1032,
Kuwait,7,month,530.6,1047,1461,
Kuwait,8,month,507.6,907,1135,
Kuwait,9,month,513.4,878,738,
Kuwait,10,month,524.4,906,602,
Kuwait,11,month,589.4,903,634,
Kuwait,12,month,647.4,802,697,
Kyrgyzstan,1,month,3050.4,3082,2988,2871
Kyrgyzstan,2,month,2626.8,2900,2621,2977
Kyrgyzstan,3,month,2798,2390,3137,2955
Kyrgyzstan,4,month,2724.2,1263,3024,2924
Kyrgyzstan,5,month,2819.6,2919,2868,1951
Kyrgyzstan,6,month,2653.8,3559,3375,2483
Kyrgyzstan,7,month,2923.2,4045,3835,2378
Kyrgyzstan,8,month,2674,4572,3810,4307
Kyrgyzstan,9,month,2570.8,3411,3307,2799
Kyrgyzstan,10,month,2806.4,3423,3257,1656
Kyrgyzstan,11,month,2795.2,4154,3381,931
Kyrgyzstan,12,month,3103.6,4259,3590,3169
Latvia,1,week,612,603,840,684
Latvia,2,week,619.4,591,825,680
Latvia,3,week,630.8,537,795,652
Latvia,4,week,614.6,555,791,589
Latvia,5,week,605.6,560,765,669
Latvia,6,week,588,534,709,675
Latvia,7,week,605.8,545,682,726
Latvia,8,week,624.6,543,668,670
Latvia,9,week,629.2,523,603,700
Latvia,10,week,620.4,507,610,651
Latvia,11,week,593.6,549,631,692
Latvia,12,week,603.8,546,586,666
Latvia,13,week,596,532,611,610
Latvia,14,week,582.6,571,558,601
Latvia,15,week,575.4,567,596,568
Latvia,16,week,551.8,514,603,562
Latvia,17,week,546.4,554,630,559
Latvia,18,week,510.6,522,609,524
Latvia,19,week,541.2,453,657,529
Latvia,20,week,530.8,587,609,534
Latvia,21,week,522,538,572,526
Latvia,22,week,526,506,570,530
Latvia,23,week,502.8,505,640,524
Latvia,24,week,480.6,523,526,508
Latvia,25,week,529.2,514,714,551
Latvia,26,week,499.6,560,618,599
Latvia,27,week,496,516,589,468
Latvia,28,week,507.4,472,632,479
Latvia,29,week,530.6,526,513,500
Latvia,30,week,496.8,494,552,519
Latvia,31,week,495,493,552,533
Latvia,32,week,477.8,501,496,502
Latvia,33,week,493.8,524,553,564
Latvia,34,week,496.4,530,503,493
Latvia,35,week,480.6,473,535,486
Latvia,36,week,476,481,605,515
Latvia,37,week,503,481,561,524
Latvia,38,week,505,487,624,538
Latvia,39,week,529.8,536,654,582
Latvia,40,week,537.2,543,665,583
Latvia,41,week,522.4,508,779,584
Latvia,42,week,537.2,557,925,546
Latvia,43,week,521.8,575,921,556
Latvia,44,week,539.2,559,927,528
Latvia,45,week,511.8,558,895,505
Latvia,46,week,528,572,840,584
Latvia,47,week,537,600,726,586
Latvia,48,week,537.4,618,682,565
Latvia,49,week,547.8,669,697,595
Latvia,50,week,549.4,711,655,676
Latvia,51,week,589.4,730,669,702
Latvia,52,week,584,820,703,785
Latvia,53,week,581,743,,
Lebanon,1,month,2453.6,2779,4380,
Lebanon,2,month,2299.8,2485,4200,
Lebanon,3,month,2456.8,2222,4574,
Lebanon,4,month,2088.2,1836,3584,
Lebanon,5,month,2130.2,2183,2485,
Lebanon,6,month,1934.4,1826,2035,
Lebanon,7,month,1914.4,1938,2197,
Lebanon,8,month,1888.2,2139,2633,
Lebanon,9,month,1756,2218,2521,
Lebanon,10,month,2154,2765,2372,
Lebanon,11,month,2012.2,2857,2720,
Lebanon,12,month,2069,3144,3249,
Liechtenstein,1,month,25,19,31,35
Liechtenstein,2,month,20.2,30,23,28
Liechtenstein,3,month,27.4,23,16,28
Liechtenstein,4,month,20.2,22,29,19
Liechtenstein,5,month,18.4,21,24,19
Liechtenstein,6,month,19.4,18,11,28
Liechtenstein,7,month,21.6,19,26,16
Liechtenstein,8,month,22.6,23,20,21
Liechtenstein,9,month,20.8,30,18,17
Liechtenstein,10,month,22.4,23,20,
Liechtenstein,11,month,22,39,25,
Liechtenstein,12,month,21.8,52,28,
Lithuania,1,week,863,812,1200,956
Lithuania,2,week,873.6,803,1195,941
Lithuania,3,week,920,787,1095,972
Lithuania,4,week,911.2,786,1089,917
Lithuania,5,week,911.6,762,974,886
Lithuania,6,week,899.6,764,984,1036
Lithuania,7,week,876.2,809,933,981
Lithuania,8,week,896.2,707,784,947
Lithuania,9,week,864.6,807,873,891
Lithuania,10,week,841.4,773,898,897
Lithuania,11,week,819.4,773,825,891
Lithuania,12,week,804.4,804,832,887
Lithuania,13,week,786.4,816,771,840
Lithuania,14,week,795.6,775,896,814
Lithuania,15,week,789,803,842,792
Lithuania,16,week,785.2,784,870,884
Lithuania,17,week,763.2,786,823,802
Lithuania,18,week,749,769,881,771
Lithuania,19,week,762.8,717,866,717
Lithuania,20,week,736.2,733,837,737
Lithuania,21,week,776.4,715,817,733
Lithuania,22,week,750.4,745,832,628
Lithuania,23,week,742,735,816,757
Lithuania,24,week,711.6,820,804,735
Lithuania,25,week,710.8,760,917,745
Lithuania,26,week,729,811,687,884
Lithuania,27,week,696.6,689,825,688
Lithuania,28,week,702,703,883,653
Lithuania,29,week,704.6,764,700,692
Lithuania,30,week,739,757,752,722
Lithuania,31,week,696.4,723,722,770
Lithuania,32,week,719,726,788,689
Lithuania,33,week,697.4,746,804,875
Lithuania,34,week,677.2,763,789,784
Lithuania,35,week,701,721,771,670
Lithuania,36,week,676.6,673,866,679
Lithuania,37,week,653.2,729,916,783
Lithuania,38,week,695.6,721,973,708
Lithuania,39,week,716.4,784,1014,826
Lithuania,40,week,736.8,744,1009,839
Lithuania,41,week,736.4,785,1081,784
Lithuania,42,week,777.8,836,1087,852
Lithuania,43,week,771.6,845,1110,742
Lithuania,44,week,753,853,1049,699
Lithuania,45,week,739.8,877,1032,744
Lithuania,46,week,747.8,952,973,735
Lithuania,47,week,746.4,1099,993,801
Lithuania,48,week,749.8,1109,964,788
Lithuania,49,week,770.4,1238,965,879
Lithuania,50,week,744.8,1220,998,930
Lithuania,51,week,782.6,1371,1075,966
Lithuania,52,week,822.4,1395,983,1041
Lithuania,53,week,900,1343,,
Luxembourg,1,week,86.8,62,102,98
Luxembourg,2,week,94.6,85,94,89
Luxembourg,3,week,87.4,92,89,84
Luxembourg,4,week,89.2,86,109,94
Luxembourg,5,week,97.2,89,93,96
Luxembourg,6,week,97,90,89,96
Luxembourg,7,week,97.2,70,92,97
Luxembourg,8,week,90.4,85,87,109
Luxembourg,9,week,87.6,74,86,92
Luxembourg,10,week,102,92,114,90
Luxembourg,11,week,81.6,87,116,84
Luxembourg,12,week,86,87,78,83
Luxembourg,13,week,86.2,113,77,89
Luxembourg,14,week,83.6,91,89,92
Luxembourg,15,week,71.6,116,73,84
Luxembourg,16,week,79,88,82,98
Luxembourg,17,week,74.2,83,93,90
Luxembourg,18,week,71.8,69,79,74
Luxembourg,19,week,70.4,87,63,80
Luxembourg,20,week,71.4,80,85,78
Luxembourg,21,week,76.4,77,68,63
Luxembourg,22,week,69.2,77,64,97
Luxembourg,23,week,73.8,73,80,72
Luxembourg,24,week,74.6,70,85,86
Luxembourg,25,week,66.6,78,69,74
Luxembourg,26,week,68.8,67,87,60
Luxembourg,27,week,75.2,70,78,88
Luxembourg,28,week,80.4,73,85,84
Luxembourg,29,week,72.2,73,67,81
Luxembourg,30,week,74.8,71,64,93
Luxembourg,31,week,75,91,75,86
Luxembourg,32,week,74.6,93,75,86
Luxembourg,33,week,74,99,63,90
Luxembourg,34,week,67.2,72,72,67
Luxembourg,35,week,76,61,84,69
Luxembourg,36,week,76,86,92,75
Luxembourg,37,week,73.8,73,72,83
Luxembourg,38,week,67.4,87,69,72
Luxembourg,39,week,80.8,75,90,83
Luxembourg,40,week,77.2,82,95,85
Luxembourg,41,week,84.8,69,67,93
Luxembourg,42,week,74.8,87,79,90
Luxembourg,43,week,74.4,93,113,77
Luxembourg,44,week,85.2,98,102,84
Luxembourg,45,week,83,113,101,81
Luxembourg,46,week,79.2,117,89,81
Luxembourg,47,week,85,126,100,92
Luxembourg,48,week,74.2,134,105,96
Luxembourg,49,week,78.6,110,90,86
Luxembourg,50,week,82.8,126,89,76
Luxembourg,51,week,83.8,105,109,92
Luxembourg,52,week,84.2,117,99,118
Luxembourg,53,week,83,98,,
Macao,1,month,208.6,201,212,206
Macao,2,month,174.8,187,193,191
Macao,3,month,186.2,167,188,218
Macao,4,month,173.4,189,187,210
Macao,5,month,172.8,165,181,203
Macao,6,month,172.4,178,194,228
Macao,7,month,183.6,187,178,205
Macao,8,month,178.6,206,201,202
Macao,9,month,162,184,178,163
Macao,10,month,165.4,184,196,190
Macao,11,month,167.8,192,181,203
Macao,12,month,198.6,190,231,785
Malaysia,1,month,14303.8,16028,16184,16760
Malaysia,2,month,13187.8,13827,14332,15842
Malaysia,3,month,14450,14676,15391,21521
Malaysia,4,month,13648.2,13038,14895,16176
Malaysia,5,month,14079.2,13886,18089,16558
Malaysia,6,month,13724.8,13317,17756,14038
Malaysia,7,month,14280.6,13659,24520,19099
Malaysia,8,month,13880,13950,26799,15986
