measure,location,sex,rei,Cancer,Cardiovascular diseases,Chronic respiratory diseases,Diabetes and kidney diseases,Digestive diseases,Enteric infections,HIV/AIDS,Interpersonal violence,Maternal disorders,Mental disorders,Musculoskeletal disorders,Neonatal disorders,Neurological disorders,Nutritional deficiencies,Other infectious diseases,Other non-communicable diseases,Respiratory infections and tuberculosis,Self-harm,Sense organ diseases,Sexually transmitted infections excluding HIV,Substance use disorders,Transport injuries,Unintentional injuries
DALYs,North Africa and Middle East,Both,Childhood maltreatment,,,,,,,,,,480814.0,,,,,,,,,,,21239.0,,
DALYs,North Africa and Middle East,Both,Dietary risks,480521.0,14411157.0,,1963308.0,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Both,Drug use,57928.0,,,,218207.0,,84163.0,,,,,,,,1532.0,,,223640.0,,,4453144.0,,
DALYs,North Africa and Middle East,Both,High LDL cholesterol,,9252407.0,,,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Both,High body-mass index,561535.0,9016368.0,457100.0,4124446.0,47492.0,,,,,,785778.0,,271825.0,,,,,,46675.0,,,,
DALYs,North Africa and Middle East,Both,High fasting plasma glucose,367577.0,6521454.0,,6649765.0,,,,,,,,,177555.0,,,,61610.0,,56304.0,,,,
DALYs,North Africa and Middle East,Both,High systolic blood pressure,,14766824.0,,1197545.0,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Both,Impaired kidney function,,2212531.0,,2504747.0,,,,,,,14461.0,,,,,,,,,,,,
DALYs,North Africa and Middle East,Both,Intimate partner violence,,,,,,,28676.0,102404.0,5097.0,223368.0,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Both,Low bone mineral density,,,,,,,,2976.0,,,,,,,,,,,,,,194370.0,183832.0
DALYs,North Africa and Middle East,Both,Low physical activity,49361.0,2252491.0,,168663.0,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Both,Occupational risks,314090.0,,468526.0,,,,,,,,1185378.0,,,,,,,,235946.0,,,904073.0,638877.0
DALYs,North Africa and Middle East,Both,Other environmental risks,103592.0,1905754.0,,94860.0,,,,,,276386.0,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Both,Tobacco,1881977.0,5551167.0,1325759.0,809239.0,56141.0,,,386.0,,,779314.0,,190456.0,,,,800448.0,,36375.0,,,27977.0,18204.0
DALYs,North Africa and Middle East,Both,Unsafe sex,187683.0,,,,,,310251.0,,,,,,,,,,,,,108608.0,,,
DALYs,North Africa and Middle East,Both,"Unsafe water, sanitation, and handwashing",,,,,,3116485.0,,,,,,,,,,,354793.0,,,,,,
DALYs,North Africa and Middle East,Female,Air pollution,66673.0,1580986.0,440847.0,643638.0,,,,,,,,,,,,,1071731.0,,18812.0,,,,
DALYs,North Africa and Middle East,Female,Alcohol use,48008.0,47246.0,,,28273.0,,,3309.0,,,,,10494.0,,,,16252.0,8723.0,,,166240.0,13328.0,13103.0
DALYs,North Africa and Middle East,Female,Child and maternal malnutrition,,,,,,1094520.0,,,216942.0,,,4985853.0,,1653618.0,156422.0,9781.0,1564690.0,,,,,,
DALYs,North Africa and Middle East,Female,Childhood maltreatment,,,,,,,,,,215212.0,,,,,,,,,,,4897.0,,
DALYs,North Africa and Middle East,Female,Dietary risks,182840.0,5611293.0,,972482.0,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Female,Drug use,6251.0,,,,25790.0,,40304.0,,,,,,,,131.0,,,24159.0,,,908070.0,,
DALYs,North Africa and Middle East,Female,High LDL cholesterol,,3509140.0,,,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Female,High body-mass index,229195.0,3981009.0,251566.0,2174677.0,28725.0,,,,,,431937.0,,162128.0,,,,,,28551.0,,,,
DALYs,North Africa and Middle East,Female,High fasting plasma glucose,166732.0,2654399.0,,3321312.0,,,,,,,,,95436.0,,,,27515.0,,30750.0,,,,
DALYs,North Africa and Middle East,Female,High systolic blood pressure,,6206148.0,,578688.0,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Female,Impaired kidney function,,1047901.0,,1240461.0,,,,,,,4466.0,,,,,,,,,,,,
DALYs,North Africa and Middle East,Female,Intimate partner violence,,,,,,,28676.0,102404.0,5097.0,223368.0,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Female,Low bone mineral density,,,,,,,,1315.0,,,,,,,,,,,,,,64448.0,95439.0
DALYs,North Africa and Middle East,Female,Low physical activity,31485.0,887800.0,,86279.0,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Female,Occupational risks,26032.0,,86120.0,,,,,,,,343386.0,,,,,,,,50489.0,,,17199.0,19974.0
DALYs,North Africa and Middle East,Female,Other environmental risks,18693.0,649873.0,,37987.0,,,,,,113832.0,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Female,Tobacco,209030.0,1080121.0,281019.0,331194.0,5416.0,,,51.0,,,143227.0,,32531.0,,,,287190.0,,5482.0,,,2113.0,3215.0
DALYs,North Africa and Middle East,Female,Unsafe sex,187683.0,,,,,,161418.0,,,,,,,,,,,,,62424.0,,,
DALYs,North Africa and Middle East,Female,"Unsafe water, sanitation, and handwashing",,,,,,1443078.0,,,,,,,,,,,174403.0,,,,,,
DALYs,North Africa and Middle East,Male,Air pollution,263186.0,2575105.0,619108.0,630308.0,,,,,,,,,,,,,1163019.0,,,,,,
DALYs,North Africa and Middle East,Male,Alcohol use,136131.0,186634.0,,24807.0,92336.0,,,25638.0,,,,,26316.0,,,,57854.0,60979.0,,,302132.0,136785.0,49410.0
DALYs,North Africa and Middle East,Male,Child and maternal malnutrition,,,,,,1449133.0,,,,,,6529783.0,,1187032.0,182399.0,18205.0,1619156.0,,,,,,
DALYs,North Africa and Middle East,Male,Childhood maltreatment,,,,,,,,,,265602.0,,,,,,,,,,,16342.0,,
DALYs,North Africa and Middle East,Male,Dietary risks,297680.0,8799863.0,,990825.0,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Male,Drug use,51677.0,,,,192417.0,,43858.0,,,,,,,,1401.0,,,199481.0,,,3545073.0,,
DALYs,North Africa and Middle East,Male,High LDL cholesterol,,5743266.0,,,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Male,High body-mass index,332340.0,5035359.0,205533.0,1949769.0,18767.0,,,,,,353841.0,,109697.0,,,,,,18123.0,,,,
DALYs,North Africa and Middle East,Male,High fasting plasma glucose,200844.0,3867055.0,,3328452.0,,,,,,,,,82119.0,,,,34095.0,,25554.0,,,,
DALYs,North Africa and Middle East,Male,High systolic blood pressure,,8560675.0,,618856.0,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Male,Impaired kidney function,,1164630.0,,1264285.0,,,,,,,9995.0,,,,,,,,,,,,
DALYs,North Africa and Middle East,Male,Low bone mineral density,,,,,,,,1660.0,,,,,,,,,,,,,,129921.0,88393.0
DALYs,North Africa and Middle East,Male,Low physical activity,17876.0,1364691.0,,82383.0,,,,,,,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Male,Occupational risks,288057.0,,382406.0,,,,,,,,841991.0,,,,,,,,185456.0,,,886873.0,618903.0
DALYs,North Africa and Middle East,Male,Other environmental risks,84899.0,1255881.0,,56872.0,,,,,,162553.0,,,,,,,,,,,,,
DALYs,North Africa and Middle East,Male,Tobacco,1672947.0,4471045.0,1044739.0,478045.0,50725.0,,,335.0,,,636086.0,,157925.0,,,,513258.0,,30892.0,,,25863.0,14988.0
DALYs,North Africa and Middle East,Male,Unsafe sex,,,,,,,148833.0,,,,,,,,,,,,,46184.0,,,
DALYs,North Africa and Middle East,Male,"Unsafe water, sanitation, and handwashing",,,,,,1673406.0,,,,,,,,,,,180390.0,,,,,,
DALYs,Oceania,Both,Air pollution,12615.0,180587.0,103390.0,59873.0,,,,,,,,,,,,,144718.0,,2792.0,,,,
DALYs,Oceania,Both,Alcohol use,14954.0,59836.0,,3085.0,11265.0,,,13699.0,,,,,5817.0,,,,39779.0,35368.0,,,18846.0,26266.0,17379.0
DALYs,Oceania,Both,Child and maternal malnutrition,,,,,,123282.0,,,30244.0,,,375270.0,,173070.0,23025.0,693.0,132472.0,,,,,,
DALYs,Oceania,Both,Childhood maltreatment,,,,,,,,,,7055.0,,,,,,,,,,,2132.0,,
DALYs,Oceania,Both,Dietary risks,16467.0,634436.0,,110741.0,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Both,Drug use,2392.0,,,,11847.0,,669.0,,,,,,,,84.0,,,7705.0,,,20891.0,,
DALYs,Oceania,Both,High LDL cholesterol,,301289.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Both,High body-mass index,13800.0,289157.0,31095.0,167725.0,1035.0,,,,,,6172.0,,1865.0,,,,,,610.0,,,,
DALYs,Oceania,Both,High fasting plasma glucose,14098.0,325022.0,,351902.0,,,,,,,,,2898.0,,,,11194.0,,1674.0,,,,
DALYs,Oceania,Both,High systolic blood pressure,,464519.0,,40466.0,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Both,Impaired kidney function,,81887.0,,114549.0,,,,,,,132.0,,,,,,,,,,,,
DALYs,Oceania,Both,Intimate partner violence,,,,,,,4932.0,8139.0,488.0,2663.0,,,,,,,,,,,,,
DALYs,Oceania,Both,Low bone mineral density,,,,,,,,268.0,,,,,,,,,,,,,,4463.0,2608.0
DALYs,Oceania,Both,Low physical activity,1174.0,54033.0,,8391.0,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Both,Occupational risks,5105.0,,47074.0,,,,,,,,16589.0,,,,,,,,7896.0,,,14861.0,14885.0
DALYs,Oceania,Both,Other environmental risks,1245.0,11161.0,,642.0,,,,,,2714.0,,,,,,,,,,,,,
DALYs,Oceania,Both,Tobacco,46262.0,269141.0,130419.0,51141.0,2929.0,,,57.0,,,11782.0,,2310.0,,,,74041.0,,1092.0,,,1003.0,463.0
DALYs,Oceania,Both,Unsafe sex,32058.0,,,,,,64924.0,,,,,,,,,,,,,4859.0,,,
DALYs,Oceania,Both,"Unsafe water, sanitation, and handwashing",,,,,,219291.0,,,,,,,,,,,23954.0,,,,,,
DALYs,Oceania,Female,Air pollution,3471.0,65932.0,46139.0,31787.0,,,,,,,,,,,,,56302.0,,2792.0,,,,
DALYs,Oceania,Female,Alcohol use,4394.0,9076.0,,,2107.0,,,1097.0,,,,,1019.0,,,,6394.0,2903.0,,,5200.0,1706.0,1300.0
DALYs,Oceania,Female,Child and maternal malnutrition,,,,,,45512.0,,,30244.0,,,163331.0,,105567.0,9429.0,237.0,54556.0,,,,,,
DALYs,Oceania,Female,Childhood maltreatment,,,,,,,,,,2802.0,,,,,,,,,,,247.0,,
DALYs,Oceania,Female,Dietary risks,5785.0,224987.0,,57736.0,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Female,Drug use,486.0,,,,1128.0,,363.0,,,,,,,,10.0,,,1124.0,,,7365.0,,
DALYs,Oceania,Female,High LDL cholesterol,,95601.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Female,High body-mass index,8905.0,118754.0,16850.0,92029.0,566.0,,,,,,3382.0,,1178.0,,,,,,345.0,,,,
DALYs,Oceania,Female,High fasting plasma glucose,7443.0,111010.0,,174533.0,,,,,,,,,1780.0,,,,4310.0,,881.0,,,,
DALYs,Oceania,Female,High systolic blood pressure,,176023.0,,18368.0,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Female,Impaired kidney function,,31671.0,,53449.0,,,,,,,41.0,,,,,,,,,,,,
DALYs,Oceania,Female,Intimate partner violence,,,,,,,4932.0,8139.0,488.0,2663.0,,,,,,,,,,,,,
DALYs,Oceania,Female,Low bone mineral density,,,,,,,,119.0,,,,,,,,,,,,,,1757.0,1220.0
DALYs,Oceania,Female,Low physical activity,846.0,20568.0,,4635.0,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Female,Occupational risks,948.0,,11315.0,,,,,,,,5106.0,,,,,,,,2352.0,,,1679.0,1334.0
DALYs,Oceania,Female,Other environmental risks,288.0,3110.0,,214.0,,,,,,1224.0,,,,,,,,,,,,,
DALYs,Oceania,Female,Tobacco,14762.0,74190.0,41187.0,24786.0,531.0,,,14.0,,,4029.0,,915.0,,,,22369.0,,354.0,,,223.0,126.0
DALYs,Oceania,Female,Unsafe sex,32058.0,,,,,,34597.0,,,,,,,,,,,,,3993.0,,,
DALYs,Oceania,Female,"Unsafe water, sanitation, and handwashing",,,,,,91945.0,,,,,,,,,,,8939.0,,,,,,
DALYs,Oceania,Male,Air pollution,9143.0,114655.0,57251.0,28086.0,,,,,,,,,,,,,88415.0,,,,,,
DALYs,Oceania,Male,Alcohol use,10560.0,50760.0,,4816.0,9157.0,,,12602.0,,,,,4798.0,,,,33384.0,32465.0,,,13646.0,24559.0,16078.0
DALYs,Oceania,Male,Child and maternal malnutrition,,,,,,77770.0,,,,,,211938.0,,67503.0,13596.0,456.0,77915.0,,,,,,
DALYs,Oceania,Male,Childhood maltreatment,,,,,,,,,,4252.0,,,,,,,,,,,1884.0,,
DALYs,Oceania,Male,Dietary risks,10681.0,409449.0,,53004.0,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Male,Drug use,1906.0,,,,10718.0,,305.0,,,,,,,,73.0,,,6580.0,,,13526.0,,
DALYs,Oceania,Male,High LDL cholesterol,,205688.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Male,High body-mass index,4895.0,170402.0,14245.0,75695.0,469.0,,,,,,2789.0,,687.0,,,,,,265.0,,,,
DALYs,Oceania,Male,High fasting plasma glucose,6655.0,214012.0,,177368.0,,,,,,,,,1118.0,,,,6883.0,,792.0,,,,
DALYs,Oceania,Male,High systolic blood pressure,,288496.0,,22098.0,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Male,Impaired kidney function,,50215.0,,61100.0,,,,,,,91.0,,,,,,,,,,,,
DALYs,Oceania,Male,Low bone mineral density,,,,,,,,148.0,,,,,,,,,,,,,,2705.0,1387.0
DALYs,Oceania,Male,Low physical activity,327.0,33464.0,,3756.0,,,,,,,,,,,,,,,,,,,
DALYs,Oceania,Male,Occupational risks,4157.0,,35758.0,,,,,,,,11483.0,,,,,,,,5544.0,,,13182.0,13551.0
DALYs,Oceania,Male,Other environmental risks,957.0,8051.0,,427.0,,,,,,1490.0,,,,,,,,,,,,,
DALYs,Oceania,Male,Tobacco,31500.0,194950.0,89232.0,26354.0,2397.0,,,43.0,,,7752.0,,1394.0,,,,51671.0,,737.0,,,780.0,336.0
DALYs,Oceania,Male,Unsafe sex,,,,,,,30327.0,,,,,,,,,,,,,866.0,,,
DALYs,Oceania,Male,"Unsafe water, sanitation, and handwashing",,,,,,127345.0,,,,,,,,,,,15015.0,,,,,,
DALYs,South Asia,Both,Air pollution,1056779.0,15569977.0,12979020.0,3427084.0,,,,,,,,,,,,,14416183.0,,720859.0,,,,
DALYs,South Asia,Both,Alcohol use,2715753.0,3825579.0,,337739.0,3042685.0,,,315493.0,,,,,376502.0,,,,5378570.0,1683023.0,,,3282333.0,1266818.0,873837.0
DALYs,South Asia,Both,Child and maternal malnutrition,,,,,,11477981.0,,,1392938.0,,,60281937.0,,21130881.0,1716197.0,81330.0,19748952.0,,,,,,
DALYs,South Asia,Both,Childhood maltreatment,,,,,,,,,,1386083.0,,,,,,,,,,,219752.0,,
DALYs,South Asia,Both,Dietary risks,2273885.0,49041650.0,,5210947.0,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Both,Drug use,148671.0,,,,1093311.0,,309061.0,,,,,,,,21406.0,,,405875.0,,,3393717.0,,
DALYs,South Asia,Both,High LDL cholesterol,,23315357.0,,,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Both,High body-mass index,782354.0,14319750.0,1023578.0,6968379.0,50379.0,,,,,,675217.0,,211401.0,,,,,,114363.0,,,,
DALYs,South Asia,Both,High fasting plasma glucose,732065.0,14363454.0,,19461487.0,,,,,,,,,301052.0,,,,1771091.0,,262570.0,,,,
DALYs,South Asia,Both,High systolic blood pressure,,43798856.0,,4263778.0,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Both,Impaired kidney function,,5995688.0,,9459472.0,,,,,,,31870.0,,,,,,,,,,,,
DALYs,South Asia,Both,Intimate partner violence,,,,,,,110422.0,381654.0,66677.0,475526.0,,,,,,,,,,,,,
DALYs,South Asia,Both,Low bone mineral density,,,,,,,,21988.0,,,,,,,,,,,,,,633986.0,1741203.0
DALYs,South Asia,Both,Low physical activity,112162.0,4514319.0,,371448.0,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Both,Occupational risks,497140.0,,4804230.0,,,,,,,,2826519.0,,,,,,,,1258392.0,,,2810572.0,2250017.0
DALYs,South Asia,Both,Other environmental risks,212249.0,6726455.0,,466839.0,,,,,,1608748.0,,,,,,,,,,,,,
DALYs,South Asia,Both,Tobacco,5587190.0,14573254.0,10142035.0,1761801.0,291715.0,,,2393.0,,,920577.0,,310980.0,,,,5948383.0,,184646.0,,,83743.0,135594.0
DALYs,South Asia,Both,Unsafe sex,1769489.0,,,,,,2364093.0,,,,,,,,,,,,,411104.0,,,
DALYs,South Asia,Both,"Unsafe water, sanitation, and handwashing",,,,,,27492498.0,,,,,,,,,,,2686197.0,,,,,,
DALYs,South Asia,Female,Air pollution,321876.0,6082838.0,6227987.0,1659606.0,,,,,,,,,,,,,7659652.0,,720859.0,,,,
DALYs,South Asia,Female,Alcohol use,250391.0,219188.0,,,613292.0,,,9634.0,,,,,30627.0,,,,357554.0,64774.0,,,598715.0,20089.0,53060.0
DALYs,South Asia,Female,Child and maternal malnutrition,,,,,,6213874.0,,,1392938.0,,,27423956.0,,13803682.0,819324.0,35533.0,10390302.0,,,,,,
DALYs,South Asia,Female,Childhood maltreatment,,,,,,,,,,813684.0,,,,,,,,,,,45520.0,,
DALYs,South Asia,Female,Dietary risks,942170.0,19084917.0,,2457411.0,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Female,Drug use,48660.0,,,,230563.0,,124036.0,,,,,,,,10741.0,,,145995.0,,,1223420.0,,
DALYs,South Asia,Female,High LDL cholesterol,,8857952.0,,,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Female,High body-mass index,442366.0,6512352.0,587838.0,3670286.0,34865.0,,,,,,425682.0,,133216.0,,,,,,71087.0,,,,
DALYs,South Asia,Female,High fasting plasma glucose,420179.0,5669560.0,,9272146.0,,,,,,,,,174552.0,,,,582099.0,,145753.0,,,,
DALYs,South Asia,Female,High systolic blood pressure,,18658676.0,,1957334.0,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Female,Impaired kidney function,,2603979.0,,4406427.0,,,,,,,9819.0,,,,,,,,,,,,
DALYs,South Asia,Female,Intimate partner violence,,,,,,,110422.0,381654.0,66677.0,475526.0,,,,,,,,,,,,,
DALYs,South Asia,Female,Low bone mineral density,,,,,,,,11926.0,,,,,,,,,,,,,,247432.0,1146273.0
DALYs,South Asia,Female,Low physical activity,80437.0,1915888.0,,188849.0,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Female,Occupational risks,81312.0,,1202507.0,,,,,,,,1174376.0,,,,,,,,380985.0,,,99392.0,201819.0
DALYs,South Asia,Female,Other environmental risks,61275.0,2434913.0,,183102.0,,,,,,713385.0,,,,,,,,,,,,,
DALYs,South Asia,Female,Tobacco,1144562.0,2855687.0,2353892.0,710184.0,31546.0,,,352.0,,,137594.0,,63352.0,,,,1726764.0,,27489.0,,,6857.0,32426.0
DALYs,South Asia,Female,Unsafe sex,1769489.0,,,,,,1027000.0,,,,,,,,,,,,,267159.0,,,
DALYs,South Asia,Female,"Unsafe water, sanitation, and handwashing",,,,,,15293125.0,,,,,,,,,,,1418050.0,,,,,,
DALYs,South Asia,Male,Air pollution,734902.0,9487139.0,6751033.0,1767478.0,,,,,,,,,,,,,6756531.0,,,,,,
DALYs,South Asia,Male,Alcohol use,2465361.0,3606390.0,,341464.0,2429393.0,,,305858.0,,,,,345874.0,,,,5021015.0,1618249.0,,,2683617.0,1246728.0,820777.0
DALYs,South Asia,Male,Child and maternal malnutrition,,,,,,5264107.0,,,,,,32857981.0,,7327198.0,896873.0,45796.0,9358650.0,,,,,,
DALYs,South Asia,Male,Childhood maltreatment,,,,,,,,,,572399.0,,,,,,,,,,,174231.0,,
DALYs,South Asia,Male,Dietary risks,1331715.0,29956732.0,,2753535.0,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Male,Drug use,100010.0,,,,862747.0,,185024.0,,,,,,,,10665.0,,,259880.0,,,2170296.0,,
DALYs,South Asia,Male,High LDL cholesterol,,14457405.0,,,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Male,High body-mass index,339988.0,7807398.0,435740.0,3298092.0,15514.0,,,,,,249534.0,,78185.0,,,,,,43276.0,,,,
DALYs,South Asia,Male,High fasting plasma glucose,311885.0,8693894.0,,10189341.0,,,,,,,,,126500.0,,,,1188991.0,,116817.0,,,,
DALYs,South Asia,Male,High systolic blood pressure,,25140179.0,,2306444.0,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Male,Impaired kidney function,,3391708.0,,5053045.0,,,,,,,22051.0,,,,,,,,,,,,
DALYs,South Asia,Male,Low bone mineral density,,,,,,,,10061.0,,,,,,,,,,,,,,386554.0,594930.0
DALYs,South Asia,Male,Low physical activity,31725.0,2598431.0,,182598.0,,,,,,,,,,,,,,,,,,,
DALYs,South Asia,Male,Occupational risks,415828.0,,3601723.0,,,,,,,,1652142.0,,,,,,,,877406.0,,,2711180.0,2048197.0
DALYs,South Asia,Male,Other environmental risks,150973.0,4291542.0,,283737.0,,,,,,895362.0,,,,,,,,,,,,,
DALYs,South Asia,Male,Tobacco,4442628.0,11717567.0,7788143.0,1051616.0,260168.0,,,2040.0,,,782983.0,,247627.0,,,,4221618.0,,157156.0,,,76885.0,103167.0
DALYs,South Asia,Male,Unsafe sex,,,,,,,1337093.0,,,,,,,,,,,,,143944.0,,,
DALYs,South Asia,Male,"Unsafe water, sanitation, and handwashing",,,,,,12199372.0,,,,,,,,,,,1268146.0,,,,,,
DALYs,Southeast Asia,Both,Air pollution,601447.0,4120669.0,1728908.0,2002683.0,,,,,,,,,,,,,2349808.0,,222034.0,,,,
DALYs,Southeast Asia,Both,Alcohol use,1235110.0,1416935.0,,75084.0,866469.0,,,267841.0,,,,,144799.0,,,,1274999.0,378744.0,,,930984.0,570511.0,279792.0
DALYs,Southeast Asia,Both,Child and maternal malnutrition,,,,,,1611507.0,,,164520.0,,,8486960.0,,2737525.0,399234.0,20189.0,2885589.0,,,,,,
DALYs,Southeast Asia,Both,Childhood maltreatment,,,,,,,,,,189345.0,,,,,,,,,,,33123.0,,
DALYs,Southeast Asia,Both,Dietary risks,1224200.0,18678031.0,,3150231.0,,,,,,,,,,,,,,,,,,,
DALYs,Southeast Asia,Both,Drug use,127219.0,,,,569520.0,,614710.0,,,,,,,,1189.0,,,101850.0,,,1165956.0,,
DALYs,Southeast Asia,Both,High LDL cholesterol,,7628248.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Southeast Asia,Both,High body-mass index,708518.0,6827769.0,399010.0,4548382.0,51916.0,,,,,,389453.0,,158764.0,,,,,,42758.0,,,,
DALYs,Southeast Asia,Both,High fasting plasma glucose,635072.0,8297438.0,,12324174.0,,,,,,,,,244563.0,,,,689893.0,,113842.0,,,,
DALYs,Southeast Asia,Both,High systolic blood pressure,,19420459.0,,2065483.0,,,,,,,,,,,,,,,,,,,
DALYs,Southeast Asia,Both,Impaired kidney function,,2558847.0,,4140493.0,,,,,,,11419.0,,,,,,,,,,,,
DALYs,Southeast Asia,Both,Intimate partner violence,,,,,,,64651.0,96539.0,5590.0,75247.0,,,,,,,,,,,,,
DALYs,Southeast Asia,Both,Low bone mineral density,,,,,,,,6339.0,,,,,,,,,,,,,,263547.0,295338.0
DALYs,Southeast Asia,Both,Low physical activity,54936.0,1325662.0,,211417.0,,,,,,,,,,,,,,,,,,,
DALYs,Southeast Asia,Both,Occupational risks,414899.0,,1212388.0,,,,,,,,1965261.0,,,,,,,,721787.0,,,1244977.0,689584.0
DALYs,Southeast Asia,Both,Other environmental risks,61811.0,1344761.0,,89639.0,,,,,,131077.0,,,,,,,,,,,,,
DALYs,Southeast Asia,Both,Tobacco,3482874.0,7929776.0,2942131.0,1588089.0,107422.0,,,885.0,,,943191.0,,269606.0,,,,2701079.0,,99954.0,,,47467.0,37680.0
DALYs,Southeast Asia,Both,Unsafe sex,806445.0,,,,,,1868510.0,,,,,,,,,,,,,143034.0,,,
DALYs,Southeast Asia,Both,"Unsafe water, sanitation, and handwashing",,,,,,3296770.0,,,,,,,,,,,375441.0,,,,,,
DALYs,Southeast Asia,Female,Air pollution,189032.0,1568204.0,744557.0,1014821.0,,,,,,,,,,,,,1036123.0,,222034.0,,,,
DALYs,Southeast Asia,Female,Alcohol use,233500.0,172370.0,,,187217.0,,,13966.0,,,,,30123.0,,,,203240.0,25418.0,,,261587.0,30801.0,21509.0
DALYs,Southeast Asia,Female,Child and maternal malnutrition,,,,,,704716.0,,,164520.0,,,3538750.0,,1700377.0,183790.0,7706.0,1262372.0,,,,,,
DALYs,Southeast Asia,Female,Childhood maltreatment,,,,,,,,,,91775.0,,,,,,,,,,,5078.0,,
DALYs,Southeast Asia,Female,Dietary risks,469432.0,7223846.0,,1556078.0,,,,,,,,,,,,,,,,,,,
DALYs,Southeast Asia,Female,Drug use,10881.0,,,,27206.0,,127112.0,,,,,,,,103.0,,,9346.0,,,304998.0,,
DALYs,Southeast Asia,Female,High LDL cholesterol,,2840275.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Southeast Asia,Female,High body-mass index,406645.0,3010578.0,220477.0,2489269.0,35784.0,,,,,,229428.0,,110618.0,,,,,,28222.0,,,,
DALYs,Southeast Asia,Female,High fasting plasma glucose,332398.0,3385902.0,,6263170.0,,,,,,,,,164012.0,,,,230773.0,,69488.0,,,,
DALYs,Southeast Asia,Female,High systolic blood pressure,,7917498.0,,969482.0,,,,,,,,,,,,,,,,,,,
DALYs,Southeast Asia,Female,Impaired kidney function,,1074224.0,,1959304.0,,,,,,,3938.0,,,,,,,,,,,,
DALYs,Southeast Asia,Female,Intimate partner violence,,,,,,,64651.0,96539.0,5590.0,75247.0,,,,,,,,,,,,,
DALYs,Southeast Asia,Female,Low bone mineral density,,,,,,,,3477.0,,,,,,,,,,,,,,113205.0,181769.0
DALYs,Southeast Asia,Female,Low physical activity,33595.0,497856.0,,104352.0,,,,,,,,,,,,,,,,,,,
DALYs,Southeast Asia,Female,Occupational risks,87887.0,,384872.0,,,,,,,,845752.0,,,,,,,,294343.0,,,175353.0,97063.0
DALYs,Southeast Asia,Female,Other environmental risks,17347.0,390359.0,,29929.0,,,,,,67601.0,,,,,,,,,,,,,
DALYs,Southeast Asia,Female,Tobacco,516194.0,1453409.0,658209.0,659432.0,11570.0,,,145.0,,,115665.0,,63715.0,,,,564574.0,,16326.0,,,4090.0,7535.0
DALYs,Southeast Asia,Female,Unsafe sex,806445.0,,,,,,654282.0,,,,,,,,,,,,,69479.0,,,
DALYs,Southeast Asia,Female,"Unsafe water, sanitation, and handwashing",,,,,,1504829.0,,,,,,,,,,,160945.0,,,,,,
DALYs,Southeast Asia,Male,Air pollution,412415.0,2552464.0,984351.0,987861.0,,,,,,,,,,,,,1313685.0,,,,,,
DALYs,Southeast Asia,Male,Alcohol use,1001609.0,1244565.0,,125130.0,679251.0,,,253875.0,,,,,114675.0,,,,1071759.0,353326.0,,,669396.0,539710.0,258283.0
DALYs,Southeast Asia,Male,Child and maternal malnutrition,,,,,,906791.0,,,,,,4948209.0,,1037147.0,215444.0,12482.0,1623217.0,,,,,,
