country,type,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Vietnam,coal,37.6,39.5,43.3,48,51.2,54.6,60,45.1,65,77.6,107.9,101.9,111.7,107.9,111.6,95.2,106,117.2,118,118.1,117.4,129.4,144.2,135.1,108.5,93.1,89.9,90.1,87.3,96.3,129.7,144.8,186,199.6,149.4,196.3,214.6,245,285.3,373.8,391.5,239.8,262.5,497.7,467,609.3,726.2,674,719.9,869.8,1098.4,1188.6,1187.7,1582.3,2090.4,2099.5,2145.8
World,coal,58104.6,58766.7,57818.9,58684.1,60475.4,61411,61076.8,61771.1,63604.3,63655.4,64888.3,67278.5,69268.7,70048.5,73308.7,75087.4,76138.9,76987.6,79366.8,82803.9,86356.2,87328.9,90764.7,93481.7,94376.4,93256.1,92355.3,92003.7,92468.1,92825.2,93469.3,95695.6,95532.1,94918.9,95326.2,98739.1,100296.5,104238.4,113397.2,121222.8,130208.6,137048.5,144822.3,146784.9,144631.3,151187,158462.3,159063.8,161433.4,162580.3,158596,156615,157506,159537.1,157319.6,151070.3,160103.5
Canada,nuclear,1.3,1.8,1.6,9.4,5.4,10.6,43.6,73.7,155.8,150.1,128.4,177.9,269.1,318.7,360.3,388.5,409.3,391.6,496.6,533.3,618.2,728,789.2,846.5,810.2,740.2,861.5,817.4,952.9,1093.9,992.5,941,837.2,725.2,745.5,738.5,772.9,756.2,745.1,893.5,904.1,956.2,906.8,925.6,863.1,863.2,885.7,892.3,967.1,997,940.5,931.5,924.8,914.3,915.1,884.7,831.3
Mexico,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,30,43.3,40,50.4,43.3,86.2,80.5,106.8,94.6,102.2,84,88.6,98.3,105.2,91.5,106.9,106.8,101.8,95.2,101.3,56.4,96.1,83.1,111.1,90.6,107.7,97.7,100.1,123.9,101.9,101.4,107.8
USA,nuclear,39.3,59.4,82.3,134.7,149.8,234.5,409.7,581.6,897.6,1225.5,1854.9,2054.9,2697.7,2972.1,2743.6,2700.2,2932,3040.6,3157.8,3522.9,4125.7,4452,4895.4,5666.4,5692,6202.8,6586.7,6653.5,6562.3,6886.4,7240.9,7255.1,6759.6,7244.1,7830.7,8106.4,8213.3,8279.6,8054.3,8262.8,8142.4,8145.3,8291.9,8238.2,8112.6,8144.7,7926.9,7670.8,7819.6,7853.1,7806.5,7843.2,7789.8,7764.8,7758.5,7543.5,7404.3
Argentina,nuclear,0,0,0,0,0,0,0,0,0,10.6,25.7,26.3,16.7,29.6,27.5,23.9,28.8,19.1,34.8,47.4,58.9,58.3,66,59.2,51.5,74.4,79.2,72.3,79.2,84.1,72.2,76.2,81.3,76.1,72.6,63.1,71.6,58.7,75.8,78.3,68,75.9,70.9,71.8,78.9,69.1,61,60.6,58.4,51.6,65.5,76.6,56,62.8,76.9,96.7,97.9
Brazil,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,34.5,1.5,9.9,6.2,18.7,22.9,14.7,18,4.5,0.6,25.7,24.8,32.4,33.4,40.6,61.8,144.9,139.5,133.8,115.6,97.5,135.2,120.6,135.6,125,139.3,149.2,151.9,145.5,143.9,137.1,146.7,144.7,143.3,146.9,127.5,132.9
Chile,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad & Tobago,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,nuclear,0,0.1,1,0.6,0.2,0.6,0,0.1,0.8,1.5,69.3,102.5,122,127.8,116.5,128.2,131.4,160,246.2,283.4,353.5,402.4,428.7,440.3,421,436.4,437.8,443.9,428.3,415,422.5,442.7,484.3,471.6,500.7,491.9,470.4,477.5,474.7,471,470.8,458.5,471.1,442.4,455.6,459.7,459.7,381.7,401.5,315.4,242.8,402.5,388.2,261.4,396.3,312.4,457.2
Bulgaria,nuclear,0,0,0,0,0,0,0,0,0,9.5,26.1,51,60.1,60.4,63.1,63,93.2,109.8,125.8,130.1,134.1,123.3,127,163.7,148.8,149.8,134.7,118,142.7,156.6,176.3,184.7,181.3,172.6,161.5,185.7,198.4,203.9,173.1,167.4,184.5,191.6,143,153,147.2,146.2,155.5,149.5,133.4,148.5,143.1,145.9,142.9,147.4,150.8,150.8,149
Croatia,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.7,24.5,62.8,109.3,120.7,126.9,128.6,123.9,125.1,129,132.6,124.9,131.3,127.6,134.6,136.4,138.8,149.7,188.9,259.2,262.1,244.6,256,255.7,257.7,262.5,268.4,269.5,287.2,289.5,283.8,249.7,222.9,260.5,273.5,275.4,272.6,277.8
Denmark,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,27,33.1,68.4,71.2,148.8,170.2,179.8,191.4,193.3,193.5,199.3,198.4,193.7,194.9,197.9,195.4,202.2,197.1,194.9,200.8,215.6,225.5,237.2,232,233.5,227.1,230.2,228.6,232.8,227.7,231.4,225.3,229.5,220.9,223.4,220,224.7,223.1,218.6,216.9,208.8,210.5,219.6,213.5,215.5
France,nuclear,9.2,14.3,21.2,31.5,36.8,58.3,95.3,149,150.7,150.3,186.4,161.2,183.3,311.1,408.2,625.7,1075.9,1112.6,1473.6,1953.5,2289.2,2596.2,2712.3,2814.5,3104.7,3208.4,3384.7,3457.2,3761.1,3677.2,3853.4,4058.8,4039.9,3963.3,4027.2,4240.9,4273.4,4404,4418.9,4462.1,4466.4,4425.2,4295.3,4265.9,3952.9,4108.8,4215.9,4029.5,3989,4084.9,4069.4,3728.7,3662.3,3774.2,3633.4,3210.2,3429.2
Germany,nuclear,1.2,2.7,12.5,18,50.4,66.3,63.5,97.3,123.7,147.7,246.6,301.7,421.4,448.2,531.8,567.8,669.4,760.3,797.4,1065.6,1416.2,1333,1447.7,1601.9,1651.5,1557.8,1505.7,1622.2,1568,1544.5,1574.1,1650.9,1739.9,1650.8,1736.6,1732.5,1738.5,1662.1,1653.7,1663.1,1612.7,1645,1372.8,1444.2,1301.8,1347.7,1029,942.1,916,909,853.9,782.7,701.7,694.7,683.6,584.1,623.7
Greece,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,38.5,66.2,75.8,112.2,137.3,141.9,140.3,140.2,142.6,140.9,143.5,143.3,144.8,142.7,142.5,144,144.8,143.4,140.7,110.3,118.6,136.8,132.3,143.4,143.8,148.8,151.1,149.5,149.6,144.7,146.5,147.3,148.5,148,143.8,148.3,145.7,144.5
Iceland,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,nuclear,35.9,39.5,32.2,26.3,17.2,32.4,34.4,37,32.1,34.8,38.8,38.9,34.6,45.2,26.8,22.6,27.7,69.5,59.1,70.4,71.8,89.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.8,100.9,93.8,130.9,170.1,174,173.7,149.5,125.2,78.7,120.8,142.4,122.8,138.5,100.7,86,115.3,142.6,155.1,150.3,102.3,85,96,96,104.7,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,nuclear,0,0,0,0.3,3.2,3.8,4.1,3.3,11.3,33.5,34.1,39.6,37.9,41.5,35.6,42.9,37.4,39.8,36.7,37.9,39.8,43.1,36.3,37.5,41.1,35.8,34,38.8,40.3,40.5,41,42.5,24.6,38.9,39.1,40,40.3,39.5,40.3,38,39.5,34.1,41,40.5,41,38.1,39.5,37.1,27.2,38.3,37.9,36.6,31.3,32.1,35.6,37.1,34.6
North Macedonia,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,55.2,54.2,53.1,55.7,55.3,55.6,49.2,55.2,54.9,55.4,75.3,109,113.4,111.4,111.9,108.6,109.4,109.3,108.3,104.4,105.8,104,102.7,104,102
Slovakia,nuclear,0,0,0,0,0,0,0,0,2.4,5,1.9,4.5,1.2,0.2,21.9,46.2,52.4,59.7,62.8,73.9,95.8,119.7,117.6,117.2,124.2,122.9,119.4,112.9,117.3,128.7,116.8,114.9,113.1,116.4,134,168.5,173.6,181,179,169.5,175.4,177.1,149.8,162.2,135.8,139.7,146.9,146.8,148,145.1,140.9,136.6,138.6,135.7,139.2,140.1,142.6
Slovenia,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,50.6,40.6,40.4,47.1,48.8,46.6,51.3,51.3,48,48.6,53.4,55.7,52.2,54.3,58.2,54.5,55.6,60.9,55.4,54.2,59.2,52.4,49.9,59.6,52.5,52.9,57.8,52.8,53,57.6,51.6
Spain,nuclear,0,0,0,0.8,8.5,9.4,25.8,48.5,66.9,73.8,77.1,77.2,66.6,78.1,68.4,53,97.7,89.6,108.9,235.8,286.5,382.6,421.6,515.5,573.3,554.4,567.7,569.8,572.7,565,566.5,575.4,564.9,602.6,601.2,635.4,646.6,635.4,619.9,633.2,569.2,591,538.3,572.5,509,590.8,550.2,582.3,534.1,536.3,533.1,542.1,534.3,509.7,530.7,528.9,510.8
Sweden,nuclear,0.2,0.5,0.5,0.2,0.6,0.6,0.9,15,21.6,21,122.3,163.4,203.4,242.9,214.9,270.6,384.9,398.8,418.9,520.2,598.2,714.6,688.3,709.2,670.1,696.5,784.1,649.1,627.2,747.3,714.4,758.7,714.3,751.7,747.6,585.5,731.8,686.8,675.4,773.2,719,658.4,654.2,620.2,503.3,553.5,576.3,606.6,625.7,607.2,524.2,583.6,604,626.5,602.2,446.4,479.8
Switzerland,nuclear,0,0,0,0,5.5,18,14.2,39.2,64.5,72.2,79.3,81.1,82.9,85.8,120.6,146.5,156.6,154.6,160.5,188.4,228.8,229.1,233.3,231.2,231.6,239.8,232.8,237.9,236.9,247.1,252.5,255,257.8,262,252.9,268.3,270.2,272.7,273.5,266.5,229.3,271.5,270.9,267,265.2,254.4,256.4,242.7,246.5,259.8,216.4,197,188.7,223.1,230.2,208.6,167.5
Turkey,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.5,436.3,515.1,735.5,679.5,778.2,767.5,753.4,768.6,703.3,720.4,812.9,811.4,768.6,736.1,790,773,786.4,815.6,866.3,878,886.9,904,872.1,800,854.8,860.1,853.8,783.4,827.2,815.2,748.6,786.7,771.4,755.8,691.4,779.2
United Kingdom,nuclear,154.6,206.5,237.8,267.5,297.5,265.7,281.4,300.1,286,343.4,309.9,369.3,408.8,380.2,391.3,378.2,387.9,449.2,510,551.4,624.1,603.5,564.3,648.2,732.8,671.6,720.6,784.6,912.7,901.8,908.8,967.1,1002.6,1016.3,971.8,868.9,914.3,885.8,888.5,796.4,807.3,741.6,615.7,509.5,666.6,595.8,657.4,666.9,664.8,596.6,654.4,663.3,646.6,594.7,511.6,456.2,414.6
Azerbaijan,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,52.2
Kazakhstan,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5,4.7,4.6,3.9,0.8,0.9,3.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,nuclear,0,21.1,23,32,37.1,44.8,55,100.4,146.2,219.2,292.3,389.7,521.3,535.9,609,755.1,889.6,1024.1,1137.9,1468.9,1014.5,1074.8,1273.8,1377.1,1392.7,1208.7,1225.6,1222,1217.5,999.2,1016.7,1113.7,1108.3,1059.5,1244.9,1335.3,1389.7,1428.1,1506.2,1440.5,1478.3,1537.7,1563.5,1583.1,1578.2,1634,1648.1,1681.6,1624.2,1691.7,1818.5,1818.3,1867.6,1869.8,1903,1958.9,2010.3
Turkmenistan,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.8,40.1,38.1,32.5,59.9,64,62.9,58.4,57.4,32
Iraq,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,95.3
Algeria,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1,54.3,89.9,63,107.2,113.4,86.3,93.4,94.9,74.1,99.1,115.4,120.3,129.2,138.9,131.1,132.9,108.8,120.9,126.9,133,111.7,98.6,110.5,126.2,123.5,129.7,123,122.8,132.8,129.1,113.8,139,130.5,105.8,123.8,126.6,94.2
Australia,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,150.7,131.1,146.5,147.3,144,152.7,171,177.3,253.4,434.2,502.4,525.1,539.1,606.9,663.9,675.8,716.7,831,931.3,1049.8,1246.7,1594.3,1971.5,2280.9,2696.2,3175.3,3322.4,3683.6
China Hong Kong SAR,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,nuclear,0,0,0,0,7.4,13.4,9.9,9.4,20,18.4,21.9,27.1,18.9,23.1,24,25,25.2,22,31.4,41.3,46,51.3,54.4,62.1,41.1,65.3,55.3,65.4,63.6,50.5,77.8,85.8,102.9,116.2,130,161.1,191.7,195.1,181.8,211.6,175.4,173.3,174.2,147.9,162.2,221.3,307.1,313.9,313.6,324.6,356.4,350.5,344,356.9,411.3,404.8,397
Indonesia,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,nuclear,0.3,6,6.4,10.7,11.1,46.8,81.8,96.8,99.2,201.2,256.7,348.1,323.4,605.9,719.1,843.7,897.1,1046.3,1167.5,1371.5,1630.1,1689.3,1926.6,1776.4,1898.1,1987.6,2131.8,2217,2530.3,2638,2930.6,3028.8,3280.6,3329.8,3240.6,3259.8,3253.1,3168.7,2305.1,2845.7,2898.7,2991,2725.4,2443.8,2649.7,2803.2,1552.7,170.4,137.5,0,42.1,163.5,267.3,448.8,597.7,390.1,553.4
Malaysia,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,nuclear,0,0,0,0,0,0,0.5,2.1,3.9,5.4,6.2,5.3,3.3,1.7,0.5,0.8,1.7,2.1,2.8,3.4,4,5.4,3.1,2,1.2,4.3,4.3,5.6,4.2,6,5.3,3.3,4.6,4,0.8,9.7,21.2,19.1,19.1,24,25.1,24.9,22.6,17,24.5,24.4,37.6,25.7,40.1,43.7,40.1,48.9,74.6,84.5,83.6,86.6,143.3
Philippines,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0.7,23.7,32.2,35.5,29.6,38.6,91.6,120.5,171.1,289.2,401.6,409.6,483.8,540.2,575.2,577.5,593.9,599.1,684.7,755.1,787.4,916.2,1052.8,1113.1,1138,1200.9,1299.1,1301.2,1451.9,1462.1,1396.2,1465.4,1425.6,1424.8,1474.5,1423.9,1306.7,1463.8,1532.8,1498.1,1364.6,1220.2,1328.7,1453.3,1428.4
Sri Lanka,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,1,27.3,64.7,83.8,109,133.7,193.1,251.2,293.4,275.2,338.4,313.1,288.8,335.7,360.5,345.7,350.9,356.2,360.8,386,370.5,376.6,388.2,393.3,360.1,398.8,389.6,393.1,395.4,391.9,396,396.3,401.1,399.2,401.4,382.9,392,396.7,339.3,292.8,206.4,253,294.3,285.2,251.2
Thailand,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World,nuclear,260.9,351.7,418.9,532.3,631.1,805.7,1120.6,1554.5,2082.9,2723.3,3778,4419.8,5501.3,6392.5,6648.6,7272.3,8588.3,9317.9,10560.5,12815.5,15209.4,16290.3,17720.4,19319.2,19868.4,20434.8,21412.5,21575.1,22318.1,22737.1,23723.4,24585.6,24416.8,24837.1,25782.3,26364,26932.4,27186.2,26464.8,27491.2,27389.1,27555.9,26825.6,26576.2,26038.6,26545.4,25279.7,23403.6,23448.6,23784,23960.7,24173.3,24245.5,24681.7,25463.8,24441.5,25312.8
Canada,hydro,1257.1,1394.5,1425.6,1449.9,1603.6,1683.4,1729.4,1933.6,2072.1,2242.6,2155.3,2264.1,2343.5,2504.3,2598.7,2673.5,2831.8,2744.3,2831.1,3045.8,3232.4,3306.8,3366.1,3272.7,3091.9,3147.6,3271,3355.1,3430,3490.1,3556.1,3774.7,3711.8,3522.2,3672.6,3797.8,3506.2,3670.1,3509.4,3510.5,3731.1,3614.8,3742.2,3818.7,3706.7,3511.1,3731.4,3753.6,3844,3730.4,3705.2,3714.5,3780.4,3675.5,3622.8,3654.6,3587.6
