Measure,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
RMET14score,,,,,,,,,,,,0.72173913,,
RMET15score,,,,,,,,,,,,0.689306358,,
RMET19score,,,,,,,,,,,,0.455202312,,
RMET22score,,,,,,,,,,,,0.648843931,,
RMET24score,,,,,,,,,,,,0.747109827,,
RMET32score,,,,,,,,,,,,0.741702742,,
RMET36score,,,,,,,,,,,,0.865606936,,
PartnerEmpathy1,,,,,,,,,,,,3.997118156,,
PartnerEmpathy2,,,,,,,,,,,,4.962536023,,
PartnerEmpathy3,,,,,,,,,,,,4.187319885,,
PartnerEmpathy4,,,,,,,,,,,,4.015873016,,
SharedAgency1,,,,,,,,,,,,2.189306358,,
SharedAgency2,,,,,,,,,,,,2.569364162,,
SharedAgency3,,,,,,,,,,,,2.700867052,,
PromotionEE,,,,,,,,,,,,5.599423631,,
PromotionSH,,,,,,,,,,,,3.491354467,,
DeathEE,,,,,,,,,,,,6.205202312,,
DeathSH,,,,,,,,,,,,4.329971182,,
Dggive,,,,,,,,,,,,33.37755102,,
HouseHold,,,,,,,,,,,,,3.128930818,
HealthCare,,,,,,,,,,,,,1.172413793,
Teacher,,,,,,,,,,,,,1.069073783,
WorkHighRisk,,,,,,,,,,,,,1.42721519,
WorkCovidGear,,,,,,,,,,,,,4.192118227,
Work,,,,,,,,,,,,,4.226415094,
ErrandOut,,,,,,,,,,,,,3.910377358,
ErrandIN,,,,,,,,,,,,,4.429245283,
Taxi,,,,,,,,,,,,,5.089341693,
PublicTransport,,,,,,,,,,,,,5.051805338,
RestaurantOut,,,,,,,,,,,,,4.282131661,
RestaurantIN,,,,,,,,,,,,,4.407582938,
PartyOut,,,,,,,,,,,,,4.391167192,
PartyIN,,,,,,,,,,,,,4.590909091,
GymOut,,,,,,,,,,,,,5.183962264,
GymIN,,,,,,,,,,,,,5.147798742,
Salon,,,,,,,,,,,,,4.866562009,
Camping,,,,,,,,,,,,,5.166929134,
Hotel,,,,,,,,,,,,,5.037735849,
OtherHouse,,,,,,,,,,,,,4.445141066,
Park,,,,,,,,,,,,,3.96389325,
Doctor,,,,,,,,,,,,,5,
Beach,,,,,,,,,,,,,4.021943574,
Pool,,,,,,,,,,,,,5.130503145,
ContactFriends,,,,,,,,,,,,,3.122257053,
WayContact,,,,,,,,,,,,,2.131868132,
ImpactedFriends,,,,,,,,,,,,,3.9169279,
NewFriends,,,,,,,,,,,,,0.796875,
FriendsSatisfied,,,,,,,,,,,,,4.732704403,
FriendsIsolated,,,,,,,,,,,,,4.094043887,
FriendsLonely,,,,,,,,,,,,,3.775862069,
FriendsGuilty,,,,,,,,,,,,,3.064263323,
FriendsParty,,,,,,,,,,,,,2.565830721,
FP1,,,,,,,,,,,,,2.402821317,
FP2,,,,,,,,,,,,,3.989010989,
FP3,,,,,,,,,,,,,3.642633229,
FP4,,,,,,,,,,,,,3.441130298,
FP5,,,,,,,,,,,,,2.87755102,
FP6,,,,,,,,,,,,,3.746855346,
FP7,,,,,,,,,,,,,3.501567398,
FP8,,,,,,,,,,,,,3.587774295,
FP9,,,,,,,,,,,,,3.570532915,
FP10,,,,,,,,,,,,,3.31918239,
FP11,,,,,,,,,,,,,3.205329154,
FP12,,,,,,,,,,,,,3.697492163,
FP13,,,,,,,,,,,,,3.26645768,
CloseFriendPFIEmpathyComposite,5.700787402,5.603212851,,,,,,,,,,,,
AcqPFIEmpathyComposite,4.723097113,,,,,,,,,,,5.128722382,5.039707419,
NeighborPFIEmpathyComposite,4.201277955,4.233072917,,,,,,,,,,,,
CountryPFIEmpathyComposite,4.86358811,,,,,,,,,,,,,
HumanityPFIEmpathyComposite,5.24732906,5.444876783,,,,,,,,,,,,
CloseFriendPFISharedFAteComposite,4.559383202,4.435341365,,,,,,,,,,,,
AcqPFISharedFAteComposite,3.670603675,,,,,,,,,,,3.686599424,3.883751306,
NeighborPFISharedFAteComposite,3.672523962,3.491536458,,,,,,,,,,,,
CountryPFISharedFAteComposite,4.309978769,,,,,,,,,,,,,
HumanityPFISharedFAteComposite,4.865918803,4.836575875,,,,,,,,,,,,
PSScomposite,3.025393701,2.98860844,,,,,,,,,,,,
AnxietyComposite,2.194506937,2.19726248,,,,,,,,,,,,
WillingnessNeighborComposite,4.75399361,4.896317829,,,,,,,,,,,,
WillingnessCountryComposite,4.289808917,,,,,,,,,,,,,
WillingnessHumanityComposite,4.145367412,4.402777778,,,,,,,,,,,,
PerceptionRiskComposite,3.86814346,5.01029601,,,,,,,,,,,,
RiskManagementcomposite1,3.398832272,4.389317889,,,,,,,,,,,,
RiskManagementcomposite2,,,4.876282051,4.978627451,5.041781768,5.008506114,4.918374817,4.757164404,4.389004149,4.409230769,4.333774834,,4.297712934,4.191198225
CFICloseFriendComposite,0.068307087,,,,,,,,,,,,,
CFIAcqComposite,0.056804734,,,,,,,,,,,,,
CFINeighborComposite,0.006687898,,,,,,,,,,,,,
CFICountryComposite,0.03684771,,,,,,,,,,,,,
CFIHumanityComposite,0.067944622,,,,,,,,,,,,,
DiseaseAvoidanceComposite,4.087552743,4.881782946,,,,,,,,,,,,
NBTNeighborComposite,5.012738854,5.118217054,,,,,,,,,,,,
NBTHumanityComposite,4.766773163,4.92248062,,,,,,,,,,,,
NBTCountryComposite,4.800319489,,,,,,,,,,,,,
MateSeekingComposite,,2.78125,3.778571429,3.667255595,,,,,,,,,,
SocialDistanceComposite,,5.111538462,,,,,,,,,,,,
RMETcomposite,,,,,,,,,,,,7.104499274,,
PerspectiveTakingComposite,,,,,,,,,,,,3.574958472,,
PartnerEmpathyAcqComposite,,,,,,,,,,,,4.289739884,,
SharedAgencyAcqComposite,,,,,,,,,,,,2.487179487,,
AskingHelpComposite,,,,,3.019246032,3.068192325,3.029542098,3.041063324,2.752141861,,,,,
LikelyGiveHelpComposite,,,,,4.262335854,4.240480037,4.095027391,4.083369518,3.772745411,,,,,
RiskManagementProtestComposite,,,,,,,,,3.363753213,,,,,
HousingInsecurityComposite,,,,,,,,,1.135172414,,,,,
NeedForChaosComposite,,,,,,,,,2.19615651,,,,,
NeedForOrderComposite,,,,,,,,,4.410788382,,,,,
FoodInsecurityComposite,,,,,,,,,1.223448276,,,,,
UseGreenSpacesComposite,,,,,,,,,1.857734807,,,,,
TimesHelpGivenComposite,,,,,,,,,2.428171269,,,,,
ProportionWearMaskComposite,,,,,,,,,,4.891456583,,,,
CFCcomposite,,,,,,,,,,68.14218009,,,,
CFCcompositeFuture,,,,,,,,,,34.99052133,,,,
CFCcompositeImmediate,,,,,,,,,,22.84834123,,,,
RiskmanagementAttention,,,,,1.002751032,1.009569378,1.00729927,1.001494768,1.002758621,1.009762901,1.002642008,,1.003134796,1.004424779
PFINeighAttention,,,,,1.002751032,1.007949126,1.004385965,1.004511278,1.004137931,1.011188811,1.001321004,1.001436782,1.001567398,1
PFIHumanityAttention,,,,,1.002747253,1.006349206,1.005839416,1.010526316,1,1.015341702,1,1,1.001567398,1.002945508
IsolateAttention,,,,,1.009549795,1.006379585,1.011644833,1.004504505,1.008275862,1.016759777,1.002645503,,1.001567398,1.001472754
AskingforhelpAttention,,,,,1.005509642,1.007961783,1.010218978,1.005997001,1.006896552,,,,,
GivinghelpAttention,,,,,1.004120879,1.006379585,1.008746356,1.005979073,1.008298755,,,,,
FailedAttentionChecks,,,,,0.024301337,0.039548023,0.042746114,0.029216467,0.030344828,0.064156206,0.006596306,0.001436782,0.007836991,0.008836524
FailedAttentionChecksScore,,,,,0.408262454,0.665254237,0.718911917,0.492695883,0.510344828,1.60390516,0.164907652,0.07183908,0.195924765,0.220913108
